Import Power [kW],Export Power [kW],Load Power [kW],Tariff Energy Period [-],Tariff Power Period [-],Temperature [C],PV Power [kW],Battery Charging Power [kW],Battery Discharging Power [kW],Battery Aggregate SOC [-],Tariff Energy [$/kWh]
3768.205,0.0,3767.337,0,0,17.166350913607847,0.0,0.86805556,0.0,0.2,0.25
3738.6335,0.0,3735.9425,0,0,17.20786294343281,0.0,2.6909975,0.0,0.2,0.25
3704.8084,0.0,3704.548,0,0,17.249374973257776,0.0,0.26041667,0.0,0.20000292,0.25
3673.6744,0.0,3673.1535,0,0,17.290887003082744,0.0,0.52083514,0.0,0.20000194,0.25
3641.7591,0.0,3641.7591,0,0,17.33239903290771,0.0,0.0,0.0,0.20000139,0.25
3615.2605,0.0,3610.3646,0,0,17.373911062732674,0.0,4.8959491,0.0,0.2,0.25
3578.9701,0.0,3578.9701,0,0,17.41542309255764,0.0,0.0,0.0,0.20000644,0.25
3550.0757,0.0,3547.5756,0,0,17.456935122382603,0.0,2.5000434,0.0,0.20000506,0.25
3516.1812,0.0,3516.1812,0,0,17.498447152207568,0.0,0.0,0.0,0.20000767,0.25
3484.7867,0.0,3484.7867,0,0,17.539959182032533,0.0,0.0,0.0,0.20000628,0.25
3453.3922,0.0,3453.3922,0,0,17.5814712118575,0.0,0.0,0.0,0.20000489,0.25
3421.9977,0.0,3421.9977,0,0,17.622983241682466,0.0,0.0,0.0,0.2000035,0.25
3390.6033,0.0,3390.6033,0,0,17.66449527150743,0.0,0.0,0.0,0.20000211,0.25
3311.061,0.0,3308.9776,0,0,17.687908628511504,0.0,2.0833623,0.0,0.20000072,0.25
3228.6367,0.0,3227.352,0,0,17.711321985515582,0.0,1.284732,0.0,0.20000267,0.25
3145.7264,0.0,3145.7264,0,0,17.734735342519656,0.0,0.0,0.0,0.20000333,0.25
3064.882,0.0,3064.1007,0,0,17.758148699523733,0.0,0.78125543,0.0,0.20000194,0.25
2982.4751,0.0,2982.4751,0,0,17.781562056527807,0.0,0.0,0.0,0.20000181,0.25
2903.6273,0.0,2900.8495,0,0,17.804975413531885,0.0,2.7778236,0.0,0.20000042,0.25
2820.7863,0.0,2819.2238,0,0,17.82838877053596,0.0,1.5625271,0.0,0.20000347,0.25
2737.5982,0.0,2737.5982,0,0,17.851802127540033,0.0,0.0,0.0,0.20000458,0.25
2656.8059,0.0,2655.9726,0,0,17.87521548454411,0.0,0.83333623,0.0,0.20000319,0.25
2574.3469,0.0,2574.3469,0,0,17.898628841548184,0.0,0.0,0.0,0.20000314,0.25
2495.2213,0.0,2492.7213,0,0,17.922042198552262,0.0,2.5000434,0.0,0.20000175,0.25
2411.0957,0.0,2411.0957,0,0,17.945455555556336,0.0,0.0,0.0,0.20000436,0.25
2368.4455,0.0,2367.1434,0,0,17.948861807655422,0.0,1.3021014,0.0,0.20000297,0.25
2323.3821,0.0,2323.1911,0,0,17.952268059754505,0.0,0.19097222,0.0,0.20000367,0.25
2279.8118,0.0,2279.2389,0,0,17.955674311853592,0.0,0.57292065,0.0,0.20000258,0.25
2235.2866,0.0,2235.2866,0,0,17.959080563952675,0.0,0.0,0.0,0.20000211,0.25
2193.4177,0.0,2191.3343,0,0,17.96248681605176,0.0,2.0833623,0.0,0.20000072,0.25
2149.7606,0.0,2147.3821,0,0,17.965893068150848,0.0,2.3785109,0.0,0.20000267,0.25
2103.4298,0.0,2103.4298,0,0,17.96929932024993,0.0,0.0,0.0,0.20000508,0.25
2059.4775,0.0,2059.4775,0,0,17.972705572349017,0.0,0.0,0.0,0.20000369,0.25
2015.5253,0.0,2015.5253,0,0,17.9761118244481,0.0,0.0,0.0,0.20000231,0.25
1973.0834,0.0,1971.573,0,0,17.979518076547187,0.0,1.5104253,0.0,0.20000092,0.25
1929.1833,0.0,1927.6207,0,0,17.98292432864627,0.0,1.5625271,0.0,0.20000194,0.25
1883.6685,0.0,1883.6685,0,0,17.986330580745356,0.0,0.0,0.0,0.20000306,0.25
