,Import Power [kW],Export Power [kW],Load Power [kW],Tariff Energy Period [-],Tariff Power Period [-],Temperature [C],PV Power [kW],Battery Charging Power [kW],Battery Discharging Power [kW],Battery Aggregate SOC [-],Tariff Energy [$/kWh],PV/Import Power (%),Battery Utilization Rate (%),Grid Utilization rate (%)
0,9244.8216,0.0,9244.8216,0,0,17.166350913607847,0.0,0.0,0.0,0.8,0.15,3,1,97
1,9180.6214,0.0,9180.6214,0,0,17.20786294343281,0.0,0.0,0.0,0.79999444,0.15,3,1,97
2,9116.4213,0.0,9116.4213,0,0,17.249374973257776,0.0,0.0,0.0,0.79998889,0.15,3,1,97
3,9052.2211,0.0,9052.2211,0,0,17.290887003082744,0.0,0.0,0.0,0.79998333,0.15,3,1,97
4,8988.021,0.0,8988.021,0,0,17.33239903290771,0.0,0.0,0.0,0.79997778,0.15,3,1,97
5,8923.8209,0.0,8923.8208,0,0,17.373911062732674,0.0,0.0,0.0,0.79997222,0.15,3,1,97
6,8859.6207,0.0,8859.6207,0,0,17.41542309255764,0.0,0.0,0.0,0.79996667,0.15,3,1,97
7,8795.4205,0.0,8795.4205,0,0,17.456935122382603,0.0,0.0,0.0,0.79996111,0.15,3,1,97
8,8731.2204,0.0,8731.2204,0,0,17.498447152207568,0.0,0.0,0.0,0.79995556,0.15,3,1,97
9,8667.0202,0.0,8667.0202,0,0,17.539959182032533,0.0,0.0,0.0,0.79995,0.15,3,1,97
10,8602.8201,0.0,8602.8201,0,0,17.5814712118575,0.0,0.0,0.0,0.79994445,0.15,3,1,97
11,8538.6199,0.0,8538.62,0,0,17.622983241682466,0.0,0.0,0.0,0.79993889,0.15,3,1,97
12,8474.4198,0.0,8474.4198,0,0,17.66449527150743,0.0,0.0,0.0,0.79993334,0.15,3,1,97
13,8153.419,0.0,8153.419,0,0,17.687908628511504,0.0,0.0,0.0,0.79992778,0.15,3,1,97
14,7832.4183,0.0,7832.4183,0,0,17.711321985515582,0.0,0.0,0.0,0.79992223,0.15,3,1,97
15,7511.4175,0.0,7511.4175,0,0,17.734735342519656,0.0,0.0,0.0,0.79991667,0.15,3,1,97
16,7190.4168,0.0,7190.4168,0,0,17.758148699523733,0.0,0.0,0.0,0.79991112,0.15,3,1,97
17,6869.416,0.0,6869.416,0,0,17.781562056527807,0.0,0.0,0.0,0.79990556,0.15,3,1,97
18,6548.4153,0.0,6548.4153,0,0,17.804975413531885,0.0,0.0,0.0,0.79990001,0.15,3,1,97
19,6227.4145,0.0,6227.4145,0,0,17.82838877053596,0.0,0.0,0.0,0.79989445,0.15,3,1,97
20,5906.4138,0.0,5906.4138,0,0,17.851802127540033,0.0,0.0,0.0,0.7998889,0.15,3,1,97
21,5585.413,0.0,5585.413,0,0,17.87521548454411,0.0,0.0,0.0,0.79988334,0.15,3,1,97
22,5264.4123,0.0,5264.4123,0,0,17.898628841548184,0.0,0.0,0.0,0.79987779,0.15,3,1,97
23,4943.4115,0.0,4943.4115,0,0,17.922042198552262,0.0,0.0,0.0,0.79987223,0.15,3,1,97
24,4622.4108,0.0,4622.4108,0,0,17.945455555556336,0.0,0.0,0.0,0.79986668,0.15,3,1,97
25,4429.8103,0.0,4429.8103,0,0,17.948861807655422,0.0,0.0,0.0,0.79986112,0.15,3,1,97
