,Import Power [kW],Export Power [kW],Load Power [kW],Tariff Energy Period [-],Tariff Power Period [-],Temperature [C],PV Power [kW],Battery Charging Power [kW],Battery Discharging Power [kW],Battery Aggregate SOC [-],Tariff Energy [$/kWh],PV/Import Power (%),Battery Utilization Rate (%),Grid Utilization rate (%)
0,3517.2156,0.0,3517.2156,0,0,17.166350913607847,0.0,0.0,0.0,0.8,0.15,7,1,91
1,3492.7905,0.0,3492.7905,0,0,17.20786294343281,0.0,0.0,0.0,0.79999444,0.15,7,1,91
2,3468.3654,0.0,3468.3654,0,0,17.249374973257776,0.0,0.0,0.0,0.79998889,0.15,7,1,91
3,3443.9403,0.0,3443.9403,0,0,17.290887003082744,0.0,0.0,0.0,0.79998333,0.15,7,1,91
4,3419.5152,0.0,3419.5152,0,0,17.33239903290771,0.0,0.0,0.0,0.79997778,0.15,7,1,91
5,3395.0901,0.0,3395.0901,0,0,17.373911062732674,0.0,0.0,0.0,0.79997222,0.15,7,1,91
6,3370.6649,0.0,3370.6649,0,0,17.41542309255764,0.0,0.0,0.0,0.79996667,0.15,7,1,91
7,3346.2398,0.0,3346.2398,0,0,17.456935122382603,0.0,0.0,0.0,0.79996111,0.15,7,1,91
8,3321.8147,0.0,3321.8147,0,0,17.498447152207568,0.0,0.0,0.0,0.79995556,0.15,7,1,91
9,3297.3896,0.0,3297.3896,0,0,17.539959182032533,0.0,0.0,0.0,0.79995,0.15,7,1,91
10,3272.9645,0.0,3272.9645,0,0,17.5814712118575,0.0,0.0,0.0,0.79994445,0.15,7,1,91
11,3248.5394,0.0,3248.5394,0,0,17.622983241682466,0.0,0.0,0.0,0.79993889,0.15,7,1,91
12,3224.1143,0.0,3224.1143,0,0,17.66449527150743,0.0,0.0,0.0,0.79993334,0.15,7,1,91
13,3101.9888,0.0,3101.9888,0,0,17.687908628511504,0.0,0.0,0.0,0.79992778,0.15,7,1,91
14,2979.8632,0.0,2979.8632,0,0,17.711321985515582,0.0,0.0,0.0,0.79992223,0.15,7,1,91
15,2857.7377,0.0,2857.7377,0,0,17.734735342519656,0.0,0.0,0.0,0.79991667,0.15,7,1,91
