,Import Power [kW],Export Power [kW],Load Power [kW],Tariff Energy Period [-],Tariff Power Period [-],Temperature [C],PV Power [kW],Battery Charging Power [kW],Battery Discharging Power [kW],Battery Aggregate SOC [-],Tariff Energy [$/kWh],PV/Import Power (%),Battery Utilization Rate (%),Grid Utilization rate (%)
0,7846.0608,0.0,7846.0608,0,0,17.166350913607847,0.0,0.0,0.0,0.8,0.15,3,1,96
1,7791.5743,0.0,7791.5743,0,0,17.20786294343281,0.0,0.0,0.0,0.79999444,0.15,3,1,96
2,7737.0877,0.0,7737.0877,0,0,17.249374973257776,0.0,0.0,0.0,0.79998889,0.15,3,1,96
3,7682.6012,0.0,7682.6012,0,0,17.290887003082744,0.0,0.0,0.0,0.79998333,0.15,3,1,96
4,7628.1147,0.0,7628.1147,0,0,17.33239903290771,0.0,0.0,0.0,0.79997778,0.15,3,1,96
5,7573.6281,0.0,7573.6281,0,0,17.373911062732674,0.0,0.0,0.0,0.79997222,0.15,3,1,96
6,7519.1416,0.0,7519.1416,0,0,17.41542309255764,0.0,0.0,0.0,0.79996667,0.15,3,1,96
7,7464.6551,0.0,7464.6551,0,0,17.456935122382603,0.0,0.0,0.0,0.79996111,0.15,3,1,96
8,7410.1685,0.0,7410.1685,0,0,17.498447152207568,0.0,0.0,0.0,0.79995556,0.15,3,1,96
9,7355.682,0.0,7355.682,0,0,17.539959182032533,0.0,0.0,0.0,0.79995,0.15,3,1,96
10,7301.1955,0.0,7301.1955,0,0,17.5814712118575,0.0,0.0,0.0,0.79994445,0.15,3,1,96
11,7246.7089,0.0,7246.7089,0,0,17.622983241682466,0.0,0.0,0.0,0.79993889,0.15,3,1,96
12,7192.2224,0.0,7192.2224,0,0,17.66449527150743,0.0,0.0,0.0,0.79993334,0.15,3,1,96
13,6919.7897,0.0,6919.7897,0,0,17.687908628511504,0.0,0.0,0.0,0.79992778,0.15,3,1,96
14,6647.3571,0.0,6647.3571,0,0,17.711321985515582,0.0,0.0,0.0,0.79992223,0.15,3,1,96
15,6374.9244,0.0,6374.9244,0,0,17.734735342519656,0.0,0.0,0.0,0.79991667,0.15,3,1,96
16,6102.4917,0.0,6102.4917,0,0,17.758148699523733,0.0,0.0,0.0,0.79991112,0.15,3,1,96
17,5830.0591,0.0,5830.0591,0,0,17.781562056527807,0.0,0.0,0.0,0.79990556,0.15,3,1,96
18,5557.6264,0.0,5557.6264,0,0,17.804975413531885,0.0,0.0,0.0,0.79990001,0.15,3,1,96
19,5285.1937,0.0,5285.1937,0,0,17.82838877053596,0.0,0.0,0.0,0.79989445,0.15,3,1,96
20,5012.7611,0.0,5012.7611,0,0,17.851802127540033,0.0,0.0,0.0,0.7998889,0.15,3,1,96
21,4740.3284,0.0,4740.3284,0,0,17.87521548454411,0.0,0.0,0.0,0.79988334,0.15,3,1,96
22,4467.8957,0.0,4467.8957,0,0,17.898628841548184,0.0,0.0,0.0,0.79987779,0.15,3,1,96
23,4195.4631,0.0,4195.4631,0,0,17.922042198552262,0.0,0.0,0.0,0.79987223,0.15,3,1,96
24,3923.0304,0.0,3923.0304,0,0,17.945455555556336,0.0,0.0,0.0,0.79986668,0.15,3,1,96
25,3759.5708,0.0,3759.5708,0,0,17.948861807655422,0.0,0.0,0.0,0.79986112,0.15,3,1,96
26,3596.1112,0.0,3596.1112,0,0,17.952268059754505,0.0,0.0,0.0,0.79985557,0.15,3,1,96
27,3432.6516,0.0,3432.6516,0,0,17.955674311853592,0.0,0.0,0.0,0.79985001,0.15,3,1,96
28,3269.192,0.0,3269.192,0,0,17.959080563952675,0.0,0.0,0.0,0.79984446,0.15,3,1,96
29,3105.7324,0.0,3105.7324,0,0,17.96248681605176,0.0,0.0,0.0,0.7998389,0.15,3,1,96
30,2942.2728,0.0,2942.2728,0,0,17.965893068150848,0.0,0.0,0.0,0.79983335,0.15,3,1,96
31,2778.8132,0.0,2778.8132,0,0,17.96929932024993,0.0,0.0,0.0,0.7998278,0.15,3,1,96
32,2615.3536,0.0,2615.3536,0,0,17.972705572349017,0.0,0.0,0.0,0.79982224,0.15,3,1,96
33,2451.894,0.0,2451.894,0,0,17.9761118244481,0.0,0.0,0.0,0.79981669,0.15,3,1,96
34,2288.4344,0.0,2288.4344,0,0,17.979518076547187,0.0,0.0,0.0,0.79981113,0.15,3,1,96
35,2124.9748,0.0,2124.9748,0,0,17.98292432864627,0.0,0.0,0.0,0.79980558,0.15,3,1,96
