,Year,L1,L2,L3,Utilization L1,Utilization L2,Utilization L3,Emission L1,Emission L2,Emission L3,EV/CP L1,EV/CP L2,EV/CP L3,Area L1,Area L2,Area L3,Jobs,DAC L1 case1,DAC L2 case1,DAC L3 case1,DAC L1 case2,DAC L2 case2,DAC L3 case2,DAC L1 case3,DAC L2 case3,DAC L3 case3
0,2025,1,1,1,0,0,0,0,0,0,0,0,0,0,0.1,28.25,5,800,6500,75000,800.03,6500.03,75000.03,800.0,6500.0,75000.0
1,2026,1,1,1,10,10,2,2,2,1,2,2,2,0,0.1,28.25,5,800,6500,75000,806.0,6506.0,75006.0,800.0,6500.0,75000.0
2,2027,1,1,1,79,75,11,11,11,9,15,15,15,0,0.1,28.25,5,800,6500,75000,884.0,6584.0,75084.0,810.0,6510.0,75010.0
3,2028,3,3,1,74,68,33,31,30,26,11,11,31,0,0.30000000000000004,28.25,5,861,6996,75000,1101.0,7235.0,75240.0,897.0,7031.0,75036.0
4,2029,6,5,1,86,87,83,71,64,66,11,13,63,0,0.5,28.25,5,945,7449,75000,1482.0,7985.0,75538.0,1036.0,7539.0,75091.0
5,2030,10,8,2,95,96,81,132,112,130,10,12,48,0,0.8,28.5,10,1047,8069,77383,2033.0,9053.0,78369.0,1257.0,8278.0,77592.0
6,2031,16,13,3,96,95,88,213,180,211,8,10,43,0,1.3,28.75,15,1213,9189,79968,2881.0,10856.0,81636.0,1630.0,9605.0,80384.0
7,2032,25,20,5,97,97,84,336,283,335,8,10,39,0,2.0,29.25,25,1447,10663,84827,4140.0,13356.0,87520.0,2212.0,11428.0,85591.0
8,2033,35,28,7,99,99,86,480,403,480,7,9,33,0,2.8000000000000003,29.75,35,1691,12246,89393,5535.0,16090.0,93237.0,2859.0,13414.0,90560.0
9,2034,47,37,9,100,100,91,648,541,652,6,8,30,0,3.7,30.25,45,1966,13920,93685,7077.0,19031.0,98796.0,3587.0,15541.0,95305.0
10,2035,62,49,11,100,100,99,859,714,868,6,7,31,0,4.9,30.75,55,2450,26504,117884,9090.0,33143.0,124524.0,4635.0,28688.0,120067.0
11,2036,81,64,15,100,99,94,1112,924,1125,5,7,27,0,6.4,31.75,75,2835,28968,125466,11229.0,37362.0,133860.0,5677.0,31809.0,128306.0
12,2037,104,82,19,100,99,96,1434,1190,1452,5,7,27,0,8.200000000000001,32.75,95,3273,31747,132592,13954.0,42428.0,143273.0,6984.0,35458.0,136301.0
13,2038,132,104,24,100,100,97,1823,1511,1848,5,6,26,0,10.4,34.0,120,3774,34940,140963,17230.0,48396.0,154420.0,8546.0,39712.0,145734.0
14,2039,163,128,29,100,100,99,2260,1872,2291,5,6,24,0,12.8,35.25,145,4295,38213,148831,20764.0,54683.0,165301.0,10221.0,44140.0,154756.0
15,2040,203,159,36,100,100,100,2810,2324,2854,5,6,24,0,15.9,37.0,180,4926,42187,159183,25203.0,62464.0,179461.0,12315.0,49576.0,166571.0
16,2041,251,197,45,100,100,99,3477,2874,3534,5,6,24,0,19.700000000000003,39.25,225,5638,46765,171692,30448.0,71575.0,196503.0,14768.0,55895.0,180821.0
17,2042,308,241,55,100,100,99,4263,3523,4332,5,6,23,0,24.1,41.75,275,6433,51747,184755,36426.0,81739.0,214749.0,17551.0,62865.0,195872.0
18,2043,373,292,66,100,100,100,5169,4276,5247,4,5,22,0,29.200000000000003,44.5,330,7285,57174,198260,43037.0,92925.0,234013.0,20609.0,70498.0,211583.0
19,2044,447,351,79,100,100,100,6197,5141,6274,4,5,21,0,35.1,47.75,395,8196,63074,213260,50213.0,105091.0,255278.0,23917.0,78796.0,228980.0
20,2045,531,417,93,100,100,100,7351,6108,7430,4,5,20,0,41.7,51.25,465,9654,100292,304352,58374.0,149011.0,353073.0,27937.0,118576.0,322634.0
21,2046,625,492,110,100,100,100,8653,7197,8739,4,5,19,0,49.2,55.5,550,10676,106917,321679,66629.0,162868.0,377632.0,31721.0,127963.0,342722.0
22,2047,730,575,128,100,100,100,10109,8418,10196,4,4,18,0,57.5,60.0,640,11749,113808,338922,75394.0,177451.0,402566.0,35728.0,137788.0,362898.0
23,2048,846,667,148,100,100,100,11721,9769,11810,3,4,18,0,66.7,65.0,740,12863,120987,356928,84578.0,192700.0,428642.0,39919.0,148043.0,383980.0
24,2049,975,770,171,100,100,100,13514,11275,13604,3,4,17,0,77.0,70.75,855,14028,128541,376389,94265.0,208776.0,456626.0,44330.0,158843.0,406688.0
25,2050,1115,881,195,100,100,100,15445,12897,15534,3,4,16,0,88.10000000000001,76.75,975,15216,136192,395475,104075.0,225049.0,484334.0,48805.0,169781.0,429061.0
26,2051,1264,999,221,100,100,100,17515,14632,17608,3,4,15,0,99.9,83.25,1105,17653,151871,435337,124317.0,258533.0,542001.0,58037.0,192255.0,475718.0
27,2052,1424,1127,249,100,100,100,19740,16501,19833,3,4,15,0,112.7,90.25,1245,20182,168304,476814,145329.0,293450.0,601962.0,67624.0,215747.0,524254.0
28,2053,1601,1266,279,100,100,100,22194,18550,22300,3,4,14,0,126.60000000000001,97.75,1395,22885,185546,519751,167826.0,330487.0,664693.0,77884.0,240546.0,574748.0
29,2054,1790,1414,313,100,100,100,24806,20718,24944,3,3,14,0,141.4,106.25,1565,25673,203283,566767,190913.0,368524.0,732008.0,88430.0,266041.0,629522.0
30,2055,1993,1574,348,100,100,100,27625,23055,27799,3,3,13,0,157.4,115.0,1740,30013,314442,847337,216412.0,500842.0,1033737.0,100861.0,385291.0,918182.0
