,Year,L1,L2,L3,Utilization L1,Utilization L2,Utilization L3,Emission L1,Emission L2,Emission L3,EV/CP L1,EV/CP L2,EV/CP L3,Area L1,Area L2,Area L3,Jobs,DAC L1 case1,DAC L2 case1,DAC L3 case1,DAC L1 case2,DAC L2 case2,DAC L3 case2,DAC L1 case3,DAC L2 case3,DAC L3 case3
0,2025,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,28.25,5.0,800.0,6500.0,75000.0,800.0,6500.0,75000.0,800.0,6500.0,75000.0
1,2026,1.0,1.0,1.0,5.8596875,7.878895290545655,2.1591130281514475,105.77724237673,140.42512739010982,151.09032693872575,2.0,2.0,2.0,0.0,0.1,28.25,5.0,800.0,6500.0,75000.0,1083.3333333333333,6783.333333333333,75283.33333333333,906.6666666666666,6606.666666666667,75106.66666666667
2,2027,1.0,1.0,1.0,40.3284375,60.271856686304695,12.844271729565095,144.95996393790935,215.43943019945695,231.80191856903593,15.0,15.0,15.0,0.0,0.1,28.25,5.0,800.0,6500.0,75000.0,2867.1993911719937,8567.199391171995,77067.19939117199,1579.421613394216,7279.421613394216,75779.42161339422
3,2028,1.0,1.151645841954349,1.0,83.06968749999997,100.0,29.452050059855022,182.43524780357242,245.54241812802792,264.1912093782579,31.0,26.917997591510286,31.0,0.0,0.1151645841954349,28.25,5.3791146048858725,800.0,6537.538032859586,75000.0,6222.703516051237,11960.241548910823,80422.70351605123,2847.118283605429,8584.656316465014,77047.11828360544
4,2029,1.6855218750000005,1.958067774898725,1.0,100.00000000000001,100.0,72.38202729504249,248.97862775362842,279.8943672248393,301.15216726723213,37.37714765641946,32.1745757770098,63.0,0.0,0.19580677748987252,28.25,7.395169437246812,819.0732557548282,6719.839101893272,75000.0,12517.804507050236,18418.57035318868,86698.73125129541,5242.551555617759,11143.317401756201,79423.47829986294
5,2030,2.540346875000002,3.2434162338199477,1.0,100.0,100.00000000000001,99.34778699766834,302.3233671797184,383.183960647454,412.2865399371341,37.396467756002785,29.290104368785666,95.0,0.0,0.3243416233819948,28.25,10.608540584549871,840.7935953138109,6985.197994599376,75000.0,21243.47783906781,27387.882238353377,95402.684243754,8563.612627267466,14708.017026553029,82722.81903195367
6,2031,3.3951718750000035,3.6800892326607384,1.5460272870297531,99.99999999999999,100.0,99.99999999999999,412.0049388822793,447.33829353826593,481.313353806995,37.4060591556944,34.510032765748406,82.1460274766521,0.0,0.3680089232660739,28.38650682175744,13.06529129922623,864.3596802446178,7083.00949747258,76411.22365184555,33990.992982784825,40209.64280001279,109537.85695438576,13417.147512686513,19635.797329914472,88964.01148428745
7,2032,5.153078124999996,6.414564774298176,2.070158877317274,100.00000000000001,100.0,100.0,595.3160887548046,730.3669341834658,785.8378405771467,37.453342510696004,30.087777860364085,93.22955939019973,0.0,0.6414564774298177,28.517539719329317,21.211809129038627,909.9071552124486,7658.669437983273,77684.3755097982,52343.268421304325,59092.03070407516,129117.7367758901,20423.176341741408,27171.93862451223,97197.64469632716
8,2033,6.066499999999991,7.453567386309248,2.4697858712302496,100.0,100.0,100.0,645.430523395041,778.1724824119482,837.2741899369062,37.41861040138471,30.4552153666652,91.91080192183898,0.0,0.7453567386309249,28.61744646780756,24.808383143848744,932.1504120060413,7864.242865381133,78596.70782960435,72673.1078259281,79605.20027930322,150337.66524352643,28169.37235155587,35101.46480493096,105833.92976915417
9,2034,7.028178124999985,8.242753675170796,2.9920942436930678,100.0,100.0,100.0,732.7739552173509,850.9194466115847,915.5462400251228,37.4207931731953,31.906812985594943,87.89830084876793,0.0,0.8242753675170796,28.74802356092327,28.08711979715966,954.1601603583337,8010.996288643198,79717.39294451111,94849.09576740203,101905.93189568691,173612.32855155482,36620.25238530021,43677.08851358508,115383.485169453
