,Year,L1,L2,L3,Utilization L1,Utilization L2,Utilization L3,Emission L1,Emission L2,Emission L3,EV/CP L1,EV/CP L2,EV/CP L3,Area L1,Area L2,Area L3,Jobs,DAC L1 case1,DAC L2 case1,DAC L3 case1,DAC L1 case2,DAC L2 case2,DAC L3 case2,DAC L1 case3,DAC L2 case3,DAC L3 case3
0,2025,1,1,1,0,0,0,0,0,0,0,0,0,0,0.1,28.25,5,800,6500,75000,800.0,6500.0,75000.0,800.0,6500.0,75000.0
1,2026,1,1,1,14,7,2,16,7,5,2,2,2,0,0.1,28.25,5,800,6500,75000,1085.0,6785.0,75285.0,907.0,6607.0,75107.0
2,2027,2,1,1,59,50,11,23,10,7,8,15,15,0,0.1,28.25,5,834,6500,75000,2903.0,8569.0,77069.0,1614.0,7281.0,75781.0
3,2028,4,2,1,83,68,33,43,18,14,8,16,31,0,0.2,28.25,5,895,6748,75000,6320.0,12173.0,80425.0,2944.0,8797.0,77050.0
4,2029,8,3,1,96,97,83,66,25,23,8,21,63,0,0.30000000000000004,28.25,5,1007,6975,75000,12708.0,18676.0,86702.0,5433.0,11400.0,79427.0
5,2030,15,6,2,95,85,81,92,33,34,7,16,48,0,0.6000000000000001,28.5,10,1185,7595,77383,21591.0,28000.0,97789.0,8911.0,15319.0,85109.0
6,2031,23,9,3,100,91,88,148,52,55,6,15,43,0,0.9,28.75,15,1406,8267,79968,34536.0,41397.0,113098.0,13962.0,20821.0,92524.0
7,2032,37,13,5,99,99,84,234,82,86,6,15,39,0,1.3,29.25,25,1769,9110,84827,53206.0,60546.0,136263.0,21286.0,28624.0,104343.0
8,2033,52,19,7,100,97,86,335,117,124,5,12,33,0,1.9000000000000001,29.75,35,2135,10298,89393,73880.0,82042.0,161137.0,29376.0,37536.0,116634.0
9,2034,71,25,9,99,99,91,452,157,168,4,11,30,0,2.5,30.25,45,2570,11414,93685,96470.0,105313.0,187583.0,38241.0,47081.0,129355.0
10,2035,93,33,11,100,99,99,599,207,223,4,11,31,0,3.3000000000000003,30.75,55,3280,19803,117884,123454.0,139977.0,238057.0,48950.0,65469.0,163553.0
11,2036,121,43,15,100,98,94,776,268,289,4,10,27,0,4.3,31.75,75,3847,21446,125466,153872.0,171472.0,275491.0,60884.0,78480.0,182502.0
12,2037,156,55,19,100,99,96,1000,345,374,4,10,27,0,5.5,32.75,95,4513,23299,132592,192447.0,211234.0,320526.0,75999.0,94783.0,204077.0
13,2038,198,69,24,100,100,97,1272,438,475,4,9,26,0,6.9,34.0,120,5264,25331,140963,238103.0,258171.0,373803.0,93877.0,113943.0,229576.0
14,2039,245,86,29,100,100,99,1576,542,589,3,8,24,0,8.6,35.25,145,6053,27650,148831,287123.0,308721.0,429902.0,113069.0,134664.0,255846.0
15,2040,305,106,36,100,100,100,1960,673,734,3,9,24,0,10.600000000000001,37.0,180,7000,30214,159183,347858.0,371073.0,500042.0,136880.0,160092.0,289063.0
16,2041,377,131,45,100,100,99,2426,833,909,3,8,24,0,13.100000000000001,39.25,225,8068,33226,171692,418989.0,444148.0,582614.0,164783.0,189939.0,328407.0
17,2042,462,161,55,100,100,99,2974,1021,1114,3,8,23,0,16.1,41.75,275,9253,36623,184755,499472.0,526843.0,674975.0,196385.0,223753.0,371887.0
18,2043,560,195,66,100,100,100,3606,1239,1349,3,8,22,0,19.5,44.5,330,10537,40241,198260,588187.0,617892.0,775911.0,231246.0,260949.0,418969.0
19,2044,671,234,79,100,100,100,4323,1489,1613,3,7,21,0,23.400000000000002,47.75,395,11904,44141,213260,684358.0,716597.0,885715.0,269034.0,301270.0,470390.0
20,2045,796,278,93,100,100,100,5127,1769,1910,3,7,20,0,27.8,51.25,465,14073,68953,304352,788112.0,842994.0,1078392.0,310214.0,365093.0,600493.0
21,2046,937,328,110,100,100,100,6036,2085,2246,3,7,19,0,32.800000000000004,55.5,550,15606,73370,321679,899384.0,957150.0,1205458.0,353854.0,411616.0,659926.0
22,2047,1094,383,128,100,100,100,7052,2438,2621,3,6,18,0,38.300000000000004,60.0,640,17211,77936,338922,1018110.0,1078838.0,1339822.0,400321.0,461045.0,722031.0
23,2048,1269,445,148,100,100,100,10901,3773,4048,2,6,18,0,44.5,65.0,740,18892,82774,356928,1143617.0,1207502.0,1481654.0,449327.0,513208.0,787361.0
24,2049,1463,513,171,100,100,100,12569,4354,4662,2,6,17,0,51.300000000000004,70.75,855,20643,87761,376389,1277779.0,1344900.0,1633526.0,501493.0,568609.0,857236.0
25,2050,1672,587,195,100,100,100,14364,4980,5324,2,6,16,0,58.7,76.75,975,22416,92862,395475,1415644.0,1486092.0,1788703.0,554919.0,625362.0,927975.0
