,Year,L1,L2,L3,Utilization L1,Utilization L2,Utilization L3,Emission L1,Emission L2,Emission L3,EV/CP L1,EV/CP L2,EV/CP L3,Area L1,Area L2,Area L3,Jobs,DAC L1 case1,DAC L2 case1,DAC L3 case1,DAC L1 case2,DAC L2 case2,DAC L3 case2,DAC L1 case3,DAC L2 case3,DAC L3 case3
0,2025,1,1,1,0,0,0,0,0,0,0,0,0,0,0.1,28.25,5,800,6500,75000,800.0,6500.0,75000.0,800.0,6500.0,75000.0
1,2026,1,1,1,17,5,1,18,5,4,2,2,2,0,0.1,28.25,5,800,6500,75000,1085.0,6785.0,75285.0,907.0,6607.0,75107.0
2,2027,2,1,1,69,38,9,27,8,5,8,15,15,0,0.1,28.25,5,834,6500,75000,2903.0,8569.0,77069.0,1614.0,7281.0,75781.0
3,2028,4,2,1,97,51,25,50,13,10,8,16,31,0,0.2,28.25,5,895,6748,75000,6320.0,12173.0,80425.0,2944.0,8797.0,77050.0
4,2029,9,3,1,100,73,62,77,19,17,7,21,63,0,0.30000000000000004,28.25,5,1035,6975,75000,12736.0,18676.0,86702.0,5460.0,11400.0,79427.0
5,2030,17,4,2,98,96,61,107,25,25,6,24,48,0,0.4,28.5,10,1239,7182,77383,21644.0,27587.0,97789.0,8963.0,14906.0,85109.0
6,2031,27,7,2,100,88,99,173,39,41,5,19,64,0,0.7000000000000001,28.5,10,1515,7854,77383,34644.0,40984.0,110514.0,14069.0,20408.0,89939.0
7,2032,43,10,4,99,97,79,273,62,65,5,20,49,0,1.0,29.0,20,1930,8486,82242,53366.0,59923.0,133679.0,21445.0,28001.0,101758.0
8,2033,61,14,5,100,99,91,391,88,93,4,17,46,0,1.4000000000000001,29.25,25,2369,9278,84525,74113.0,81023.0,156270.0,29608.0,36517.0,111766.0
9,2034,82,19,7,100,98,88,527,118,126,4,14,38,0,1.9000000000000001,29.75,35,2850,10208,88817,96749.0,104108.0,182716.0,38518.0,45876.0,124487.0
10,2035,109,25,9,100,98,91,699,155,168,4,14,37,0,2.5,30.25,45,3722,16500,113016,123895.0,136674.0,233190.0,49389.0,62167.0,158685.0
11,2036,141,32,11,100,99,96,905,201,217,3,13,37,0,3.2,30.75,55,4369,17650,116807,154394.0,167676.0,266833.0,61404.0,74685.0,173844.0
12,2037,181,41,14,100,99,98,1167,259,280,3,13,37,0,4.1000000000000005,31.5,70,5130,19040,122151,193064.0,206975.0,310087.0,76614.0,90525.0,193638.0
13,2038,231,52,18,100,100,97,1484,329,357,3,12,34,0,5.2,32.5,90,6023,20637,128848,238863.0,253477.0,361690.0,94635.0,109249.0,217463.0
14,2039,286,64,22,100,100,98,1839,407,442,3,11,32,0,6.4,33.5,110,6947,22274,135142,288018.0,303345.0,416215.0,113961.0,129288.0,242160.0
15,2040,355,80,27,100,100,100,2287,505,550,3,11,32,0,8.0,34.75,135,8036,24325,142536,348895.0,365184.0,483398.0,137914.0,154204.0,272419.0
16,2041,439,99,34,100,100,98,2830,625,682,3,11,31,0,9.9,36.5,170,9282,26614,152265,420204.0,437536.0,563191.0,165995.0,183329.0,308984.0
17,2042,539,121,41,100,100,100,3469,766,835,3,11,31,0,12.100000000000001,38.25,205,10676,29105,161409,500896.0,519325.0,651633.0,197806.0,216237.0,348546.0
18,2043,653,146,50,100,100,99,4206,929,1012,3,10,29,0,14.600000000000001,40.5,250,12169,31765,172459,589820.0,609417.0,750114.0,232877.0,252475.0,393173.0
19,2044,783,176,59,100,100,100,5043,1117,1210,3,10,28,0,17.6,42.75,295,13769,34765,182844,686225.0,707222.0,855303.0,270898.0,291896.0,439979.0
20,2045,928,209,70,100,100,100,5982,1327,1433,2,9,26,0,20.900000000000002,45.5,350,16285,53374,254416,790326.0,827416.0,1028460.0,312425.0,349516.0,550562.0
21,2046,1093,246,82,100,100,100,7042,1564,1685,2,9,25,0,24.6,48.5,410,18079,56643,266647,901859.0,940424.0,1150430.0,356326.0,394891.0,604899.0
22,2047,1277,288,96,100,100,100,8227,1829,1966,2,8,24,0,28.8,52.0,480,19960,60130,280058,1020861.0,1061033.0,1280962.0,403069.0,443241.0,663173.0
23,2048,1480,334,111,100,100,100,12717,2830,3036,2,8,23,0,33.4,55.75,555,21910,63720,293563,1146637.0,1188449.0,1418293.0,452343.0,494155.0,724002.0
24,2049,1706,385,128,100,100,100,14663,3266,3497,2,8,22,0,38.5,60.0,640,23950,67460,307948,1281088.0,1324600.0,1565088.0,504797.0,548309.0,788801.0
25,2050,1950,441,146,100,100,100,16758,3735,3993,2,7,21,0,44.1,64.5,730,26020,71320,322263,1419250.0,1464551.0,1715494.0,558520.0,603822.0,854768.0
26,2051,2211,500,166,100,100,100,19004,4238,4526,2,7,20,0,50.0,69.5,830,30289,79160,352926,1709764.0,1758636.0,2032402.0,671043.0,719916.0,993686.0
27,2052,2492,564,187,100,100,100,21419,4779,5098,2,7,19,0,56.400000000000006,74.75,935,34729,87377,384034,2017423.0,2070071.0,2366728.0,789710.0,842359.0,1139020.0
28,2053,2802,633,210,100,100,100,24081,5372,5732,2,7,19,0,63.300000000000004,80.5,1050,39462,95936,416952,2355382.0,2411856.0,2732872.0,941494.0,997969.0,1318989.0
29,2054,3132,707,235,100,100,100,26916,6000,6412,2,6,18,0,70.7,86.75,1175,44330,104805,451523,2710211.0,2770686.0,3117404.0,1130128.0,1190604.0,1537325.0
30,2055,3488,787,261,100,100,100,37467,8346,8932,2,6,17,0,78.7,93.25,1305,51941,160385,659946,3093673.0,3202118.0,3701679.0,1370036.0,1478481.0,1978046.0
