,Year,L1,L2,L3,Utilization L1,Utilization L2,Utilization L3,Emission L1,Emission L2,Emission L3,EV/CP L1,EV/CP L2,EV/CP L3,Area L1,Area L2,Area L3,Jobs,DAC L1 case1,DAC L2 case1,DAC L3 case1,DAC L1 case2,DAC L2 case2,DAC L3 case2,DAC L1 case3,DAC L2 case3,DAC L3 case3
0,2025,1,1,1,0,0,0,0,0,0,0,0,0,0,0.1,28.25,5,800,6500,75000,800.03,6500.03,75000.03,800.0,6500.0,75000.0
1,2026,1,1,1,5,13,2,1,2,2,2,2,2,0,0.1,28.25,5,800,6500,75000,806.0,6506.0,75006.0,800.0,6500.0,75000.0
2,2027,1,1,1,40,100,15,6,15,12,15,15,15,0,0.1,28.25,5,800,6500,75000,884.0,6584.0,75084.0,810.0,6510.0,75010.0
3,2028,2,3,1,56,91,43,16,40,35,16,11,31,0,0.30000000000000004,28.25,5,831,6996,75000,1070.0,7235.0,75240.0,867.0,7031.0,75036.0
4,2029,3,6,2,86,97,55,36,85,88,21,11,32,0,0.6000000000000001,28.5,10,859,7675,77609,1395.0,8211.0,78146.0,950.0,7765.0,77700.0
5,2030,5,11,3,95,93,72,66,150,173,19,9,32,0,1.1,28.75,15,910,8708,79992,1895.0,9692.0,80977.0,1120.0,8917.0,80201.0
6,2031,8,17,4,96,96,88,107,240,282,16,8,32,0,1.7000000000000002,29.0,20,993,10052,82577,2661.0,11719.0,84244.0,1410.0,10468.0,82993.0
7,2032,13,26,6,93,99,93,168,377,446,15,8,33,0,2.6,29.5,30,1123,11947,87436,3816.0,14640.0,90128.0,1889.0,12712.0,88200.0
8,2033,18,37,9,97,100,89,240,538,640,13,7,26,0,3.7,30.25,45,1245,14124,94285,5089.0,17968.0,98128.0,2414.0,15292.0,95452.0
9,2034,24,50,11,98,99,99,324,721,869,11,6,24,0,5.0,30.75,55,1383,16542,98577,6494.0,21653.0,103687.0,3005.0,18163.0,100197.0
10,2035,31,65,15,100,100,97,430,951,1157,11,6,23,0,6.5,31.75,75,1609,32272,146975,8249.0,38911.0,153614.0,3794.0,34456.0,149158.0
11,2036,41,85,19,98,99,99,556,1232,1500,10,5,21,0,8.5,32.75,95,1812,35558,154557,10206.0,43951.0,162950.0,4654.0,38399.0,157397.0
12,2037,52,109,25,100,100,97,717,1586,1936,10,5,21,0,10.9,34.25,125,2022,39264,165245,12703.0,49944.0,175925.0,5733.0,42974.0,168955.0
13,2038,66,138,31,100,100,100,912,2015,2464,10,5,20,0,13.8,35.75,155,2273,43472,175290,15729.0,56928.0,188746.0,7045.0,48244.0,180062.0
14,2039,82,171,39,100,100,98,1130,2496,3055,9,5,18,0,17.1,37.75,195,2542,47973,187878,19011.0,64442.0,204347.0,8469.0,53899.0,193805.0
15,2040,102,212,48,100,100,100,1405,3099,3805,9,5,18,0,21.200000000000003,40.0,240,2858,53228,201188,23135.0,73505.0,221464.0,10248.0,60617.0,208577.0
16,2041,126,262,59,100,100,100,1739,3831,4712,9,4,18,0,26.200000000000003,42.75,295,3214,59251,216477,28024.0,84061.0,241286.0,12345.0,68381.0,225607.0
17,2042,154,321,73,100,100,99,2132,4698,5775,9,4,17,0,32.1,46.25,365,3605,65931,234765,33597.0,95924.0,264757.0,14724.0,77049.0,245883.0
18,2043,187,390,88,100,100,100,2585,5702,6996,8,4,17,0,39.0,50.0,440,4038,73273,253181,39789.0,109025.0,288931.0,17363.0,86597.0,266504.0
19,2044,224,468,105,100,100,100,3099,6855,8365,8,4,16,0,46.800000000000004,54.25,525,4494,81073,272797,46510.0,123090.0,314812.0,20216.0,96795.0,288517.0
20,2045,266,556,124,100,100,100,3676,8143,9906,7,4,15,0,55.6,59.0,620,5223,130697,396422,53942.0,179416.0,445139.0,23508.0,148981.0,414704.0
21,2046,313,655,146,100,100,100,4327,9596,11651,7,4,15,0,65.5,64.5,730,5734,139442,418845,61686.0,195393.0,474794.0,26781.0,160488.0,439888.0
22,2047,365,766,171,100,100,100,5055,11224,13594,7,3,14,0,76.60000000000001,70.75,855,6266,148657,442793,69910.0,212300.0,506433.0,30247.0,172637.0,466770.0
23,2048,423,889,197,100,100,100,5861,13026,15746,6,3,13,0,88.9,77.25,985,6823,158254,466201,78538.0,229967.0,537911.0,33881.0,185311.0,493254.0
24,2049,488,1026,227,100,100,100,6757,15033,18139,6,3,13,0,102.60000000000001,84.75,1135,7410,168301,491585,87647.0,248536.0,571817.0,37715.0,198604.0,521885.0
25,2050,558,1174,260,100,100,100,7723,17195,20712,6,3,12,0,117.4,93.0,1300,8004,178502,517828,96864.0,267359.0,606682.0,41597.0,212092.0,551415.0
26,2051,632,1332,294,100,100,100,8758,19509,23477,6,3,12,0,133.20000000000002,101.5,1470,9215,199496,569955,115879.0,306158.0,676614.0,49602.0,239881.0,610337.0
27,2052,712,1502,331,100,100,100,9870,22001,26444,5,3,11,0,150.20000000000002,110.75,1655,10480,221321,624763,135627.0,346467.0,749906.0,57925.0,268765.0,672204.0
28,2053,801,1688,372,100,100,100,11097,24734,29734,5,3,11,0,168.8,121.0,1860,11839,244393,683443,156781.0,389333.0,828381.0,66842.0,299394.0,738441.0
29,2054,895,1886,417,100,100,100,12403,27624,33259,5,3,10,0,188.60000000000002,132.25,2085,13226,268122,745670,178467.0,433362.0,910907.0,75987.0,330881.0,808425.0
30,2055,997,2098,464,100,100,100,13813,30740,37066,5,3,10,0,209.8,144.0,2320,15407,415408,1122435,201807.0,601807.0,1308831.0,86259.0,486258.0,1193281.0
