,Year,L1,L2,L3,Utilization L1,Utilization L2,Utilization L3,Emission L1,Emission L2,Emission L3,EV/CP L1,EV/CP L2,EV/CP L3,Area L1,Area L2,Area L3,Jobs,DAC L1 case1,DAC L2 case1,DAC L3 case1,DAC L1 case2,DAC L2 case2,DAC L3 case2,DAC L1 case3,DAC L2 case3,DAC L3 case3
18,2043,94,438,148,100,100,100,601,2787,3035,16,4,10,0,43.800000000000004,65.0,740,2422,82588,368716,580073.0,660237.0,946367.0,223133.0,303295.0,589430.0
19,2044,112,527,177,100,100,100,721,3350,3629,15,4,10,0,52.7,72.25,885,2644,91488,402177,675099.0,763942.0,1074633.0,259776.0,348616.0,659312.0
20,2045,133,626,210,100,100,100,855,3980,4297,14,3,9,0,62.6,80.5,1050,3009,147315,616893,777049.0,921354.0,1390934.0,299151.0,443453.0,913039.0
21,2046,157,737,246,100,100,100,1006,4690,5054,14,3,9,0,73.7,89.5,1230,3270,157120,653585,887049.0,1040898.0,1537364.0,341519.0,495364.0,991837.0
22,2047,183,862,287,100,100,100,1176,5485,5897,13,3,8,0,86.2,99.75,1435,3536,167498,692859,1004436.0,1168397.0,1693759.0,386648.0,550604.0,1075974.0
23,2048,212,1001,333,100,100,100,1817,8488,9106,12,3,8,0,100.10000000000001,111.25,1665,3815,178344,734272,1128541.0,1303069.0,1858998.0,434252.0,608774.0,1164712.0
24,2049,244,1155,383,100,100,100,2095,9796,10490,12,3,8,0,115.5,123.75,1915,4104,189637,776579,1261241.0,1446773.0,2033715.0,484955.0,670482.0,1257433.0
25,2050,279,1321,438,100,100,100,2394,11204,11978,11,3,7,0,132.1,137.5,2190,4401,201078,820317,1397630.0,1594306.0,2213544.0,536905.0,733576.0,1352824.0
26,2051,316,1498,496,100,100,100,2715,12712,13577,11,3,7,0,149.8,152.0,2480,5007,224597,909240,1684480.0,1904070.0,2588712.0,645765.0,865349.0,1550001.0
27,2052,356,1690,559,100,100,100,3060,14336,15293,10,3,7,0,169.0,167.75,2795,5640,249246,1002562,1988331.0,2231937.0,2985252.0,760624.0,1004225.0,1757550.0
28,2053,401,1899,628,100,100,100,3441,16116,17196,10,3,7,0,189.9,185.0,3140,6327,275170,1101316,2322245.0,2591088.0,3417232.0,908362.0,1177200.0,2003354.0
29,2054,448,2121,703,100,100,100,3846,18000,19234,10,2,6,0,212.10000000000002,203.75,3515,7021,301776,1205027,2672900.0,2967655.0,3870904.0,1092821.0,1387571.0,2290831.0
30,2055,499,2361,783,100,100,100,5353,25037,26795,9,2,6,0,236.10000000000002,223.75,3915,8112,468515,1846329,3049842.0,3510245.0,4888057.0,1326209.0,1786607.0,3164430.0
