,Year,L1,L2,L3,Utilization L1,Utilization L2,Utilization L3,Emission L1,Emission L2,Emission L3,EV/CP L1,EV/CP L2,EV/CP L3,Area L1,Area L2,Area L3,Jobs,DAC L1 case1,DAC L2 case1,DAC L3 case1,DAC L1 case2,DAC L2 case2,DAC L3 case2,DAC L1 case3,DAC L2 case3,DAC L3 case3
0,2025,1,1,1,0,0,0,0,0,0,0,0,0,0,0.1,28.25,5,800,6500,75000,800.03,6500.03,75000.03,800.0,6500.0,75000.0
1,2026,1,1,1,3,14,2,1,3,2,2,2,2,0,0.1,28.25,5,800,6500,75000,806.0,6506.0,75006.0,800.0,6500.0,75000.0
2,2027,1,2,1,20,56,17,3,17,13,15,8,15,0,0.2,28.25,5,800,6772,75000,884.0,6855.0,75084.0,810.0,6781.0,75010.0
3,2028,1,4,1,56,77,49,8,45,39,31,8,31,0,0.4,28.25,5,800,7268,75000,1040.0,7506.0,75240.0,836.0,7302.0,75036.0
4,2029,2,7,2,64,93,62,18,96,99,32,9,32,0,0.7000000000000001,28.5,10,828,7947,77609,1365.0,8482.0,78146.0,919.0,8036.0,77700.0
5,2030,3,12,3,79,96,81,33,168,194,32,8,32,0,1.2000000000000002,28.75,15,854,8980,79992,1839.0,9963.0,80977.0,1064.0,9188.0,80201.0
6,2031,4,19,4,96,97,99,54,269,317,32,7,32,0,1.9000000000000001,29.0,20,882,10548,82577,2549.0,12214.0,84244.0,1299.0,10963.0,82993.0
7,2032,7,29,7,87,100,90,84,424,502,28,7,28,0,2.9000000000000004,29.75,35,960,12654,89865,3653.0,15345.0,92557.0,1726.0,13417.0,90629.0
8,2033,9,42,10,97,99,91,120,605,720,26,6,23,0,4.2,30.5,50,1009,15227,96714,4853.0,19068.0,100557.0,2178.0,16393.0,97881.0
9,2034,12,56,13,98,99,95,162,811,978,22,5,21,0,5.6000000000000005,31.25,65,1078,17831,103151,6189.0,22939.0,108261.0,2700.0,19450.0,104772.0
10,2035,16,74,17,97,99,96,215,1070,1302,21,5,20,0,7.4,32.25,85,1208,36707,151549,7847.0,43343.0,158188.0,3393.0,38889.0,153733.0
11,2036,21,95,22,96,100,96,278,1385,1687,19,5,19,0,9.5,33.5,110,1310,40157,161026,9703.0,48547.0,169419.0,4152.0,42996.0,163867.0
12,2037,26,122,28,100,100,98,359,1784,2178,20,5,19,0,12.200000000000001,35.0,140,1406,44326,171714,12086.0,55003.0,182394.0,5117.0,48034.0,175425.0
13,2038,33,155,35,100,100,100,456,2266,2772,19,4,18,0,15.5,36.75,175,1532,49115,183433,14987.0,62567.0,196889.0,6304.0,53884.0,188206.0
14,2039,41,192,43,100,100,100,565,2808,3437,17,4,16,0,19.200000000000003,38.75,215,1667,54161,196021,18135.0,70626.0,212490.0,7593.0,60085.0,201949.0
15,2040,51,238,54,100,100,100,703,3486,4280,17,4,16,0,23.8,41.5,270,1825,60057,212288,22101.0,80330.0,232565.0,9214.0,67444.0,219679.0
16,2041,63,295,67,100,100,99,870,4310,5301,17,4,16,0,29.5,44.75,335,2003,66923,230356,26813.0,91729.0,255167.0,11133.0,76051.0,239488.0
17,2042,77,361,82,100,100,100,1066,5285,6497,17,4,16,0,36.1,48.5,410,2199,74395,249950,32191.0,104384.0,279944.0,13317.0,85511.0,261070.0
18,2043,94,438,99,100,100,100,1293,6414,7870,16,4,15,0,43.800000000000004,52.75,495,2422,82588,270821,38173.0,118336.0,306574.0,15746.0,95910.0,284147.0
19,2044,112,527,118,100,100,100,1550,7711,9411,15,4,14,0,52.7,57.5,590,2644,91488,292744,44660.0,133501.0,334762.0,18365.0,107208.0,308467.0
20,2045,133,626,140,100,100,100,1838,9161,11144,14,3,13,0,62.6,63.0,700,3009,147315,435888,51727.0,196030.0,484609.0,21292.0,165597.0,454174.0
21,2046,157,737,164,100,100,100,2164,10795,13108,14,3,13,0,73.7,69.0,820,3270,157120,460349,59221.0,213067.0,516302.0,24315.0,178163.0,481397.0
22,2047,183,862,192,100,100,100,2528,12627,15294,13,3,12,0,86.2,76.0,960,3536,167498,487170,67179.0,231136.0,550815.0,27515.0,191475.0,511152.0
23,2048,212,1001,222,100,100,100,2931,14654,17714,12,3,12,0,100.10000000000001,83.5,1110,3815,178344,514179,75528.0,250052.0,585894.0,30871.0,205397.0,541237.0
24,2049,244,1155,256,100,100,100,3379,16912,20406,12,3,11,0,115.5,92.0,1280,4104,189637,542948,84340.0,269868.0,623185.0,34407.0,219937.0,573252.0
25,2050,279,1321,292,100,100,100,3862,19345,23301,11,3,11,0,132.1,101.0,1460,4401,201078,571577,93260.0,289932.0,660436.0,37992.0,234666.0,605168.0
26,2051,316,1498,331,100,100,100,4379,21948,26411,11,3,10,0,149.8,110.75,1655,5007,224597,631370,111670.0,331255.0,738033.0,45392.0,264979.0,671755.0
27,2052,356,1690,373,100,100,100,4935,24752,29749,10,3,10,0,169.0,121.25,1865,5640,249246,693585,130786.0,374388.0,818732.0,53083.0,296687.0,741029.0
28,2053,401,1899,419,100,100,100,5549,27825,33450,10,3,10,0,189.9,132.75,2095,6327,275170,759421,151268.0,420107.0,904363.0,61328.0,330169.0,814422.0
29,2054,448,2121,469,100,100,100,6202,31077,37416,10,2,9,0,212.10000000000002,145.25,2345,7021,301776,828562,172261.0,467012.0,993803.0,69779.0,364532.0,891321.0
30,2055,499,2361,522,100,100,100,6907,34583,41699,9,2,9,0,236.10000000000002,158.5,2610,8112,468515,1253425,194511.0,654910.0,1439825.0,78960.0,539362.0,1324274.0
