,Year,L1,L2,L3,Utilization L1,Utilization L2,Utilization L3,Emission L1,Emission L2,Emission L3,EV/CP L1,EV/CP L2,EV/CP L3,Area L1,Area L2,Area L3,Jobs,DAC L1 case1,DAC L2 case1,DAC L3 case1,DAC L1 case2,DAC L2 case2,DAC L3 case2,DAC L1 case3,DAC L2 case3,DAC L3 case3
0,2025,1,1,1,0,0,0,0,0,0,0,0,0,0,0.1,28.25,5,800,6500,75000,800.0,6500.0,75000.0,800.0,6500.0,75000.0
1,2026,1,1,1,21,2,1,23,2,2,2,2,2,0,0.1,28.25,5,800,6500,75000,1085.0,6785.0,75285.0,907.0,6607.0,75107.0
2,2027,2,1,1,88,13,3,34,3,2,8,15,15,0,0.1,28.25,5,834,6500,75000,2903.0,8569.0,77069.0,1614.0,7281.0,75781.0
3,2028,5,1,1,100,34,9,64,5,4,7,31,31,0,0.1,28.25,5,926,6500,75000,6351.0,11925.0,80425.0,2974.0,8550.0,77050.0
4,2029,12,1,1,96,73,21,99,7,6,6,63,63,0,0.1,28.25,5,1121,6500,75000,12822.0,18202.0,86702.0,5546.0,10927.0,79427.0
5,2030,22,2,1,97,64,41,138,9,9,5,48,95,0,0.2,28.25,5,1376,6707,75000,21781.0,27113.0,95407.0,9100.0,14433.0,82727.0
6,2031,35,3,1,99,68,66,222,13,14,4,43,127,0,0.30000000000000004,28.25,5,1735,6931,75000,34864.0,40062.0,108132.0,14289.0,19487.0,87557.0
7,2032,55,4,2,99,81,53,351,21,22,4,49,97,0,0.4,28.5,10,2254,7142,77430,53689.0,58580.0,128868.0,21768.0,26659.0,96947.0
8,2033,78,5,2,100,92,76,502,30,31,3,46,114,0,0.5,28.5,10,2815,7340,77430,74558.0,79086.0,149176.0,30053.0,34582.0,104672.0
9,2034,106,7,3,100,88,68,678,40,42,3,38,88,0,0.7000000000000001,28.75,15,3456,7712,79576,97354.0,101613.0,173477.0,39124.0,43384.0,115247.0
10,2035,140,9,3,100,91,91,898,52,56,3,37,111,0,0.9,28.75,15,4554,9810,79576,124726.0,129985.0,199752.0,50221.0,55481.0,125246.0
11,2036,181,11,4,100,96,88,1164,67,73,3,37,100,0,1.1,29.0,20,5383,10139,81472,155407.0,160166.0,231500.0,62418.0,67178.0,138509.0
12,2037,233,14,5,100,97,91,1500,87,94,3,37,101,0,1.4000000000000001,29.25,25,6372,10603,83254,194305.0,198539.0,271191.0,77856.0,82091.0,154741.0
13,2038,296,18,6,100,96,97,1908,110,119,3,34,102,0,1.8,29.5,30,7498,11184,84929,240336.0,244025.0,317771.0,96109.0,99800.0,173544.0
14,2039,367,22,8,100,97,90,2364,136,148,2,32,86,0,2.2,30.0,40,8690,11730,88076,289759.0,292802.0,369149.0,115704.0,118748.0,195094.0
15,2040,457,27,9,100,98,100,2940,169,184,2,32,96,0,2.7,30.25,45,10110,12371,89555,350967.0,353231.0,430416.0,139989.0,142254.0,219438.0
16,2041,565,33,12,100,100,93,3638,209,228,2,32,88,0,3.3000000000000003,31.0,60,11712,13094,93725,422632.0,424017.0,504649.0,168426.0,169813.0,250443.0
17,2042,692,41,14,100,98,97,4460,256,279,2,31,89,0,4.1000000000000005,31.5,70,13482,14000,96338,503700.0,504221.0,586560.0,200613.0,201136.0,283473.0
18,2043,839,49,17,100,100,97,5408,310,338,2,30,84,0,4.9,32.25,85,15407,14852,100022,593057.0,592504.0,677675.0,236116.0,235565.0,320734.0
19,2044,1006,59,20,100,100,99,6484,373,404,2,28,81,0,5.9,33.0,100,17463,15852,103484,689917.0,688309.0,775941.0,274593.0,272986.0,360617.0
20,2045,1193,70,24,100,100,97,7691,443,478,2,26,76,0,7.0,34.0,120,20708,22055,129511,794747.0,796097.0,903553.0,316849.0,318200.0,425654.0
21,2046,1405,82,28,100,100,98,9054,522,562,2,25,74,0,8.200000000000001,35.0,140,23013,23115,133588,906791.0,906896.0,1017369.0,361261.0,361367.0,471838.0
22,2047,1641,96,32,100,100,100,10577,610,656,2,24,72,0,9.600000000000001,36.0,160,25425,24278,137420,1026324.0,1025180.0,1138322.0,408536.0,407392.0,520533.0
23,2048,1903,112,37,100,100,100,16351,944,1012,2,23,69,0,11.200000000000001,37.25,185,27941,25527,141922,1152667.0,1150255.0,1266650.0,458377.0,455965.0,572359.0
24,2049,2194,129,43,100,100,99,18853,1089,1166,2,22,66,0,12.9,38.75,215,30568,26774,146999,1287705.0,1283913.0,1404138.0,511418.0,507626.0,627850.0
25,2050,2507,147,49,100,100,100,21546,1245,1331,2,21,62,0,14.700000000000001,40.25,245,33223,28015,151771,1426452.0,1421245.0,1545001.0,565726.0,560520.0,684275.0
26,2051,2843,167,56,100,100,99,24434,1413,1509,2,20,59,0,16.7,42.0,280,38718,30673,162503,1718192.0,1710148.0,1841978.0,679476.0,671432.0,803262.0
27,2052,3204,188,63,100,100,99,27539,1593,1700,2,19,56,0,18.8,43.75,315,44422,33369,172873,2027115.0,2016063.0,2155566.0,799407.0,788355.0,927858.0
28,2053,3602,211,70,100,100,100,30961,1791,1911,2,19,56,0,21.1,45.5,350,50498,36222,182892,2366418.0,2352143.0,2498811.0,952534.0,938259.0,1084928.0
29,2054,4026,236,79,100,100,99,34606,2000,2138,2,18,52,0,23.6,47.75,395,56752,39219,195338,2722634.0,2705101.0,2861218.0,1142554.0,1125021.0,1281139.0
30,2055,4484,263,87,100,100,100,48172,2782,2978,1,17,51,0,26.3,49.75,435,66543,57978,259469,3108277.0,3099711.0,3301200.0,1384642.0,1376077.0,1577567.0
