,Year,L1,L2,L3,Utilization L1,Utilization L2,Utilization L3,Emission L1,Emission L2,Emission L3,EV/CP L1,EV/CP L2,EV/CP L3,Area L1,Area L2,Area L3,Jobs,DAC L1 case1,DAC L2 case1,DAC L3 case1,DAC L1 case2,DAC L2 case2,DAC L3 case2,DAC L1 case3,DAC L2 case3,DAC L3 case3
0,2025,1,1,1,0,0,0,0,0,0,0,0,0,0,0.1,28.25,5,800,6500,75000,800.03,6500.03,75000.03,800.0,6500.0,75000.0
1,2026,1,1,1,7,11,2,1,2,2,2,2,2,0,0.1,28.25,5,800,6500,75000,806.0,6506.0,75006.0,800.0,6500.0,75000.0
2,2027,1,1,1,59,88,13,9,13,11,15,15,15,0,0.1,28.25,5,800,6500,75000,884.0,6584.0,75084.0,810.0,6510.0,75010.0
3,2028,2,3,1,83,79,38,23,35,30,16,11,31,0,0.30000000000000004,28.25,5,831,6996,75000,1070.0,7235.0,75240.0,867.0,7031.0,75036.0
4,2029,4,6,1,96,85,96,54,75,77,16,11,63,0,0.6000000000000001,28.25,5,887,7675,75000,1423.0,8211.0,75538.0,978.0,7765.0,75091.0
5,2030,8,9,2,89,100,95,99,131,151,12,11,48,0,0.9,28.5,10,989,8295,77383,1974.0,9279.0,78369.0,1199.0,8504.0,77592.0
6,2031,12,15,4,96,96,77,160,210,246,11,9,32,0,1.5,29.0,20,1100,9639,82553,2767.0,11306.0,84221.0,1517.0,10055.0,82968.0
7,2032,19,23,5,96,98,98,252,330,390,11,9,39,0,2.3000000000000003,29.25,25,1282,11324,84983,3974.0,14016.0,87676.0,2047.0,12088.0,85746.0
8,2033,26,33,8,100,98,88,360,470,560,9,7,29,0,3.3000000000000003,30.0,40,1453,13303,91832,5296.0,17146.0,95676.0,2621.0,14470.0,92998.0
9,2034,36,44,10,98,98,96,486,631,760,8,6,27,0,4.4,30.5,50,1682,15349,96124,6792.0,20459.0,101235.0,3304.0,16969.0,97743.0
10,2035,47,57,13,99,100,98,644,833,1012,8,6,26,0,5.7,31.25,65,2037,28982,132423,8676.0,35620.0,139062.0,4222.0,31165.0,134605.0
11,2036,61,74,17,99,100,97,834,1078,1312,7,6,24,0,7.4,32.25,85,2321,31775,140005,10714.0,40167.0,148398.0,5163.0,34615.0,142844.0
12,2037,78,95,22,100,100,97,1076,1388,1694,7,6,23,0,9.5,33.5,110,2645,35017,148912,13325.0,45697.0,159592.0,6356.0,38727.0,152621.0
13,2038,99,121,27,100,100,100,1368,1763,2156,7,6,23,0,12.100000000000001,34.75,135,3021,38790,157283,16476.0,52245.0,170739.0,7793.0,43562.0,162054.0
14,2039,123,150,34,100,100,99,1695,2184,2673,6,5,21,0,15.0,36.5,170,3424,42745,168298,19893.0,59214.0,184767.0,9351.0,48672.0,174223.0
15,2040,153,186,42,100,100,100,2108,2712,3329,6,5,21,0,18.6,38.5,210,3898,47359,180129,24175.0,67636.0,200406.0,11287.0,54749.0,187516.0
16,2041,189,229,52,100,100,100,2608,3352,4123,6,5,21,0,22.900000000000002,41.0,260,4432,52539,194028,29242.0,77349.0,218838.0,13562.0,61670.0,203156.0
17,2042,231,281,64,100,100,99,3197,4111,5054,6,5,20,0,28.1,44.0,320,5018,58426,209703,35011.0,88419.0,239696.0,16136.0,69546.0,220820.0
18,2043,280,341,77,100,100,100,3877,4989,6122,6,5,19,0,34.1,47.25,385,5660,64810,225663,41412.0,100562.0,261415.0,18984.0,78136.0,238986.0
19,2044,336,410,92,100,100,100,4648,5998,7320,5,4,18,0,41.0,51.0,460,6350,71710,242971,48367.0,113728.0,284988.0,22071.0,87434.0,258691.0
20,2045,398,487,109,100,100,100,5513,7125,8668,5,4,17,0,48.7,55.25,545,7426,115131,353583,56146.0,163851.0,402302.0,25710.0,133417.0,371865.0
21,2046,469,573,128,100,100,100,6490,8396,10195,5,4,16,0,57.300000000000004,60.0,640,8198,122728,372948,64151.0,178680.0,428899.0,29244.0,143775.0,393992.0
22,2047,547,671,149,100,100,100,7582,9821,11895,5,4,16,0,67.10000000000001,65.25,745,8995,130864,393064,72640.0,194508.0,456707.0,32975.0,154845.0,417042.0
23,2048,635,778,173,100,100,100,8791,11398,13778,4,4,15,0,77.80000000000001,71.25,865,9841,139213,414671,81556.0,210927.0,486384.0,36897.0,166271.0,441726.0
24,2049,732,898,199,100,100,100,10136,13154,15871,4,4,15,0,89.80000000000001,77.75,995,10717,148013,436671,90954.0,228250.0,516906.0,41019.0,178318.0,466972.0
25,2050,836,1027,227,100,100,100,11584,15046,18123,4,3,14,0,102.7,84.75,1135,11600,156904,458938,100459.0,245763.0,547795.0,45189.0,190496.0,492526.0
26,2051,948,1165,257,100,100,100,13136,17071,20542,4,3,13,0,116.5,92.25,1285,13432,175241,504933,120096.0,281904.0,611594.0,53816.0,215627.0,545315.0
27,2052,1068,1314,290,100,100,100,14805,19251,23139,4,3,13,0,131.4,100.5,1450,15329,194370,553816,140476.0,319517.0,678961.0,62771.0,241815.0,601257.0
28,2053,1201,1477,326,100,100,100,16646,21642,26017,4,3,12,0,147.70000000000002,109.5,1630,17360,214589,605340,162302.0,359531.0,750280.0,72359.0,269591.0,660338.0
29,2054,1342,1650,365,100,100,100,18605,24171,29101,4,3,12,0,165.0,119.25,1825,19440,235322,659270,184681.0,400564.0,824509.0,82197.0,298082.0,722026.0
30,2055,1495,1836,406,100,100,100,20719,26898,32433,3,3,11,0,183.60000000000002,129.5,2030,22711,364545,987937,209111.0,550946.0,1174335.0,93559.0,435395.0,1058784.0
