,Year,L1,L2,L3,Utilization L1,Utilization L2,Utilization L3,Emission L1,Emission L2,Emission L3,EV/CP L1,EV/CP L2,EV/CP L3,Area L1,Area L2,Area L3,Jobs,DAC L1 case1,DAC L2 case1,DAC L3 case1,DAC L1 case2,DAC L2 case2,DAC L3 case2,DAC L1 case3,DAC L2 case3,DAC L3 case3
0,2025,1,1,1,0,0,0,0,0,0,0,0,0,0,0.1,28.25,5,800,6500,75000,800.03,6500.03,75000.03,800.0,6500.0,75000.0
1,2026,1,1,1,17,5,1,3,1,1,2,2,2,0,0.1,28.25,5,800,6500,75000,806.0,6506.0,75006.0,800.0,6500.0,75000.0
2,2027,2,1,1,69,38,6,19,6,5,8,15,15,0,0.1,28.25,5,834,6500,75000,917.0,6584.0,75084.0,843.0,6510.0,75010.0
3,2028,4,2,1,97,51,17,54,15,13,8,16,31,0,0.2,28.25,5,895,6748,75000,1134.0,6987.0,75240.0,930.0,6784.0,75036.0
4,2029,9,3,1,100,73,42,124,32,33,7,21,63,0,0.30000000000000004,28.25,5,1035,6975,75000,1571.0,7511.0,75538.0,1125.0,7066.0,75091.0
5,2030,17,4,1,98,96,81,230,56,65,6,24,95,0,0.4,28.25,5,1239,7182,75000,2223.0,8166.0,75987.0,1448.0,7392.0,75210.0
6,2031,27,7,2,100,88,66,372,90,106,5,19,64,0,0.7000000000000001,28.5,10,1515,7854,77585,3181.0,9521.0,79254.0,1931.0,8271.0,78002.0
7,2032,43,10,3,99,97,70,587,142,168,5,20,65,0,1.0,28.75,15,1930,8486,80015,4621.0,11178.0,82709.0,2695.0,9252.0,80780.0
8,2033,61,14,4,100,99,76,840,202,240,4,17,57,0,1.4000000000000001,29.0,20,2369,9278,82298,6210.0,13121.0,86143.0,3537.0,10447.0,83466.0
9,2034,82,19,5,100,98,82,1133,271,326,4,14,53,0,1.9000000000000001,29.25,25,2850,10208,84444,7958.0,15318.0,89556.0,4471.0,11830.0,86065.0
10,2035,109,25,6,100,98,91,1502,357,434,4,14,56,0,2.5,29.5,30,3722,16500,96544,10358.0,23139.0,103184.0,5906.0,18685.0,98728.0
11,2036,141,32,8,100,99,88,1946,462,563,3,13,50,0,3.2,30.0,40,4369,17650,100335,12760.0,26044.0,108729.0,7210.0,20492.0,103176.0
12,2037,181,41,10,100,99,91,2509,595,726,3,13,51,0,4.1000000000000005,30.5,50,5130,19040,103898,15808.0,29721.0,114579.0,8840.0,22752.0,107609.0
13,2038,231,52,12,100,100,97,3190,756,924,3,12,51,0,5.2,31.0,60,6023,20637,107247,19477.0,34093.0,120703.0,10795.0,25410.0,112019.0
14,2039,286,64,15,100,100,96,3954,936,1146,3,11,46,0,6.4,31.75,75,6947,22274,111968,23414.0,38743.0,128437.0,12873.0,28202.0,117894.0
15,2040,355,80,18,100,100,100,4918,1162,1427,3,11,48,0,8.0,32.5,90,8036,24325,116405,28311.0,44602.0,136682.0,15425.0,31716.0,123793.0
16,2041,439,99,23,100,100,97,6085,1437,1767,3,11,46,0,9.9,33.75,115,9282,26614,123355,34090.0,51424.0,148165.0,18412.0,35746.0,132484.0
17,2042,539,121,28,100,100,97,7460,1762,2166,3,11,45,0,12.100000000000001,35.0,140,10676,29105,129887,40667.0,59098.0,159880.0,21794.0,40225.0,141004.0
18,2043,653,146,33,100,100,100,9045,2138,2624,3,10,44,0,14.600000000000001,36.25,165,12169,31765,136026,47919.0,67517.0,171778.0,25493.0,45091.0,149349.0
19,2044,783,176,40,100,100,99,10845,2571,3137,3,10,41,0,17.6,38.0,200,13769,34765,144103,55785.0,76783.0,186120.0,29491.0,50489.0,159823.0
20,2045,928,209,47,100,100,99,12863,3054,3715,2,9,39,0,20.900000000000002,39.75,235,16285,53374,189649,65004.0,102095.0,238369.0,34570.0,71661.0,207932.0
21,2046,1093,246,55,100,100,100,15143,3599,4370,2,9,38,0,24.6,41.75,275,18079,56643,197803,74030.0,112596.0,253755.0,39126.0,77691.0,218847.0
22,2047,1277,288,64,100,100,100,17691,4209,5098,2,8,36,0,28.8,44.0,320,19960,60130,206425,83602.0,123775.0,270068.0,43940.0,84112.0,230402.0
23,2048,1480,334,74,100,100,100,20511,4885,5905,2,8,35,0,33.4,46.5,370,21910,63720,215428,93622.0,135435.0,287141.0,48966.0,90778.0,242482.0
24,2049,1706,385,86,100,100,99,23649,5638,6802,2,8,33,0,38.5,49.5,430,23950,67460,225582,104185.0,147698.0,305817.0,54253.0,97765.0,255882.0
25,2050,1950,441,98,100,100,100,27028,6449,7767,2,7,31,0,44.1,52.5,490,26020,71320,235125,114878.0,160180.0,323983.0,59611.0,104912.0,268713.0
26,2051,2211,500,111,100,100,100,30650,7316,8804,2,7,30,0,50.0,55.75,555,30289,79160,255056,136951.0,185824.0,361719.0,70674.0,119546.0,295439.0
27,2052,2492,564,125,100,100,100,34545,8251,9917,2,7,28,0,56.400000000000006,59.25,625,34729,87377,275795,159875.0,212525.0,400941.0,82173.0,134822.0,323237.0
28,2053,2802,633,140,100,100,100,38839,9275,11150,2,7,28,0,63.300000000000004,63.0,700,39462,95936,297264,184403.0,240879.0,442204.0,94464.0,150939.0,352263.0
29,2054,3132,707,157,100,100,100,43410,10359,12472,2,6,27,0,70.7,67.25,785,44330,104805,320772,209570.0,270047.0,486011.0,107090.0,167566.0,383529.0
30,2055,3488,787,174,100,100,100,48343,11528,13900,2,6,26,0,78.7,71.5,870,51941,160385,457049,238340.0,346786.0,643447.0,122791.0,231237.0,527897.0
