,Year,L1,L2,L3,Utilization L1,Utilization L2,Utilization L3,Emission L1,Emission L2,Emission L3,EV/CP L1,EV/CP L2,EV/CP L3,Area L1,Area L2,Area L3,Jobs,DAC L1 case1,DAC L2 case1,DAC L3 case1,DAC L1 case2,DAC L2 case2,DAC L3 case2,DAC L1 case3,DAC L2 case3,DAC L3 case3
0,2025,1,1,1,0,0,0,0,0,0,0,0,0,0,0.1,28.25,5,800,6500,75000,800.0,6500.0,75000.0,800.0,6500.0,75000.0
1,2026,1,1,1,12,8,2,13,9,6,2,2,2,0,0.1,28.25,5,800,6500,75000,1085.0,6785.0,75285.0,907.0,6607.0,75107.0
2,2027,1,1,1,98,63,14,19,12,9,15,15,15,0,0.1,28.25,5,800,6500,75000,2869.0,8569.0,77069.0,1581.0,7281.0,75781.0
3,2028,3,2,1,92,85,41,36,22,17,11,16,31,0,0.2,28.25,5,861,6748,75000,6286.0,12173.0,80425.0,2911.0,8797.0,77050.0
4,2029,7,4,2,92,91,52,55,31,29,9,16,32,0,0.4,28.5,10,973,7201,77609,12674.0,18902.0,89310.0,5400.0,11626.0,82036.0
5,2030,12,7,3,99,91,68,77,41,42,8,14,32,0,0.7000000000000001,28.75,15,1101,7821,79992,21506.0,28226.0,100397.0,8827.0,15545.0,87718.0
6,2031,20,11,4,96,93,83,124,65,68,7,12,32,0,1.1,29.0,20,1322,8717,82577,34451.0,41847.0,115706.0,13878.0,21271.0,95133.0
7,2032,31,17,6,98,95,88,195,103,108,7,12,33,0,1.7000000000000002,29.5,30,1608,9981,87436,53043.0,61417.0,138871.0,21124.0,29495.0,106952.0
8,2033,44,23,8,99,100,94,279,146,155,6,10,29,0,2.3000000000000003,30.0,40,1925,11169,92002,73668.0,82913.0,163745.0,29165.0,38407.0,119243.0
9,2034,59,31,11,99,100,93,377,196,210,5,9,24,0,3.1,30.75,55,2269,12657,98439,96166.0,106556.0,192337.0,37938.0,48324.0,134110.0
