,Year,L1,L2,L3,Utilization L1,Utilization L2,Utilization L3,Emission L1,Emission L2,Emission L3,EV/CP L1,EV/CP L2,EV/CP L3,Area L1,Area L2,Area L3,Jobs,DAC L1 case1,DAC L2 case1,DAC L3 case1,DAC L1 case2,DAC L2 case2,DAC L3 case2,DAC L1 case3,DAC L2 case3,DAC L3 case3
0,2025,1,1,1,0,0,0,0,0,0,0,0,0,0,0.1,28.25,5,800,6500,75000,800.03,6500.03,75000.03,800.0,6500.0,75000.0
1,2026,1,1,1,21,2,1,3,1,1,2,2,2,0,0.1,28.25,5,800,6500,75000,806.0,6506.0,75006.0,800.0,6500.0,75000.0
2,2027,2,1,1,88,13,2,25,2,2,8,15,15,0,0.1,28.25,5,834,6500,75000,917.0,6584.0,75084.0,843.0,6510.0,75010.0
3,2028,5,1,1,100,34,6,69,5,5,7,31,31,0,0.1,28.25,5,926,6500,75000,1164.0,6740.0,75240.0,961.0,6536.0,75036.0
4,2029,12,1,1,96,73,14,160,11,11,6,63,63,0,0.1,28.25,5,1121,6500,75000,1656.0,7038.0,75538.0,1211.0,6591.0,75091.0
5,2030,22,2,1,97,64,27,296,19,22,5,48,95,0,0.2,28.25,5,1376,6707,75000,2359.0,7693.0,75987.0,1584.0,6917.0,75210.0
6,2031,35,3,1,99,68,44,478,30,36,4,43,127,0,0.30000000000000004,28.25,5,1735,6931,75000,3400.0,8600.0,76670.0,2150.0,7348.0,75417.0
7,2032,55,4,1,99,81,70,755,48,56,4,49,193,0,0.4,28.25,5,2254,7142,75000,4944.0,9836.0,77696.0,3017.0,7908.0,75766.0
8,2033,78,5,2,100,92,51,1080,68,80,3,46,114,0,0.5,28.5,10,2815,7340,77283,6655.0,11185.0,81130.0,3981.0,8509.0,78452.0
9,2034,106,7,2,100,88,68,1457,91,109,3,38,132,0,0.7000000000000001,28.5,10,3456,7712,77283,8563.0,12824.0,82397.0,5075.0,9335.0,78906.0
10,2035,140,9,2,100,91,91,1932,119,145,3,37,166,0,0.9,28.5,10,4554,9810,77283,11189.0,16450.0,83926.0,6736.0,11996.0,79470.0
11,2036,181,11,3,100,96,79,2502,154,188,3,37,133,0,1.1,28.75,15,5383,10139,79179,13773.0,18533.0,87576.0,8222.0,12982.0,82023.0
12,2037,233,14,4,100,97,76,3226,199,242,3,37,127,0,1.4000000000000001,29.0,20,6372,10603,80961,17049.0,21284.0,91645.0,10080.0,14315.0,84675.0
13,2038,296,18,4,100,96,97,4102,252,308,3,34,153,0,1.8,29.0,20,7498,11184,80961,20950.0,24640.0,94421.0,12267.0,15957.0,85737.0
14,2039,367,22,5,100,97,96,5084,312,382,2,32,137,0,2.2,29.25,25,8690,11730,82535,25156.0,28199.0,99008.0,14614.0,17658.0,88466.0
15,2040,457,27,6,100,98,100,6322,388,476,2,32,144,0,2.7,29.5,30,10110,12371,84014,30384.0,32648.0,104295.0,17497.0,19762.0,91408.0
16,2041,565,33,8,100,100,93,7823,479,589,2,32,131,0,3.3000000000000003,30.0,40,11712,13094,86794,36519.0,37904.0,111608.0,20839.0,22226.0,95929.0
17,2042,692,41,10,100,98,91,9591,588,722,2,31,124,0,4.1000000000000005,30.5,50,13482,14000,89407,43472.0,43993.0,119404.0,24597.0,25120.0,100530.0
18,2043,839,49,11,100,100,100,11630,713,875,2,30,130,0,4.9,30.75,55,15407,14852,90635,51156.0,50604.0,126391.0,28728.0,28178.0,103964.0
19,2044,1006,59,14,100,100,94,13943,857,1046,2,28,116,0,5.9,31.5,70,17463,15852,94097,59477.0,57870.0,136118.0,33181.0,31576.0,109823.0
20,2045,1193,70,16,100,100,97,16538,1018,1239,2,26,114,0,7.0,32.0,80,20708,22055,107111,69425.0,70776.0,155834.0,38989.0,40342.0,125399.0
21,2046,1405,82,19,100,100,96,19470,1200,1457,2,25,108,0,8.200000000000001,32.75,95,23013,23115,110169,78962.0,79069.0,166124.0,44056.0,44164.0,131218.0
22,2047,1641,96,22,100,100,97,22745,1403,1700,2,24,104,0,9.600000000000001,33.5,110,25425,24278,113043,89066.0,87923.0,176690.0,49402.0,48261.0,137026.0
23,2048,1903,112,25,100,100,99,26371,1629,1969,2,23,102,0,11.200000000000001,34.25,125,27941,25527,115744,99653.0,97242.0,187461.0,54995.0,52586.0,142804.0
24,2049,2194,129,29,100,100,98,30406,1880,2268,2,22,98,0,12.9,35.25,145,30568,26774,119129,110802.0,107011.0,199368.0,60868.0,57080.0,149435.0
25,2050,2507,147,33,100,100,99,34750,2150,2589,2,21,92,0,14.700000000000001,36.25,165,33223,28015,122310,122080.0,116874.0,211172.0,66811.0,61608.0,155904.0
26,2051,2843,167,37,100,100,100,39408,2439,2935,2,20,88,0,16.7,37.25,185,38718,30673,128443,145380.0,137336.0,235110.0,79101.0,71060.0,168832.0
27,2052,3204,188,42,100,100,99,44415,2751,3306,2,19,84,0,18.8,38.5,210,44422,33369,135850,169568.0,158516.0,261001.0,91864.0,80815.0,183298.0
28,2053,3602,211,47,100,100,99,49936,3092,3717,2,19,82,0,21.1,39.75,235,50498,36222,143007,195439.0,181164.0,287952.0,105498.0,91226.0,198012.0
29,2054,4026,236,53,100,100,99,55813,3453,4158,2,18,78,0,23.6,41.25,265,56752,39219,151304,221993.0,204460.0,316549.0,119510.0,101980.0,214067.0
30,2055,4484,263,58,100,100,100,62155,3843,4634,1,17,77,0,26.3,42.5,290,66543,57978,191386,252943.0,244378.0,377790.0,137392.0,128829.0,262240.0
