,Year,L1,L2,L3,Utilization L1,Utilization L2,Utilization L3,Emission L1,Emission L2,Emission L3,EV/CP L1,EV/CP L2,EV/CP L3,Area L1,Area L2,Area L3,Jobs,DAC L1 case1,DAC L2 case1,DAC L3 case1,DAC L1 case2,DAC L2 case2,DAC L3 case2,DAC L1 case3,DAC L2 case3,DAC L3 case3
0,2025,1,1,1,0,0,0,0,0,0,0,0,0,0,0.1,28.25,5,800,6500,75000,800.0,6500.0,75000.0,800.0,6500.0,75000.0
1,2026,1,1,1,19,4,1,21,4,3,2,2,2,0,0.1,28.25,5,800,6500,75000,1085.0,6785.0,75285.0,907.0,6607.0,75107.0
2,2027,2,1,1,79,25,6,31,5,4,8,15,15,0,0.1,28.25,5,834,6500,75000,2903.0,8569.0,77069.0,1614.0,7281.0,75781.0
3,2028,5,1,1,89,68,17,57,9,7,7,31,31,0,0.1,28.25,5,926,6500,75000,6351.0,11925.0,80425.0,2974.0,8550.0,77050.0
4,2029,11,2,1,93,73,42,88,13,12,6,32,63,0,0.2,28.25,5,1093,6727,75000,12795.0,18428.0,86702.0,5518.0,11153.0,79427.0
5,2030,19,3,1,100,85,81,123,17,17,5,32,95,0,0.30000000000000004,28.25,5,1297,6934,75000,21703.0,27339.0,95407.0,9021.0,14659.0,82727.0
6,2031,31,5,2,99,82,66,198,26,28,5,26,64,0,0.5,28.5,10,1628,7382,77585,34758.0,40512.0,110716.0,14182.0,19937.0,90142.0
7,2032,49,7,3,99,92,70,312,41,43,4,28,65,0,0.7000000000000001,28.75,15,2095,7804,80015,53532.0,59240.0,131452.0,21610.0,27319.0,99532.0
8,2033,70,10,4,99,92,76,447,59,62,4,23,57,0,1.0,29.0,20,2607,8398,82298,74352.0,80142.0,154043.0,29846.0,35637.0,109540.0
9,2034,94,13,5,100,95,82,603,79,84,3,21,53,0,1.3,29.25,25,3157,8956,84444,97056.0,102855.0,178344.0,38825.0,44625.0,120115.0
10,2035,124,17,6,100,96,91,799,104,112,3,20,56,0,1.7000000000000002,29.5,30,4125,13151,96544,124299.0,133324.0,216718.0,49792.0,58819.0,142214.0
11,2036,161,22,8,100,96,88,1035,134,145,3,19,50,0,2.2,30.0,40,4874,13973,100335,154899.0,163998.0,250361.0,61908.0,71008.0,157373.0
12,2037,207,28,10,100,97,91,1334,173,187,3,19,51,0,2.8000000000000003,30.5,50,5749,14900,103898,193683.0,202834.0,291833.0,77232.0,86384.0,175386.0
13,2038,263,35,12,100,99,97,1696,219,238,3,18,51,0,3.5,31.0,60,6750,15916,107247,239589.0,248756.0,340087.0,95360.0,104528.0,195863.0
14,2039,326,43,15,100,100,96,2102,271,295,3,16,46,0,4.3,31.75,75,7808,17007,111968,288878.0,298078.0,393039.0,114820.0,124022.0,218986.0
15,2040,406,53,18,100,100,100,2614,337,367,3,17,48,0,5.300000000000001,32.5,90,9070,18289,116405,349929.0,359148.0,457264.0,138947.0,148169.0,246287.0
16,2041,502,66,23,100,100,97,3234,417,455,3,16,46,0,6.6000000000000005,33.75,115,10494,19855,123355,421416.0,430778.0,534277.0,167206.0,176571.0,280072.0
17,2042,615,81,28,100,99,97,3965,511,557,3,16,45,0,8.1,35.0,140,12069,21554,129887,502289.0,511775.0,620107.0,199198.0,208687.0,317021.0
18,2043,746,98,33,100,100,100,4807,620,675,2,15,44,0,9.8,36.25,165,13785,23363,136026,591436.0,601015.0,713677.0,234492.0,244074.0,356737.0
19,2044,894,117,40,100,100,99,5764,745,807,2,14,41,0,11.700000000000001,38.0,200,15607,25263,144103,688062.0,697720.0,816558.0,272735.0,282395.0,401235.0
20,2045,1061,139,47,100,100,99,6836,885,955,2,14,39,0,13.9,39.75,235,18505,37669,189649,792545.0,811711.0,963689.0,314644.0,333812.0,485792.0
21,2046,1249,164,55,100,100,100,8048,1043,1123,2,13,38,0,16.400000000000002,41.75,275,20549,39878,197803,904328.0,923659.0,1081582.0,358795.0,378127.0,536052.0
22,2047,1459,192,64,100,100,100,9402,1219,1311,2,12,36,0,19.200000000000003,44.0,320,22695,42203,206425,1023595.0,1043105.0,1207325.0,405804.0,425315.0,589536.0
23,2048,1691,223,74,100,100,100,14534,1887,2024,2,12,35,0,22.3,46.5,370,24923,44622,215428,1149649.0,1169350.0,1340154.0,455357.0,475059.0,645864.0
24,2049,1950,257,86,100,100,99,16758,2177,2331,2,11,33,0,25.700000000000003,49.5,430,27261,47116,225582,1284398.0,1304255.0,1482719.0,508109.0,527967.0,706432.0
25,2050,2229,294,98,100,100,100,19152,2490,2662,2,11,31,0,29.400000000000002,52.5,490,29628,49667,235125,1422856.0,1442897.0,1628354.0,562129.0,582170.0,767628.0
26,2051,2527,333,111,100,100,100,21719,2825,3018,2,10,30,0,33.300000000000004,55.75,555,34502,54850,255056,1713975.0,1734324.0,1934530.0,675257.0,695607.0,895814.0
27,2052,2848,376,125,100,100,100,24479,3186,3399,2,10,28,0,37.6,59.25,625,39574,60371,275795,2022266.0,2043063.0,2258487.0,794556.0,815354.0,1030779.0
28,2053,3202,422,140,100,100,100,27521,3582,3822,2,10,28,0,42.2,63.0,700,44979,66077,297264,2360897.0,2381995.0,2613182.0,947011.0,968111.0,1199298.0
29,2054,3579,472,157,100,100,100,30761,4000,4275,2,9,27,0,47.2,67.25,785,50540,72070,320772,2716419.0,2737949.0,2986651.0,1136338.0,1157869.0,1406572.0
30,2055,3986,525,174,100,100,100,42820,5564,5955,2,9,26,0,52.5,71.5,870,59241,108892,457049,3100971.0,3150623.0,3498780.0,1377336.0,1426988.0,1775146.0
