,Year,L1,L2,L3,Utilization L1,Utilization L2,Utilization L3,Emission L1,Emission L2,Emission L3,EV/CP L1,EV/CP L2,EV/CP L3,Area L1,Area L2,Area L3,Jobs,DAC L1 case1,DAC L2 case1,DAC L3 case1,DAC L1 case2,DAC L2 case2,DAC L3 case2,DAC L1 case3,DAC L2 case3,DAC L3 case3
0,2025,1,1,1,0,0,0,0,0,0,0,0,0,0,0.1,28.25,5,800,6500,75000,800.03,6500.03,75000.03,800.0,6500.0,75000.0
1,2026,1,1,1,12,8,1,2,2,1,2,2,2,0,0.1,28.25,5,800,6500,75000,806.0,6506.0,75006.0,800.0,6500.0,75000.0
2,2027,1,1,1,98,63,9,14,10,8,15,15,15,0,0.1,28.25,5,800,6500,75000,884.0,6584.0,75084.0,810.0,6510.0,75010.0
3,2028,3,2,1,92,85,27,39,25,22,11,16,31,0,0.2,28.25,5,861,6748,75000,1101.0,6987.0,75240.0,897.0,6784.0,75036.0
4,2029,7,4,1,92,91,69,89,53,55,9,16,63,0,0.4,28.25,5,973,7201,75000,1510.0,7737.0,75538.0,1064.0,7292.0,75091.0
5,2030,12,7,2,99,91,68,165,94,108,8,14,48,0,0.7000000000000001,28.5,10,1101,7821,77383,2086.0,8805.0,78369.0,1310.0,8031.0,77592.0
6,2031,20,11,3,96,93,74,266,150,176,7,12,43,0,1.1,28.75,15,1322,8717,79968,2989.0,10384.0,81636.0,1738.0,9134.0,80384.0
7,2032,31,17,4,98,95,88,419,236,279,7,12,49,0,1.7000000000000002,29.0,20,1608,9981,82398,4300.0,12673.0,85091.0,2372.0,10746.0,83162.0
8,2033,44,23,6,99,100,84,600,336,400,6,10,38,0,2.3000000000000003,29.5,30,1925,11169,86964,5768.0,15011.0,90808.0,3092.0,12337.0,88131.0
9,2034,59,31,7,99,100,98,810,451,543,5,9,38,0,3.1,29.75,35,2269,12657,89110,7379.0,17766.0,94221.0,3889.0,14278.0,90730.0
10,2035,78,41,10,100,99,91,1073,595,723,5,9,34,0,4.1000000000000005,30.5,50,2883,23144,125409,9521.0,29781.0,132048.0,5066.0,25328.0,127592.0
11,2036,101,53,12,100,100,98,1390,770,937,4,8,34,0,5.300000000000001,31.0,60,3348,25116,129200,11741.0,33507.0,137593.0,6189.0,27957.0,132040.0
12,2037,130,68,16,100,100,95,1792,991,1210,4,8,32,0,6.800000000000001,32.0,80,3900,27432,136326,14580.0,38110.0,147006.0,7610.0,31143.0,140035.0
13,2038,165,86,20,100,100,97,2279,1259,1540,4,8,31,0,8.6,33.0,100,4526,30044,143023,17981.0,43498.0,156479.0,9297.0,34817.0,147794.0
14,2039,204,107,24,100,100,100,2825,1560,1909,4,7,29,0,10.700000000000001,34.0,120,5181,32908,149317,21649.0,49376.0,165787.0,11107.0,38836.0,155243.0
15,2040,254,133,30,100,100,100,3513,1937,2378,4,7,29,0,13.3,35.5,150,5970,36241,158190,26246.0,56516.0,178468.0,13359.0,43631.0,165579.0
16,2041,314,164,37,100,100,100,4347,2395,2945,4,7,29,0,16.400000000000002,37.25,185,6860,39976,167919,31669.0,64784.0,192730.0,15990.0,49106.0,177049.0
17,2042,385,201,46,100,100,99,5329,2936,3610,4,7,27,0,20.1,39.5,230,7850,44165,179676,37842.0,74156.0,209669.0,18968.0,55283.0,190794.0
18,2043,467,244,55,100,100,100,6461,3564,4373,4,6,26,0,24.400000000000002,41.75,275,8924,48741,190726,44675.0,84491.0,226477.0,22248.0,62064.0,204049.0
19,2044,559,293,66,100,100,100,7746,4284,5229,3,6,25,0,29.3,44.5,330,10057,53641,203419,52073.0,95657.0,245435.0,25778.0,69362.0,219139.0
20,2045,663,348,78,100,100,100,9188,5090,6192,3,6,24,0,34.800000000000004,47.5,390,11862,84656,281498,60581.0,133375.0,330217.0,30145.0,102939.0,299780.0
21,2046,781,410,92,100,100,100,10817,5998,7282,3,5,23,0,41.0,51.0,460,13145,90133,295767,69097.0,146084.0,351718.0,34190.0,111177.0,316811.0
22,2047,912,479,107,100,100,100,12637,7015,8497,3,5,22,0,47.900000000000006,54.75,535,14484,95862,310136,78128.0,159504.0,373779.0,38463.0,119840.0,334114.0
23,2048,1057,556,124,100,100,100,14651,8141,9842,3,5,21,0,55.6,59.0,620,15877,101870,325441,87591.0,173582.0,397154.0,42932.0,128925.0,352496.0
24,2049,1219,642,142,100,100,100,16893,9396,11337,3,5,20,0,64.2,63.5,710,17340,108177,340672,97576.0,188411.0,420907.0,47641.0,138478.0,370973.0
25,2050,1393,734,162,100,100,100,19306,10747,12945,3,5,19,0,73.4,68.5,810,18816,114518,356577,107675.0,203374.0,445434.0,52405.0,148106.0,390165.0
26,2051,1580,833,184,100,100,100,21893,12194,14673,3,4,18,0,83.30000000000001,74.0,920,21875,127673,390307,128538.0,234333.0,496968.0,62258.0,168055.0,430689.0
27,2052,1780,939,207,100,100,100,24675,13751,16528,2,4,17,0,93.9,79.75,1035,25036,141282,424377,150182.0,266425.0,549522.0,72477.0,188723.0,471818.0
28,2053,2002,1055,233,100,100,100,27742,15459,18584,2,4,17,0,105.5,86.25,1165,28426,155671,461589,173366.0,300609.0,606529.0,83424.0,210669.0,516587.0
29,2054,2237,1179,261,100,100,100,31008,17265,20787,2,4,16,0,117.9,93.25,1305,31893,170532,500308,197132.0,335769.0,665547.0,94648.0,233288.0,563064.0
30,2055,2491,1312,290,100,100,100,34531,19213,23166,2,4,16,0,131.20000000000002,100.5,1450,37323,262933,732780,223721.0,449329.0,919178.0,108169.0,333780.0,803627.0
