,Import Power [kW],Export Power [kW],Load Power [kW],Tariff Energy Period [-],Tariff Power Period [-],Temperature [C],PV Power [kW],Battery Charging Power [kW],Battery Discharging Power [kW],Battery Aggregate SOC [-],Tariff Energy [$/kWh],PV/Import Power (%),Battery Utilization Rate (%),Grid Utilization rate (%)
0,972.5556,0.0,1788.5556,0,0,17.166350913607847,0.0,0.0,816.0,0.8,0.15,56,2,41
1,960.13507,0.0,1776.1351,0,0,17.20786294343281,0.0,0.0,816.0,0.79716111,0.15,56,2,41
2,947.71455,0.0,1763.7145,0,0,17.249374973257776,0.0,0.0,816.0,0.79432224,0.15,56,2,41
3,935.29402,0.0,1751.294,0,0,17.290887003082744,0.0,0.0,816.0,0.79148339,0.15,56,2,41
4,922.8735,0.0,1738.8735,0,0,17.33239903290771,0.0,0.0,816.0,0.78864456,0.15,56,2,41
5,910.45297,0.0,1726.453,0,0,17.373911062732674,0.0,0.0,816.0,0.78580575,0.15,56,2,41
6,898.03245,0.0,1714.0324,0,0,17.41542309255764,0.0,0.0,816.0,0.78296696,0.15,56,2,41
7,885.61193,0.0,1701.6119,0,0,17.456935122382603,0.0,0.0,816.0,0.78012819,0.15,56,2,41
8,873.1914,0.0,1689.1914,0,0,17.498447152207568,0.0,0.0,816.0,0.77728944,0.15,56,2,41
9,1157.6871,0.0,1676.7709,0,0,17.539959182032533,0.0,0.0,519.08381,0.77445071,0.15,56,2,41
10,1664.3503,0.0,1664.3503,0,0,17.5814712118575,0.0,0.0,0.0,0.77264296,0.15,56,2,41
11,1651.9298,0.0,1651.9298,0,0,17.622983241682466,0.0,0.0,0.0,0.77263759,0.15,56,2,41
12,1639.5093,0.0,1639.5093,0,0,17.66449527150743,0.0,0.0,0.0,0.77263223,0.15,56,2,41
13,1577.4067,0.0,1577.4067,0,0,17.687908628511504,0.0,0.0,0.0,0.77262686,0.15,56,2,41
14,1515.304,0.0,1515.304,0,0,17.711321985515582,0.0,0.0,0.0,0.7726215,0.15,56,2,41
15,1453.2014,0.0,1453.2014,0,0,17.734735342519656,0.0,0.0,0.0,0.77261613,0.15,56,2,41
16,1391.0988,0.0,1391.0988,0,0,17.758148699523733,0.0,0.0,0.0,0.77261076,0.15,56,2,41
17,1328.9962,0.0,1328.9962,0,0,17.781562056527807,0.0,0.0,0.0,0.7726054,0.15,56,2,41
18,1266.8936,0.0,1266.8935,0,0,17.804975413531885,0.0,0.0,0.0,0.77260003,0.15,56,2,41
19,1204.7909,0.0,1204.7909,0,0,17.82838877053596,0.0,0.0,0.0,0.77259467,0.15,56,2,41
20,1142.6883,0.0,1142.6883,0,0,17.851802127540033,0.0,0.0,0.0,0.7725893,0.15,56,2,41
21,1080.5857,0.0,1080.5857,0,0,17.87521548454411,0.0,0.0,0.0,0.77258394,0.15,56,2,41
22,1018.483,0.0,1018.483,0,0,17.898628841548184,0.0,0.0,0.0,0.77257857,0.15,56,2,41
23,956.38042,0.0,956.38042,0,0,17.922042198552262,0.0,0.0,0.0,0.77257321,0.15,56,2,41
24,894.2778,0.0,894.2778,0,0,17.945455555556336,0.0,0.0,0.0,0.77256784,0.15,56,2,41
25,857.01622,0.0,857.01622,0,0,17.948861807655422,0.0,0.0,0.0,0.77256248,0.15,56,2,41
26,819.75465,0.0,819.75465,0,0,17.952268059754505,0.0,0.0,0.0,0.77255711,0.15,56,2,41
27,782.49307,0.0,782.49307,0,0,17.955674311853592,0.0,0.0,0.0,0.77255175,0.15,56,2,41
28,745.2315,0.0,745.2315,0,0,17.959080563952675,0.0,0.0,0.0,0.77254638,0.15,56,2,41
29,707.96992,0.0,707.96992,0,0,17.96248681605176,0.0,0.0,0.0,0.77254102,0.15,56,2,41
30,670.70835,0.0,670.70835,0,0,17.965893068150848,0.0,0.0,0.0,0.77253565,0.15,56,2,41
31,633.44678,0.0,633.44677,0,0,17.96929932024993,0.0,0.0,0.0,0.77253029,0.15,56,2,41
32,596.1852,0.0,596.1852,0,0,17.972705572349017,0.0,0.0,0.0,0.77252492,0.15,56,2,41
33,558.92362,0.0,558.92362,0,0,17.9761118244481,0.0,0.0,0.0,0.77251956,0.15,56,2,41
34,521.66205,0.0,521.66205,0,0,17.979518076547187,0.0,0.0,0.0,0.77251419,0.15,56,2,41
35,484.40047,0.0,484.40047,0,0,17.98292432864627,0.0,0.0,0.0,0.77250883,0.15,56,2,41
36,447.1389,0.0,447.1389,0,0,17.986330580745356,0.0,0.0,0.0,0.77250346,0.15,56,2,41
37,409.87732,0.0,409.87732,0,0,17.969452082971625,0.0,0.0,0.0,0.7724981,0.15,56,2,41
38,372.61575,0.0,372.61575,0,0,17.952573585197893,0.0,0.0,0.0,0.77249274,0.15,56,2,41
39,335.35417,0.0,335.35417,0,0,17.93569508742416,0.0,0.0,0.0,0.77248737,0.15,56,2,41
40,298.0926,0.0,298.0926,0,0,17.91881658965043,0.0,0.0,0.0,0.77248201,0.15,56,2,41
41,260.83103,0.0,260.83102,0,0,17.901938091876698,0.0,0.0,0.0,0.77247664,0.15,56,2,41
42,223.56945,0.0,223.56945,0,0,17.88505959410297,0.0,0.0,0.0,0.77247128,0.15,56,2,41
43,186.30787,0.0,186.30787,0,0,17.868181096329238,0.0,0.0,0.0,0.77246591,0.15,56,2,41
44,149.0463,0.0,149.0463,0,0,17.851302598555506,0.0,0.0,0.0,0.77246055,0.15,56,2,41
