,Import Power [kW],Export Power [kW],Load Power [kW],Tariff Energy Period [-],Tariff Power Period [-],Temperature [C],PV Power [kW],Battery Charging Power [kW],Battery Discharging Power [kW],Battery Aggregate SOC [-],Tariff Energy [$/kWh],PV/Import Power (%),Battery Utilization Rate (%),Grid Utilization rate (%)
0,5066.6472,0.0,5066.6472,0,0,17.166350913607847,0.0,0.0,0.0,0.8,0.15,41,1,58
1,5031.4621,0.0,5031.4621,0,0,17.20786294343281,0.0,0.0,0.0,0.79999444,0.15,41,1,58
2,4996.2771,0.0,4996.2771,0,0,17.249374973257776,0.0,0.0,0.0,0.79998889,0.15,41,1,58
3,4961.0921,0.0,4961.0921,0,0,17.290887003082744,0.0,0.0,0.0,0.79998333,0.15,41,1,58
4,4925.907,0.0,4925.907,0,0,17.33239903290771,0.0,0.0,0.0,0.79997778,0.15,41,1,58
5,4890.722,0.0,4890.722,0,0,17.373911062732674,0.0,0.0,0.0,0.79997222,0.15,41,1,58
6,4855.5369,0.0,4855.5369,0,0,17.41542309255764,0.0,0.0,0.0,0.79996667,0.15,41,1,58
7,4820.3519,0.0,4820.3519,0,0,17.456935122382603,0.0,0.0,0.0,0.79996111,0.15,41,1,58
8,4785.1668,0.0,4785.1668,0,0,17.498447152207568,0.0,0.0,0.0,0.79995556,0.15,41,1,58
9,4749.9817,0.0,4749.9817,0,0,17.539959182032533,0.0,0.0,0.0,0.79995,0.15,41,1,58
10,4714.7967,0.0,4714.7967,0,0,17.5814712118575,0.0,0.0,0.0,0.79994445,0.15,41,1,58
11,4679.6117,0.0,4679.6117,0,0,17.622983241682466,0.0,0.0,0.0,0.79993889,0.15,41,1,58
12,4644.4266,0.0,4644.4266,0,0,17.66449527150743,0.0,0.0,0.0,0.79993334,0.15,41,1,58
13,4468.5013,0.0,4468.5014,0,0,17.687908628511504,0.0,0.0,0.0,0.79992778,0.15,41,1,58
14,4292.5761,0.0,4292.5761,0,0,17.711321985515582,0.0,0.0,0.0,0.79992223,0.15,41,1,58
15,4116.6508,0.0,4116.6508,0,0,17.734735342519656,0.0,0.0,0.0,0.79991667,0.15,41,1,58
