,Import Power [kW],Export Power [kW],Load Power [kW],Tariff Energy Period [-],Tariff Power Period [-],Temperature [C],PV Power [kW],Battery Charging Power [kW],Battery Discharging Power [kW],Battery Aggregate SOC [-],Tariff Energy [$/kWh],PV/Import Power (%),Battery Utilization Rate (%),Grid Utilization rate (%)
0,7285.1628,0.0,7285.1628,0,0,17.166350913607847,0.0,0.0,0.0,0.8,0.15,42,1,58
1,7234.5714,0.0,7234.5714,0,0,17.20786294343281,2.3391147999999997e-19,0.0,0.0,0.79999444,0.15,42,1,58
2,7183.98,0.0,7183.98,0,0,17.249374973257776,0.0,0.0,0.0,0.79998889,0.15,42,1,58
3,7133.3886,0.0,7133.3886,0,0,17.290887003082744,0.0,0.0,0.0,0.79998333,0.15,42,1,58
4,7082.7972,0.0,7082.7972,0,0,17.33239903290771,0.0,0.0,0.0,0.79997778,0.15,42,1,58
5,7032.2058,0.0,7032.2058,0,0,17.373911062732674,0.0,0.0,0.0,0.79997222,0.15,42,1,58
6,6981.6143,0.0,6981.6143,0,0,17.41542309255764,0.0,0.0,0.0,0.79996667,0.15,42,1,58
7,6931.0229,0.0,6931.0229,0,0,17.456935122382603,0.0,0.0,0.0,0.79996111,0.15,42,1,58
8,6880.4315,0.0,6880.4315,0,0,17.498447152207568,0.0,0.0,0.0,0.79995556,0.15,42,1,58
9,6829.8401,0.0,6829.8401,0,0,17.539959182032533,1.5595172e-19,0.0,0.0,0.79995,0.15,42,1,58
10,6779.2487,0.0,6779.2487,0,0,17.5814712118575,0.0,0.0,0.0,0.79994445,0.15,42,1,58
11,6728.6573,0.0,6728.6573,0,0,17.622983241682466,0.0,0.0,0.0,0.79993889,0.15,42,1,58
12,6678.0659,0.0,6678.0659,0,0,17.66449527150743,0.0,0.0,0.0,0.79993334,0.15,42,1,58
13,6425.1089,0.0,6425.1089,0,0,17.687908628511504,3.1192759e-19,0.0,0.0,0.79992778,0.15,42,1,58
14,6172.1518,0.0,6172.1518,0,0,17.711321985515582,0.0,0.0,0.0,0.79992223,0.15,42,1,58
15,5919.1948,0.0,5919.1948,0,0,17.734735342519656,3.1195173e-19,0.0,0.0,0.79991667,0.15,42,1,58
16,5666.2377,0.0,5666.2377,0,0,17.758148699523733,0.0,0.0,0.0,0.79991112,0.15,42,1,58
17,5413.2807,0.0,5413.2807,0,0,17.781562056527807,3.8991954e-19,0.0,0.0,0.79990556,0.15,42,1,58
18,5160.3236,0.0,5160.3237,0,0,17.804975413531885,7.018310299999999e-19,0.0,0.0,0.79990001,0.15,42,1,58
19,4907.3666,0.0,4907.3666,0,0,17.82838877053596,0.0,0.0,0.0,0.79989445,0.15,42,1,58
20,4654.4096,0.0,4654.4096,0,0,17.851802127540033,0.0,0.0,0.0,0.7998889,0.15,42,1,58
21,4401.4525,0.0,4401.4525,0,0,17.87521548454411,1.5595977e-19,0.0,0.0,0.79988334,0.15,42,1,58
22,4148.4955,0.0,4148.4955,0,0,17.898628841548184,0.0,0.0,0.0,0.79987779,0.15,42,1,58
23,3895.5384,0.0,3895.5384,0,0,17.922042198552262,0.0,0.0,0.0,0.79987223,0.15,42,1,58
24,3642.5814,0.0,3642.5814,0,0,17.945455555556336,0.0,0.0,0.0,0.79986668,0.15,42,1,58
25,3490.8072,0.0,3490.8072,0,0,17.948861807655422,0.0,0.0,0.0,0.79986112,0.15,42,1,58
26,3339.0329,0.0,3339.033,0,0,17.952268059754505,0.0,0.0,0.0,0.79985557,0.15,42,1,58
27,3187.2587,0.0,3187.2587,0,0,17.955674311853592,0.0,0.0,0.0,0.79985001,0.15,42,1,58
28,3035.4845,0.0,3035.4845,0,0,17.959080563952675,0.0,0.0,0.0,0.79984446,0.15,42,1,58
29,2883.7103,0.0,2883.7103,0,0,17.96248681605176,0.0,0.0,0.0,0.7998389,0.15,42,1,58
30,2731.9361,0.0,2731.9361,0,0,17.965893068150848,0.0,0.0,0.0,0.79983335,0.15,42,1,58
31,2580.1618,0.0,2580.1618,0,0,17.96929932024993,0.0,0.0,0.0,0.7998278,0.15,42,1,58
32,2428.3876,0.0,2428.3876,0,0,17.972705572349017,0.0,0.0,0.0,0.79982224,0.15,42,1,58
33,2276.6134,0.0,2276.6134,0,0,17.9761118244481,0.0,0.0,0.0,0.79981669,0.15,42,1,58
34,2124.8391,0.0,2124.8391,0,0,17.979518076547187,3.8988735e-19,0.0,0.0,0.79981113,0.15,42,1,58
