,Import Power [kW],Export Power [kW],Load Power [kW],Tariff Energy Period [-],Tariff Power Period [-],Temperature [C],PV Power [kW],Battery Charging Power [kW],Battery Discharging Power [kW],Battery Aggregate SOC [-],Tariff Energy [$/kWh],PV/Import Power (%),Battery Utilization Rate (%),Grid Utilization rate (%)
0,9244.8216,0.0,9244.8216,0,0,17.166350913607847,0.0,0.0,0.0,0.8,0.15,44,0,56
1,9180.6214,0.0,9180.6214,0,0,17.20786294343281,0.0,0.0,0.0,0.79999444,0.15,44,0,56
2,9116.4213,0.0,9116.4213,0,0,17.249374973257776,0.0,0.0,0.0,0.79998889,0.15,44,0,56
3,9052.2211,0.0,9052.2211,0,0,17.290887003082744,0.0,0.0,0.0,0.79998333,0.15,44,0,56
4,8988.021,0.0,8988.021,0,0,17.33239903290771,0.0,0.0,0.0,0.79997778,0.15,44,0,56
5,8923.8209,0.0,8923.8208,0,0,17.373911062732674,0.0,0.0,0.0,0.79997222,0.15,44,0,56
6,8859.6207,0.0,8859.6207,0,0,17.41542309255764,0.0,0.0,0.0,0.79996667,0.15,44,0,56
7,8795.4205,0.0,8795.4205,0,0,17.456935122382603,0.0,0.0,0.0,0.79996111,0.15,44,0,56
8,8731.2204,0.0,8731.2204,0,0,17.498447152207568,0.0,0.0,0.0,0.79995556,0.15,44,0,56
9,8667.0202,0.0,8667.0202,0,0,17.539959182032533,0.0,0.0,0.0,0.79995,0.15,44,0,56
10,8602.8201,0.0,8602.8201,0,0,17.5814712118575,0.0,0.0,0.0,0.79994445,0.15,44,0,56
11,8538.6199,0.0,8538.62,0,0,17.622983241682466,0.0,0.0,0.0,0.79993889,0.15,44,0,56
12,8474.4198,0.0,8474.4198,0,0,17.66449527150743,0.0,0.0,0.0,0.79993334,0.15,44,0,56
13,8153.419,0.0,8153.419,0,0,17.687908628511504,0.0,0.0,0.0,0.79992778,0.15,44,0,56
14,7832.4183,0.0,7832.4183,0,0,17.711321985515582,0.0,0.0,0.0,0.79992223,0.15,44,0,56
15,7511.4175,0.0,7511.4175,0,0,17.734735342519656,0.0,0.0,0.0,0.79991667,0.15,44,0,56
16,7190.4168,0.0,7190.4168,0,0,17.758148699523733,0.0,0.0,0.0,0.79991112,0.15,44,0,56
17,6869.416,0.0,6869.416,0,0,17.781562056527807,0.0,0.0,0.0,0.79990556,0.15,44,0,56
18,6548.4153,0.0,6548.4153,0,0,17.804975413531885,0.0,0.0,0.0,0.79990001,0.15,44,0,56
19,6227.4145,0.0,6227.4145,0,0,17.82838877053596,0.0,0.0,0.0,0.79989445,0.15,44,0,56
20,5906.4138,0.0,5906.4138,0,0,17.851802127540033,0.0,0.0,0.0,0.7998889,0.15,44,0,56
21,5585.413,0.0,5585.413,0,0,17.87521548454411,0.0,0.0,0.0,0.79988334,0.15,44,0,56
22,5264.4123,0.0,5264.4123,0,0,17.898628841548184,0.0,0.0,0.0,0.79987779,0.15,44,0,56
23,4943.4115,0.0,4943.4115,0,0,17.922042198552262,0.0,0.0,0.0,0.79987223,0.15,44,0,56
24,4622.4108,0.0,4622.4108,0,0,17.945455555556336,0.0,0.0,0.0,0.79986668,0.15,44,0,56
25,4429.8103,0.0,4429.8103,0,0,17.948861807655422,0.0,0.0,0.0,0.79986112,0.15,44,0,56
26,4237.2099,0.0,4237.2099,0,0,17.952268059754505,0.0,0.0,0.0,0.79985557,0.15,44,0,56
27,4044.6094,0.0,4044.6094,0,0,17.955674311853592,0.0,0.0,0.0,0.79985001,0.15,44,0,56
28,3852.009,0.0,3852.009,0,0,17.959080563952675,0.0,0.0,0.0,0.79984446,0.15,44,0,56
29,3659.4085,0.0,3659.4085,0,0,17.96248681605176,0.0,0.0,0.0,0.7998389,0.15,44,0,56
30,3466.8081,0.0,3466.8081,0,0,17.965893068150848,0.0,0.0,0.0,0.79983335,0.15,44,0,56
31,3274.2076,0.0,3274.2076,0,0,17.96929932024993,0.0,0.0,0.0,0.7998278,0.15,44,0,56
32,3081.6072,0.0,3081.6072,0,0,17.972705572349017,0.0,0.0,0.0,0.79982224,0.15,44,0,56
33,2889.0067,0.0,2889.0067,0,0,17.9761118244481,0.0,0.0,0.0,0.79981669,0.15,44,0,56
34,2696.4063,0.0,2696.4063,0,0,17.979518076547187,0.0,0.0,0.0,0.79981113,0.15,44,0,56
35,2503.8058,0.0,2503.8058,0,0,17.98292432864627,0.0,0.0,0.0,0.79980558,0.15,44,0,56
36,2311.2054,0.0,2311.2054,0,0,17.986330580745356,0.0,0.0,0.0,0.79980002,0.15,44,0,56
37,2118.6049,0.0,2118.6049,0,0,17.969452082971625,0.0,0.0,0.0,0.79979447,0.15,44,0,56
38,1926.0045,0.0,1926.0045,0,0,17.952573585197893,0.0,0.0,0.0,0.79978892,0.15,44,0,56
39,1733.404,0.0,1733.404,0,0,17.93569508742416,0.0,0.0,0.0,0.79978336,0.15,44,0,56
40,1540.8036,0.0,1540.8036,0,0,17.91881658965043,0.0,0.0,0.0,0.79977781,0.15,44,0,56
41,1348.2031,0.0,1348.2031,0,0,17.901938091876698,0.0,0.0,0.0,0.79977225,0.15,44,0,56
42,1155.6027,0.0,1155.6027,0,0,17.88505959410297,0.0,0.0,0.0,0.7997667,0.15,44,0,56
43,963.00225,0.0,963.00225,0,0,17.868181096329238,0.0,0.0,0.0,0.79976115,0.15,44,0,56
44,770.4018,0.0,770.4018,0,0,17.851302598555506,0.0,0.0,0.0,0.79975559,0.15,44,0,56
45,577.80135,0.0,577.80135,0,0,17.834424100781774,0.0,0.0,0.0,0.79975004,0.15,44,0,56
46,385.2009,0.0,385.2009,0,0,17.817545603008043,0.0,0.0,0.0,0.79974448,0.15,44,0,56
47,192.60045,0.0,192.60045,0,0,17.80066710523431,0.0,0.0,0.0,0.79973893,0.15,44,0,56
