Hora,P_carga [kW],FC red
2025-01-01 00:00:00,460922.0437663035,3.5455541828177197
2025-01-01 00:05:00,456816.72119696153,3.513974778438166
2025-01-01 00:10:00,452711.3987276196,3.482395374827844
2025-01-01 00:15:00,448606.0762582775,3.4508159712175197
2025-01-01 00:20:00,444500.75368893554,3.419236566837966
2025-01-01 00:25:00,440395.4312195935,3.3876571632276424
2025-01-01 00:30:00,436290.1086502515,3.356077758848089
2025-01-01 00:35:00,432184.7861809096,3.3244983552377665
2025-01-01 00:40:00,428079.4636115675,3.292918950858212
2025-01-01 00:45:00,423974.1410422255,3.261339546478658
2025-01-01 00:50:00,419868.8185728836,3.2297601428683356
2025-01-01 00:55:00,415763.4961035415,3.198180739258012
2025-01-01 01:00:00,411658.17353419954,3.1666013348784583
2025-01-01 01:05:00,410803.8920893092,3.1600299391485325
2025-01-01 01:10:00,409949.61054441886,3.153458542649376
2025-01-01 01:15:00,409095.3289995285,3.146887146150219
2025-01-01 01:20:00,408241.0475546382,3.140315750420294
2025-01-01 01:25:00,407386.7660097479,3.1337443539211383
2025-01-01 01:30:00,406532.4845648576,3.127172958191213
2025-01-01 01:35:00,405678.2031199672,3.120601562461286
2025-01-01 01:40:00,404823.9215750769,3.11403016596213
2025-01-01 01:45:00,403969.6400301865,3.1074587694629736
2025-01-01 01:50:00,403115.3585852962,3.100887373733048
2025-01-01 01:55:00,402261.0770404059,3.094315977233892
2025-01-01 02:00:00,401406.7955955155,3.087744581503966
2025-01-01 02:05:00,400622.8841506252,3.081714493466348
2025-01-01 02:10:00,399838.9728057349,3.0756844061979614
2025-01-01 02:15:00,399055.0614608445,3.0696543189295733
2025-01-01 02:20:00,398271.15001595416,3.0636242308919552
2025-01-01 02:25:00,397487.2385710639,3.057594142854338
2025-01-01 02:30:00,396703.3272261736,3.051564055585951
2025-01-01 02:35:00,395919.4158812832,3.0455339683175633
2025-01-01 02:40:00,395135.50443639286,3.0395038802799452
2025-01-01 02:45:00,394351.59299150255,3.033473792242327
