Año,EV,PHEV,tL2,tL3,area,cpl1,cpl2,cpl3,S_refor,jobs,emisiones,incentivos
1,0,0,11.7,19.3,11000.2,0.0,0.0,0.0,0.13,-0.0,2227135506.14,0.0
2,1,1,8.0,19.5,11000.1,1.0,1.0,1.0,0.13,-0.0,2227130193.05,0.0
10,66,197,16.6,22.0,11000.0,12.0,3.0,1.0,0.09,36.0,2226503543.43,0.0
20,1284,330,14.2,18.7,11173.9,88.0,26.0,7.0,0.32,283.0,2261481600.0,0.0
31,4023,401,8.0,19.9,39818.9,248.0,128.0,18.0,0.73,938.0,8057448000.0,0.0
