Año,EV,PHEV,tL2,tL3,area,cpl1,cpl2,cpl3,S_refor,jobs,emisiones,incentivos
<<<<<<< HEAD
=======
1,0,0,12.3,21.4,11000.3,0.0,0.0,0.0,0.13,-0.0,2227135506.14,0.0
2,1,1,8.0,22.3,11000.1,1.0,1.0,1.0,0.13,-0.0,2227130193.05,0.0
10,66,197,12.2,21.9,11000.1,12.0,4.0,1.0,0.09,39.0,2226503543.43,0.0
20,1284,330,16.5,8.0,27546.5,88.0,23.0,16.0,0.22,274.0,5574864000.0,0.0
31,4023,401,9.8,23.9,39999.7,248.0,105.0,15.0,0.72,881.0,8094590400.0,0.0
>>>>>>> b8b32cc50ad6f78ef011230f5b1630d603c17d86
