Año,EV,PHEV,tL2,tL3,area,cpl1,cpl2,cpl3,S_refor,jobs,emisiones,incentivos
5,16,47,15.5,20.9,11000.0,3.0,1.0,1.0,0.12,8.0,2226982676.48,0.0
15,375,310,24.0,20.6,18668.5,35.0,6.0,3.0,0.09,100.0,3777969772.34,0.0
25,2459,356,24.0,10.8,21368.4,155.0,28.0,21.0,0.5,455.0,4324286400.0,0.0
30,3707,393,8.1,16.1,21368.9,228.0,117.0,21.0,0.77,859.0,4324286400.0,0.0
