Import Power [kW],Export Power [kW],Load Power [kW],PV Power [kW],Battery Charging Power [kW],Battery Discharging Power [kW],PV/Import Power (%),Battery Utilization Rate (%),Profit surplus energy - [USD]
0.0,0.0,408.6012,0.0,0.0,408.6012,0.0,100.0,0.0
0.0,0.0,405.76369,0.0,0.0,405.76369,0.0,100.0,0.0
0.0,0.0,402.92618,0.0,0.0,402.92618,0.0,100.0,0.0
0.0,0.0,400.08867,0.0,0.0,400.08867,0.0,100.0,0.0
0.0,0.0,397.25117,0.0,0.0,397.25117,0.0,100.0,0.0
0.0,0.0,394.41366,0.0,0.0,394.41366,0.0,100.0,0.0
0.0,0.0,391.57615,0.0,0.0,391.57615,0.0,100.0,0.0
0.0,0.0,388.73864,0.0,0.0,388.73864,0.0,100.0,0.0
0.0,0.0,385.90113,0.0,0.0,385.90113,0.0,100.0,0.0
0.0,0.0,383.06362,0.0,0.0,383.06362,0.0,100.0,0.0
0.0,0.0,380.22612,0.0,0.0,380.22612,0.0,100.0,0.0
0.0,0.0,377.38861,0.0,0.0,377.38861,0.0,100.0,0.0
0.0,0.0,374.5511,0.0,0.0,374.5511,0.0,100.0,0.0
0.0,0.0,360.36356,0.0,0.0,360.36356,0.0,100.0,0.0
0.0,0.0,346.17602,0.0,0.0,346.17602,0.0,100.0,0.0
0.0,0.0,331.98847,0.0,0.0,331.98847,0.0,100.0,0.0
0.0,0.0,317.80093,0.0,0.0,317.80093,0.0,100.0,0.0
0.0,0.0,303.61339,0.0,0.0,303.61339,0.0,100.0,0.0
0.0,0.0,289.42585,0.0,0.0,289.42585,0.0,100.0,0.0
0.0,0.0,275.23831,0.0,0.0,275.23831,0.0,100.0,0.0
0.0,0.0,261.05077,0.0,0.0,261.05077,0.0,100.0,0.0
0.0,0.0,246.86322,0.0,0.0,246.86322,0.0,100.0,0.0
0.0,0.0,232.67568,0.0,0.0,232.67568,0.0,100.0,0.0
0.0,0.0,218.48814,0.0,0.0,218.48814,0.0,100.0,0.0
0.0,0.0,204.3006,0.0,0.0,204.3006,0.0,100.0,0.0
0.0,0.0,195.78807,0.0,0.0,195.78808,0.0,100.0,0.0
0.0,0.0,187.27555,0.0,0.0,187.27555,0.0,100.0,0.0
0.0,0.0,178.76302,0.0,0.0,178.76302,0.0,100.0,0.0
0.0,0.0,170.2505,0.0,0.0,170.2505,0.0,100.0,0.0
0.0,0.0,161.73797,0.0,0.0,161.73798,0.0,100.0,0.0
0.0,0.0,153.22545,0.0,0.0,153.22545,0.0,100.0,0.0
0.0,0.0,144.71292,0.0,0.0,144.71292,0.0,100.0,0.0
0.0,0.0,136.2004,0.0,0.0,136.2004,0.0,100.0,0.0
0.0,0.0,127.68788,0.0,0.0,127.68787,0.0,100.0,0.0
0.0,0.0,119.17535,0.0,0.0,119.17535,0.0,100.0,0.0
0.0,0.0,110.66282,0.0,0.0,110.66282,0.0,100.0,0.0
0.0,0.0,102.1503,0.0,0.0,102.1503,0.0,100.0,0.0
0.0,0.0,93.637775,0.0,0.0,93.637775,0.0,100.0,0.0
0.0,0.0,85.12525,0.0,0.0,85.12525,0.0,100.0,0.0
0.0,0.0,76.612725,0.0,0.0,76.612725,0.0,100.0,0.0
0.0,0.0,68.1002,0.0,0.0,68.1002,0.0,100.0,0.0
0.0,0.0,59.587675,0.0,0.0,59.587675,0.0,100.0,0.0
0.0,0.0,51.07515,0.0,0.0,51.07515,0.0,100.0,0.0
0.0,0.0,42.562625,0.0,0.0,42.562625,0.0,100.0,0.0
0.0,0.0,34.0501,0.0,0.0,34.0501,0.0,100.0,0.0
0.0,0.0,25.537575,0.0,0.0,25.537575,0.0,100.0,0.0
0.0,0.0,17.02505,0.0,0.0,17.02505,0.0,100.0,0.0
0.0,0.0,8.512525,0.0,0.0,8.512525,0.0,100.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,,,0.0
0.0,0.0,48.237642,0.0,0.0,48.237642,0.0,100.0,0.0
0.0,0.0,96.475283,0.0,0.0,96.475283,0.0,100.0,0.0
0.0,0.0,144.71293,0.0,0.0,144.71293,0.0,100.0,0.0
0.0,0.0,192.95057,0.0,0.0,192.95057,0.0,100.0,0.0
0.0,0.0,241.18821,0.0,0.0,241.18821,0.0,100.0,0.0
0.0,0.0,289.42585,0.0,0.0,289.42585,0.0,100.0,0.0
0.0,0.0,337.66349,0.0,0.0,337.66349,0.0,100.0,0.0
0.0,0.0,385.90113,0.0,0.0,385.90113,0.0,100.0,0.0
0.0,0.0,434.13878,0.0,0.0,434.13877,0.0,100.0,0.0
0.0,0.0,482.37642,0.0,0.0,482.37642,0.0,100.0,0.0
0.0,0.0,530.61406,0.0,0.0,530.61406,0.0,100.0,0.0
0.0,0.0,578.8517,0.0,0.0,578.8517,0.0,100.0,0.0
0.0,0.0,558.98914,0.0,0.0,558.98914,0.0,100.0,0.0
0.0,0.0,539.12658,0.0,0.0,539.12658,0.0,100.0,0.0
0.0,0.0,519.26403,0.0,0.0,519.26403,0.0,100.0,0.0
0.0,0.0,499.40147,0.0,0.0,499.40147,0.0,100.0,0.0
0.0,0.0,479.53891,0.0,0.0,479.53891,0.0,100.0,0.0
0.0,0.0,459.67635,0.0,0.0,459.67635,0.0,100.0,0.0
0.0,0.0,439.81379,0.0,0.0,439.81379,0.0,100.0,0.0
0.0,0.0,419.95123,0.0,0.0,419.95123,0.0,100.0,0.0
0.0,0.0,400.08868,1.4045637,0.0,398.68411,0.35106309984000933,99.64893690016,0.0
0.0,0.0,380.22612,22.643277,0.0,357.58284,5.955213486821054,94.04478651317895,0.0
0.0,0.0,360.36356,42.819538,0.0,317.54402,11.882316357859915,88.11768364214008,0.0
0.0,0.0,340.501,136.0638,0.0,204.4372,39.959882643516465,60.040117356483535,0.0
0.0,242.29308,436.97628,679.26937,0.0,0.0,100.0,0.0,29.0751696
0.0,59.993407,533.45157,593.44497,0.0,0.0,100.0,0.0,7.19920884
0.0,359.78996,629.92685,989.71681,0.0,0.0,100.0,0.0,43.1747952
0.0,75.667921,726.40213,802.07005,0.0,0.0,100.0,0.0,9.08015052
0.0,75.701645,822.87742,898.57906,0.0,0.0,100.0,0.0,9.084197399999999
0.0,0.0,919.3527,883.13125,0.0,36.22145,96.06011381703671,3.939886182963295,0.0
0.0,0.0,1015.828,689.27352,0.0,326.55446,67.8533702133308,32.146629786669195,0.0
0.0,0.0,1112.3033,1049.8286,0.0,62.474641,94.38330855317538,5.616691446824616,0.0
0.0,2718.7587,1208.7785,3927.5373,0.0,0.0,100.0,0.0,326.251044
0.0,2601.5802,1305.2538,3906.834,0.0,0.0,100.0,0.0,312.189624
0.0,2461.0924,1401.7291,3862.8215,0.0,0.0,100.0,0.0,295.33108799999997
0.0,4836.5565,1498.2044,6334.7609,0.0,0.0,100.0,0.0,580.3867799999999
0.0,5005.3131,1566.3046,6571.6177,0.0,0.0,100.0,0.0,600.637572
0.0,4610.1594,1634.4048,6244.5642,0.0,0.0,100.0,0.0,553.219128
0.0,4969.0095,1702.505,6671.5145,0.0,0.0,100.0,0.0,596.2811399999999
0.0,500.5271,1770.6052,2271.1323,0.0,0.0,100.0,0.0,60.063252
0.0,2046.4119,1838.7054,3885.1173,0.0,0.0,100.0,0.0,245.569428
0.0,5934.6598,1906.8056,7841.4654,0.0,0.0,100.0,0.0,712.159176
0.0,6794.5865,1974.9058,8769.4923,0.0,0.0,100.0,0.0,815.35038
0.0,2306.1248,2043.006,4349.1308,0.0,0.0,100.0,0.0,276.734976
0.0,2357.0321,2111.1062,4468.1383,0.0,0.0,100.0,0.0,282.84385199999997
0.0,368.45186,2179.2064,2547.6583,0.0,0.0,100.0,0.0,44.2142232
0.0,3345.0328,2247.3066,5592.3394,0.0,0.0,100.0,0.0,401.403936
0.0,509.79086,2315.4068,2825.1977,0.0,0.0,100.0,0.0,61.174903199999996
0.0,1050.7416,2360.8069,3411.5485,0.0,0.0,100.0,0.0,126.088992
0.0,1919.7592,2406.2071,4325.9663,0.0,0.0,100.0,0.0,230.37110399999997
0.0,1654.2965,2451.6072,4105.9037,0.0,0.0,100.0,0.0,198.51557999999997
0.0,2192.2069,2497.0073,4689.2143,0.0,0.0,100.0,0.0,263.06482800000003
0.0,1363.4131,2542.4075,3905.8206,0.0,0.0,100.0,0.0,163.609572
0.0,1214.2071,2587.8076,3802.0147,0.0,0.0,100.0,0.0,145.70485200000002
0.0,2540.5785,2633.2077,5173.7862,0.0,0.0,100.0,0.0,304.86942
0.0,4073.1136,2678.6079,6751.7215,0.0,0.0,100.0,0.0,488.773632
0.0,2898.4452,2724.008,5622.4532,0.0,0.0,100.0,0.0,347.813424
0.0,2966.4062,2769.4081,5735.8143,0.0,0.0,100.0,0.0,355.96874399999996
