Import Power [kW],Export Power [kW],Load Power [kW],PV Power [kW],Battery Charging Power [kW],Battery Discharging Power [kW],PV/Import Power (%),Battery Utilization Rate (%),Profit surplus energy - [USD]
5066.6472,0.0,5066.6472,0.0,0.0,0.0,0.0,0.0,0.0
5031.4621,0.0,5031.4621,0.0,0.0,0.0,0.0,0.0,0.0
4996.2771,0.0,4996.2771,0.0,0.0,0.0,0.0,0.0,0.0
4961.0921,0.0,4961.0921,0.0,0.0,0.0,0.0,0.0,0.0
4925.907,0.0,4925.907,0.0,0.0,0.0,0.0,0.0,0.0
4890.722,0.0,4890.722,0.0,0.0,0.0,0.0,0.0,0.0
4855.5369,0.0,4855.5369,0.0,0.0,0.0,0.0,0.0,0.0
4820.3519,0.0,4820.3519,0.0,0.0,0.0,0.0,0.0,0.0
4785.1668,0.0,4785.1668,0.0,0.0,0.0,0.0,0.0,0.0
4749.9817,0.0,4749.9817,0.0,0.0,0.0,0.0,0.0,0.0
4714.7967,0.0,4714.7967,0.0,0.0,0.0,0.0,0.0,0.0
4679.6117,0.0,4679.6117,0.0,0.0,0.0,0.0,0.0,0.0
4644.4266,0.0,4644.4266,0.0,0.0,0.0,0.0,0.0,0.0
4468.5013,0.0,4468.5014,0.0,0.0,0.0,0.0,0.0,0.0
4292.5761,0.0,4292.5761,0.0,0.0,0.0,0.0,0.0,0.0
4116.6508,0.0,4116.6508,0.0,0.0,0.0,0.0,0.0,0.0
3940.7256,0.0,3940.7256,0.0,0.0,0.0,0.0,0.0,0.0
3764.8003,0.0,3764.8003,0.0,0.0,0.0,0.0,0.0,0.0
3588.8751,0.0,3588.8751,0.0,0.0,0.0,0.0,0.0,0.0
3412.9498,0.0,3412.9499,0.0,0.0,0.0,0.0,0.0,0.0
3237.0246,0.0,3237.0246,0.0,0.0,0.0,0.0,0.0,0.0
3061.0993,0.0,3061.0993,0.0,0.0,0.0,0.0,0.0,0.0
2885.1741,0.0,2885.1741,0.0,0.0,0.0,0.0,0.0,0.0
2709.2489,0.0,2709.2488,0.0,0.0,0.0,0.0,0.0,0.0
2533.3236,0.0,2533.3236,0.0,0.0,0.0,0.0,0.0,0.0
2427.7685,0.0,2427.7684,0.0,0.0,0.0,0.0,0.0,0.0
2322.2133,0.0,2322.2133,0.0,0.0,0.0,0.0,0.0,0.0
2216.6581,0.0,2216.6582,0.0,0.0,0.0,0.0,0.0,0.0
2111.103,0.0,2111.103,0.0,0.0,0.0,0.0,0.0,0.0
2005.5478,0.0,2005.5478,0.0,0.0,0.0,0.0,0.0,0.0
1899.9927,0.0,1899.9927,0.0,0.0,0.0,0.0,0.0,0.0
1794.4375,0.0,1794.4376,0.0,0.0,0.0,0.0,0.0,0.0
1688.8824,0.0,1688.8824,0.0,0.0,0.0,0.0,0.0,0.0
1583.3273,0.0,1583.3272,0.0,0.0,0.0,0.0,0.0,0.0
1477.7721,0.0,1477.7721,0.0,0.0,0.0,0.0,0.0,0.0
1372.217,0.0,1372.2169,0.0,0.0,0.0,0.0,0.0,0.0
1266.6618,0.0,1266.6618,0.0,0.0,0.0,0.0,0.0,0.0
1161.1066,0.0,1161.1067,0.0,0.0,0.0,0.0,0.0,0.0
1055.5515,0.0,1055.5515,0.0,0.0,0.0,0.0,0.0,0.0
949.99635,0.0,949.99635,0.0,0.0,0.0,0.0,0.0,0.0
844.4412,0.0,844.4412,0.0,0.0,0.0,0.0,0.0,0.0
738.88605,0.0,738.88605,0.0,0.0,0.0,0.0,0.0,0.0
633.3309,0.0,633.3309,0.0,0.0,0.0,0.0,0.0,0.0
527.77575,0.0,527.77575,0.0,0.0,0.0,0.0,0.0,0.0
422.2206,0.0,422.2206,0.0,0.0,0.0,0.0,0.0,0.0
316.66545,0.0,316.66545,0.0,0.0,0.0,0.0,0.0,0.0
211.1103,0.0,211.1103,0.0,0.0,0.0,0.0,0.0,0.0
105.55515,0.0,105.55515,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,,,0.0
598.14585,0.0,598.14585,0.0,0.0,0.0,0.0,0.0,0.0
1196.2917,0.0,1196.2917,0.0,0.0,0.0,0.0,0.0,0.0
1794.4375,0.0,1794.4376,0.0,0.0,0.0,0.0,0.0,0.0
2392.5834,0.0,2392.5834,0.0,0.0,0.0,0.0,0.0,0.0
2990.7292,0.0,2990.7293,0.0,0.0,0.0,0.0,0.0,0.0
3588.8751,0.0,3588.8751,0.0,0.0,0.0,0.0,0.0,0.0
4187.021,0.0,4187.021,0.0,0.0,0.0,0.0,0.0,0.0
4785.1668,0.0,4785.1668,0.0,0.0,0.0,0.0,0.0,0.0
5383.3126,0.0,5383.3126,0.0,0.0,0.0,0.0,0.0,0.0
5981.4585,0.0,5981.4585,0.0,0.0,0.0,0.0,0.0,0.0
6579.6044,0.0,6579.6044,0.0,0.0,0.0,0.0,0.0,0.0
7177.7502,0.0,7177.7502,0.0,0.0,0.0,0.0,0.0,0.0
6931.4549,0.0,6931.4549,0.0,0.0,0.0,0.0,0.0,0.0
6685.1595,0.0,6685.1595,0.0,0.0,0.0,0.0,0.0,0.0
6438.8642,0.0,6438.8641,0.0,0.0,0.0,0.0,0.0,0.0
6192.5688,0.0,6192.5688,0.0,0.0,0.0,0.0,0.0,0.0
5946.2735,0.0,5946.2735,0.0,0.0,0.0,0.0,0.0,0.0
5699.9781,0.0,5699.9781,0.0,0.0,0.0,0.0,0.0,0.0
5453.6827,0.0,5453.6827,0.0,0.0,0.0,0.0,0.0,0.0
5207.3874,0.0,5207.3874,0.0,0.0,0.0,0.0,0.0,0.0
4955.7582,0.0,4961.0921,5.3338281,0.0,0.0,0.10751318600398449,0.0,0.0
4628.8089,0.0,4714.7967,85.987808,0.0,0.0,1.82378612113004,0.0,0.0
4305.8942,0.0,4468.5014,162.60712,0.0,0.0,3.638963230741533,0.0,0.0
2889.5039,0.0,4222.206,516.70206,0.0,816.0,12.237727502994664,19.326390226591407,0.0
2022.9734,0.0,5418.4977,2579.5243,0.0,816.0,47.60589452681691,15.05952470921968,0.0
3545.1831,0.0,6614.7894,2253.6063,0.0,816.0,34.069207101287304,12.335993644786333,0.0
3236.6332,0.0,7811.0811,3758.4479,0.0,816.0,48.11687206781146,10.446697320810047,0.0
5145.5131,0.0,9007.3728,3045.8597,0.0,816.0,33.815184156694386,9.059245332889962,0.0
5975.312,0.0,10203.664,3412.3525,0.0,816.0,33.44242159275229,7.99712691455114,0.0
7230.2667,0.0,11399.956,3353.6895,0.0,816.0,29.41844197611917,7.1579222383328105,0.0
9162.7328,0.0,12596.248,2617.5151,0.0,816.0,20.78011738717845,6.478119567653158,0.0
8989.8171,0.0,13792.54,3986.7225,0.0,816.0,28.904919729213606,5.9162418500505884,0.0
0.0,0.0,14988.831,14914.816,0.0,74.015074,99.50619849116595,0.493801508834057,0.0
532.92734,0.0,16185.123,14836.196,0.0,816.0,91.66563447393537,5.041666861959175,0.0
1896.3565,0.0,17381.415,14669.058,0.0,816.0,84.39507613146213,4.694669700213408,0.0
0.0,4628.5375,18577.706,24056.244,850.0,0.0,100.0,0.0,555.4245
0.0,4683.5595,19422.148,24955.707,850.0,0.0,100.0,0.0,562.02714
0.0,2597.1333,20266.589,23713.722,850.0,0.0,100.0,0.0,311.65599599999996
0.0,3374.0351,21111.03,25335.065,850.0,0.0,100.0,0.0,404.884212
12514.85,0.0,21955.471,8624.6211,0.0,816.0,39.28233222925469,3.716613486831535,0.0
7230.1859,0.0,22799.912,14753.727,0.0,816.0,64.70957614930187,3.5789610406801153,0.0
0.0,5283.5982,23644.354,29777.952,850.0,0.0,100.0,0.0,634.031784
0.0,7963.3376,24488.795,33302.132,850.0,0.0,100.0,0.0,955.600512
8001.4192,0.0,25333.236,16515.817,0.0,816.0,65.19426444221918,3.221064981820207,0.0
8393.9295,0.0,26177.677,16967.748,0.0,816.0,64.8176218077406,3.117159648712152,0.0
16531.39,0.0,27022.118,9674.728,0.0,816.0,35.80299664149198,3.0197484889970507,0.0
5813.6602,0.0,27866.56,21236.899,0.0,816.0,76.20926160126722,2.9282409577139323,0.0
17166.317,0.0,28711.001,10728.683,0.0,816.0,37.36784855978545,2.8421162620598377,0.0
15502.612,0.0,29273.962,12955.35,0.0,816.0,44.25554012811796,2.7874600643397707,0.0
12593.073,0.0,29836.922,16427.85,0.0,816.0,55.05879409884189,2.734866460593138,0.0
13991.721,0.0,30399.883,15592.163,0.0,816.0,51.29020558104762,2.684220768737144,0.0
12339.561,0.0,30962.844,17807.283,0.0,816.0,57.51178089454574,2.635416824113444,0.0
15877.458,0.0,31525.805,14832.347,0.0,816.0,47.04827362854017,2.588355792976579,0.0
16834.621,0.0,32088.766,14438.145,0.0,816.0,44.99439149514195,2.5429460266561827,0.0
12188.282,0.0,32651.726,19647.444,0.0,816.0,60.17275778928195,2.4991021914124847,0.0
6759.0361,0.0,33214.687,25639.651,0.0,816.0,77.19371530674452,2.4567445044514655,0.0
11610.391,0.0,33777.648,21351.257,0.0,816.0,63.21120108777261,2.4157987554373235,0.0
11742.863,0.0,34340.609,21781.745,0.0,816.0,63.428536268198854,2.376195552507399,0.0
12286.581,0.0,34903.57,21800.988,0.0,816.0,62.460626877440525,2.3378698035149355,0.0
18843.504,0.0,35466.53,16623.027,0.0,0.0,46.86961631516766,0.0,0.0
4550.4887,0.0,35783.196,31232.707,0.0,0.0,87.2831685069425,0.0,0.0
12868.309,0.0,36099.861,23231.553,0.0,0.0,64.3535784153413,0.0,0.0
8611.7862,0.0,36416.527,27804.741,0.0,0.0,76.35198394206024,0.0,0.0
8184.5802,0.0,36733.192,28548.612,0.0,0.0,77.7188430685858,0.0,0.0
0.0,13400.337,37049.858,51300.194,850.0,0.0,100.0,0.0,1608.04044
2186.2938,0.0,37366.523,35180.229,0.0,0.0,94.14905740172324,0.0,0.0
10481.572,0.0,37683.189,27201.616,0.0,0.0,72.18501789179832,0.0,0.0
18625.657,0.0,37999.854,19374.197,0.0,0.0,50.98492483681648,0.0,0.0
17819.093,0.0,38316.519,20497.426,0.0,0.0,53.495010859415494,0.0,0.0
19785.691,0.0,38633.185,18847.494,0.0,0.0,48.78576280987447,0.0,0.0
24543.044,0.0,38949.85,14406.806,0.0,0.0,36.9880910966281,0.0,0.0
26073.105,0.0,39266.516,13193.411,0.0,0.0,33.599647597968705,0.0,0.0
25592.573,0.0,39512.811,13920.239,0.0,0.0,35.22968448816045,0.0,0.0
27317.264,0.0,39759.107,12441.842,0.0,0.0,31.293062776612736,0.0,0.0
27197.947,0.0,40005.402,12807.455,0.0,0.0,32.01431396689877,0.0,0.0
28676.331,0.0,40251.697,11575.366,0.0,0.0,28.757460834508418,0.0,0.0
22197.544,0.0,40497.993,18300.449,0.0,0.0,45.188533170026474,0.0,0.0
22152.998,0.0,40744.288,18591.29,0.0,0.0,45.629193471241905,0.0,0.0
16409.836,0.0,40990.583,24580.748,0.0,0.0,59.96681579359786,0.0,0.0
22029.819,0.0,41236.879,19207.059,0.0,0.0,46.577383961996354,0.0,0.0
22838.004,0.0,41483.174,18645.17,0.0,0.0,44.94634378748357,0.0,0.0
