Import Power [kW],Export Power [kW],Load Power [kW],PV Power [kW],Battery Charging Power [kW],Battery Discharging Power [kW],PV/Import Power (%),Battery Utilization Rate (%),Profit surplus energy - [USD]
7285.1628,0.0,7285.1628,0.0,0.0,0.0,0.0,0.0,0.0
7234.5714,0.0,7234.5714,2.3391147999999997e-19,0.0,0.0,3.2332458561401436e-21,0.0,0.0
7183.98,0.0,7183.98,0.0,0.0,0.0,0.0,0.0,0.0
7133.3886,0.0,7133.3886,0.0,0.0,0.0,0.0,0.0,0.0
7082.7972,0.0,7082.7972,0.0,0.0,0.0,0.0,0.0,0.0
7032.2058,0.0,7032.2058,0.0,0.0,0.0,0.0,0.0,0.0
6981.6143,0.0,6981.6143,0.0,0.0,0.0,0.0,0.0,0.0
6931.0229,0.0,6931.0229,0.0,0.0,0.0,0.0,0.0,0.0
6880.4315,0.0,6880.4315,0.0,0.0,0.0,0.0,0.0,0.0
6829.8401,0.0,6829.8401,1.5595172e-19,0.0,0.0,2.2833875715479776e-21,0.0,0.0
6779.2487,0.0,6779.2487,0.0,0.0,0.0,0.0,0.0,0.0
6728.6573,0.0,6728.6573,0.0,0.0,0.0,0.0,0.0,0.0
6678.0659,0.0,6678.0659,0.0,0.0,0.0,0.0,0.0,0.0
6425.1089,0.0,6425.1089,3.1192759e-19,0.0,0.0,4.8548218381170164e-21,0.0,0.0
6172.1518,0.0,6172.1518,0.0,0.0,0.0,0.0,0.0,0.0
5919.1948,0.0,5919.1948,3.1195173e-19,0.0,0.0,5.270171713220183e-21,0.0,0.0
5666.2377,0.0,5666.2377,0.0,0.0,0.0,0.0,0.0,0.0
5413.2807,0.0,5413.2807,3.8991954e-19,0.0,0.0,7.203017201749763e-21,0.0,0.0
5160.3236,0.0,5160.3237,7.018310299999999e-19,0.0,0.0,1.360052361832502e-20,0.0,0.0
4907.3666,0.0,4907.3666,0.0,0.0,0.0,0.0,0.0,0.0
4654.4096,0.0,4654.4096,0.0,0.0,0.0,0.0,0.0,0.0
4401.4525,0.0,4401.4525,1.5595977e-19,0.0,0.0,3.543370512347912e-21,0.0,0.0
4148.4955,0.0,4148.4955,0.0,0.0,0.0,0.0,0.0,0.0
3895.5384,0.0,3895.5384,0.0,0.0,0.0,0.0,0.0,0.0
3642.5814,0.0,3642.5814,0.0,0.0,0.0,0.0,0.0,0.0
3490.8072,0.0,3490.8072,0.0,0.0,0.0,0.0,0.0,0.0
3339.0329,0.0,3339.033,0.0,0.0,0.0,0.0,0.0,0.0
