,Import Power [kW],Export Power [kW],Load Power [kW],Tariff Energy Period [-],Tariff Power Period [-],Temperature [C],PV Power [kW],Battery Charging Power [kW],Battery Discharging Power [kW],Battery Aggregate SOC [-],Tariff Energy [$/kWh],PV/Import Power (%),Battery Utilization Rate (%),Grid Utilization rate (%)
0,4812.2412,0.0,5628.2412,0,0,17.166350913607847,0.0,0.0,816.0,0.8,0.15,91,0,9
1,4773.1562,0.0,5589.1562,0,0,17.20786294343281,0.0,0.0,816.0,0.79716111,0.15,91,0,9
2,4734.0712,0.0,5550.0712,0,0,17.249374973257776,0.0,0.0,816.0,0.79432224,0.15,91,0,9
3,4694.9862,0.0,5510.9862,0,0,17.290887003082744,0.0,0.0,816.0,0.79148339,0.15,91,0,9
4,4655.9012,0.0,5471.9012,0,0,17.33239903290771,0.0,0.0,816.0,0.78864456,0.15,91,0,9
5,4616.8162,0.0,5432.8162,0,0,17.373911062732674,0.0,0.0,816.0,0.78580575,0.15,91,0,9
6,4577.7311,0.0,5393.7312,0,0,17.41542309255764,0.0,0.0,816.0,0.78296696,0.15,91,0,9
7,4538.6461,0.0,5354.6461,0,0,17.456935122382603,0.0,0.0,816.0,0.78012819,0.15,91,0,9
8,4499.5611,0.0,5315.5611,0,0,17.498447152207568,0.0,0.0,816.0,0.77728944,0.15,91,0,9
9,4460.4761,0.0,5276.4761,0,0,17.539959182032533,0.0,0.0,816.0,0.77445071,0.15,91,0,9
10,4421.3911,0.0,5237.3911,0,0,17.5814712118575,0.0,0.0,816.0,0.771612,0.15,91,0,9
11,4382.3061,0.0,5198.3061,0,0,17.622983241682466,0.0,0.0,816.0,0.76877331,0.15,91,0,9
12,4343.2211,0.0,5159.2211,0,0,17.66449527150743,0.0,0.0,816.0,0.76593463,0.15,91,0,9
13,4147.7961,0.0,4963.7961,0,0,17.687908628511504,0.0,0.0,816.0,0.76309598,0.15,91,0,9
14,3952.371,0.0,4768.371,0,0,17.711321985515582,0.0,0.0,816.0,0.76025735,0.15,91,0,9
15,3756.946,0.0,4572.946,0,0,17.734735342519656,0.0,0.0,816.0,0.75741874,0.15,91,0,9
16,3561.5209,0.0,4377.5209,0,0,17.758148699523733,0.0,0.0,816.0,0.75458014,0.15,91,0,9
17,3366.0959,0.0,4182.0959,0,0,17.781562056527807,0.0,0.0,816.0,0.75174157,0.15,91,0,9
18,3170.6708,0.0,3986.6708,0,0,17.804975413531885,0.0,0.0,816.0,0.74890302,0.15,91,0,9
19,2975.2458,0.0,3791.2458,0,0,17.82838877053596,0.0,0.0,816.0,0.74606448,0.15,91,0,9
20,2779.8208,0.0,3595.8208,0,0,17.851802127540033,0.0,0.0,816.0,0.74322597,0.15,91,0,9
21,2584.3957,0.0,3400.3957,0,0,17.87521548454411,0.0,0.0,816.0,0.74038747,0.15,91,0,9
22,2388.9707,0.0,3204.9707,0,0,17.898628841548184,0.0,0.0,816.0,0.737549,0.15,91,0,9
23,2193.5456,0.0,3009.5456,0,0,17.922042198552262,0.0,0.0,816.0,0.73471054,0.15,91,0,9
24,1998.1206,0.0,2814.1206,0,0,17.945455555556336,0.0,0.0,816.0,0.73187211,0.15,91,0,9
25,1880.8656,0.0,2696.8656,0,0,17.948861807655422,0.0,0.0,816.0,0.72903369,0.15,91,0,9
26,1763.6105,0.0,2579.6106,0,0,17.952268059754505,0.0,0.0,816.0,0.7261953,0.15,91,0,9
27,1646.3555,0.0,2462.3555,0,0,17.955674311853592,0.0,0.0,816.0,0.72335692,0.15,91,0,9
28,1529.1005,0.0,2345.1005,0,0,17.959080563952675,0.0,0.0,816.0,0.72051856,0.15,91,0,9
29,1411.8455,0.0,2227.8455,0,0,17.96248681605176,0.0,0.0,816.0,0.71768023,0.15,91,0,9
30,1294.5905,0.0,2110.5905,0,0,17.965893068150848,0.0,0.0,816.0,0.71484191,0.15,91,0,9
31,1177.3354,0.0,1993.3354,0,0,17.96929932024993,0.0,0.0,816.0,0.71200361,0.15,91,0,9
32,1060.0804,0.0,1876.0804,0,0,17.972705572349017,0.0,0.0,816.0,0.70916533,0.15,91,0,9
33,942.82538,0.0,1758.8254,0,0,17.9761118244481,0.0,0.0,816.0,0.70632708,0.15,91,0,9
34,825.57035,0.0,1641.5703,0,0,17.979518076547187,0.0,0.0,816.0,0.70348884,0.15,91,0,9
35,708.31533,0.0,1524.3153,0,0,17.98292432864627,0.0,0.0,816.0,0.70065062,0.15,91,0,9
36,591.0603,0.0,1407.0603,0,0,17.986330580745356,0.0,0.0,816.0,0.69781242,0.15,91,0,9
37,473.80528,0.0,1289.8053,0,0,17.969452082971625,0.0,0.0,816.0,0.69497424,0.15,91,0,9
38,356.55025,0.0,1172.5503,0,0,17.952573585197893,0.0,0.0,816.0,0.69213608,0.15,91,0,9
39,239.29523,0.0,1055.2952,0,0,17.93569508742416,0.0,0.0,816.0,0.68929794,0.15,91,0,9
40,122.0402,0.0,938.0402,0,0,17.91881658965043,0.0,0.0,816.0,0.68645982,0.15,91,0,9
41,4.785175,0.0,820.78517,0,0,17.901938091876698,0.0,0.0,816.0,0.68362172,0.15,91,0,9
42,0.0,0.0,703.53015,0,0,17.88505959410297,0.0,0.0,703.53015,0.68078364,0.15,91,0,9
43,0.0,0.0,586.27513,0,0,17.868181096329238,0.0,0.0,586.27513,0.6783361,0.15,91,0,9
44,0.0,0.0,469.0201,0,0,17.851302598555506,0.0,0.0,469.0201,0.67629571,0.15,91,0,9
45,0.0,0.0,351.76508,0,0,17.834424100781774,0.0,0.0,351.76507,0.67466247,0.15,91,0,9
46,0.0,0.0,234.51005,0,0,17.817545603008043,0.0,0.0,234.51005,0.67343638,0.15,91,0,9
47,0.0,0.0,117.25503,0,0,17.80066710523431,0.0,0.0,117.25502,0.67261743,0.15,91,0,9
48,0.0,0.0,0.0,0,0,17.78378860746058,0.0,0.0,0.0,0.67220563,0.15,91,0,9
49,0.0,0.0,664.44514,0,0,17.748001132907774,0.0,0.0,664.44514,0.67220096,0.15,91,0,9
50,512.89028,0.0,1328.8903,0,0,17.712213658354973,0.0,0.0,816.0,0.66988919,0.15,91,0,9
51,1177.3354,0.0,1993.3354,0,0,17.67642618380217,0.0,0.0,816.0,0.6670512,0.15,91,0,9
52,1841.7806,0.0,2657.7806,0,0,17.640638709249366,0.0,0.0,816.0,0.66421324,0.15,91,0,9
53,2506.2257,0.0,3322.2257,0,0,17.60485123469656,0.0,0.0,816.0,0.66137529,0.15,91,0,9
54,3170.6709,0.0,3986.6708,0,0,17.56906376014376,0.0,0.0,816.0,0.65853737,0.15,91,0,9
55,3835.116,0.0,4651.116,0,0,17.533276285590958,0.0,0.0,816.0,0.65569946,0.15,91,0,9
56,4499.5611,0.0,5315.5611,0,0,17.497488811038153,0.0,0.0,816.0,0.65286157,0.15,91,0,9
57,5164.0063,0.0,5980.0063,0,0,17.461701336485348,0.0,0.0,816.0,0.65002371,0.15,91,0,9
58,5828.4514,0.0,6644.4514,0,0,17.425913861932546,0.0,0.0,816.0,0.64718586,0.15,91,0,9
59,6492.8966,0.0,7308.8966,0,0,17.390126387379745,0.0,0.0,816.0,0.64434803,0.15,91,0,9
60,7157.3417,0.0,7973.3417,0,0,17.35433891282694,0.0,0.0,816.0,0.64151022,0.15,91,0,9
61,6883.7466,0.0,7699.7466,0,0,17.302559512844052,0.0,0.0,816.0,0.63867243,0.15,91,0,9
62,6610.1516,0.0,7426.1516,0,0,17.250780112861165,0.0,0.0,816.0,0.63583467,0.15,91,0,9
63,6336.5565,0.0,7152.5565,0,0,17.19900071287828,0.0,0.0,816.0,0.63299692,0.15,91,0,9
64,6062.9615,0.0,6878.9615,0,0,17.147221312895393,0.0,0.0,816.0,0.63015919,0.15,91,0,9
