,Import Power [kW],Export Power [kW],Load Power [kW],Tariff Energy Period [-],Tariff Power Period [-],Temperature [C],PV Power [kW],Battery Charging Power [kW],Battery Discharging Power [kW],Battery Aggregate SOC [-],Tariff Energy [$/kWh],PV/Import Power (%),Battery Utilization Rate (%),Grid Utilization rate (%)
0,5471.3424,0.0,6287.3424,0,0,17.166350913607847,0.0,0.0,816.0,0.8,0.15,92,0,8
1,5427.6803,0.0,6243.6803,0,0,17.20786294343281,0.0,0.0,816.0,0.79716111,0.15,92,0,8
2,5384.0182,0.0,6200.0182,0,0,17.249374973257776,0.0,0.0,816.0,0.79432224,0.15,92,0,8
3,5340.3561,0.0,6156.3561,0,0,17.290887003082744,0.0,0.0,816.0,0.79148339,0.15,92,0,8
4,5296.694,0.0,6112.694,0,0,17.33239903290771,0.0,0.0,816.0,0.78864456,0.15,92,0,8
5,5253.0319,0.0,6069.0319,0,0,17.373911062732674,0.0,0.0,816.0,0.78580575,0.15,92,0,8
6,5209.3698,0.0,6025.3698,0,0,17.41542309255764,0.0,0.0,816.0,0.78296696,0.15,92,0,8
7,5165.7077,0.0,5981.7077,0,0,17.456935122382603,0.0,0.0,816.0,0.78012819,0.15,92,0,8
8,5122.0456,0.0,5938.0456,0,0,17.498447152207568,0.0,0.0,816.0,0.77728944,0.15,92,0,8
9,5078.3835,0.0,5894.3835,0,0,17.539959182032533,0.0,0.0,816.0,0.77445071,0.15,92,0,8
10,5034.7214,0.0,5850.7214,0,0,17.5814712118575,0.0,0.0,816.0,0.771612,0.15,92,0,8
11,4991.0593,0.0,5807.0593,0,0,17.622983241682466,0.0,0.0,816.0,0.76877331,0.15,92,0,8
12,4947.3972,0.0,5763.3972,0,0,17.66449527150743,0.0,0.0,816.0,0.76593463,0.15,92,0,8
13,4729.0867,0.0,5545.0867,0,0,17.687908628511504,0.0,0.0,816.0,0.76309598,0.15,92,0,8
14,4510.7762,0.0,5326.7762,0,0,17.711321985515582,0.0,0.0,816.0,0.76025735,0.15,92,0,8
15,4292.4657,0.0,5108.4657,0,0,17.734735342519656,0.0,0.0,816.0,0.75741874,0.15,92,0,8
16,4074.1552,0.0,4890.1552,0,0,17.758148699523733,0.0,0.0,816.0,0.75458014,0.15,92,0,8
17,3855.8447,0.0,4671.8447,0,0,17.781562056527807,0.0,0.0,816.0,0.75174157,0.15,92,0,8
18,3637.5342,0.0,4453.5342,0,0,17.804975413531885,0.0,0.0,816.0,0.74890302,0.15,92,0,8
19,3419.2237,0.0,4235.2237,0,0,17.82838877053596,0.0,0.0,816.0,0.74606448,0.15,92,0,8
20,3200.9132,0.0,4016.9132,0,0,17.851802127540033,0.0,0.0,816.0,0.74322597,0.15,92,0,8
21,2982.6027,0.0,3798.6027,0,0,17.87521548454411,0.0,0.0,816.0,0.74038747,0.15,92,0,8
22,2764.2922,0.0,3580.2922,0,0,17.898628841548184,0.0,0.0,816.0,0.737549,0.15,92,0,8
23,2545.9817,0.0,3361.9817,0,0,17.922042198552262,0.0,0.0,816.0,0.73471054,0.15,92,0,8
