Hora,P_base [kW],P_VE [kW],P_DER [kW],P_carga [kW]
2025-01-01 00:00:00,807575.6421963976,8672.3148,0.0,816247.9569963977
2025-01-01 00:05:00,800365.1453910726,8612.0904,0.0,808977.2357910726
2025-01-01 00:10:00,793154.6485857477,8551.866,0.0,801706.5145857477
2025-01-01 00:15:00,785944.1517804227,8491.6416,0.0,794435.7933804226
2025-01-01 00:20:00,778733.6549750977,8431.4172,0.0,787165.0721750978
2025-01-01 00:25:00,771523.1581697727,8371.1928,0.0,779894.3509697727
2025-01-01 00:30:00,764312.6613644477,8310.9683,0.0,772623.6296644476
2025-01-01 00:35:00,757102.1645591228,8250.7439,0.0,765352.9084591228
2025-01-01 00:40:00,749891.6677537977,8190.5195,0.0,758082.1872537978
2025-01-01 00:45:00,742681.1709484728,8130.2951,0.0,750811.4660484728
2025-01-01 00:50:00,735470.6741431478,8070.0707,0.0,743540.7448431478
2025-01-01 00:55:00,728260.1773378229,8009.8463,0.0,736270.0236378228
2025-01-01 01:00:00,721049.6805324978,7949.6219,0.0,728999.3024324978
2025-01-01 01:05:00,719847.9310649437,7648.4999,0.0,727496.4309649437
2025-01-01 01:10:00,718646.1815973895,7347.3778,0.0,725993.5593973895
2025-01-01 01:15:00,717444.4321298354,7046.2558,0.0,724490.6879298354
2025-01-01 01:20:00,716242.6826622811,6745.1337,0.0,722987.8163622811
2025-01-01 01:25:00,715040.933194727,6444.0117,0.0,721484.9448947271
2025-01-01 01:30:00,713839.1837271728,6142.8897,0.0,719982.0734271728
2025-01-01 01:35:00,712637.4342596186,5841.7676,0.0,718479.2018596187
2025-01-01 01:40:00,711435.6847920645,5540.6456,0.0,716976.3303920645
2025-01-01 01:45:00,710233.9353245103,5239.5235,0.0,715473.4588245103
2025-01-01 01:50:00,709032.1858569562,4938.4015,0.0,713970.5873569562
2025-01-01 01:55:00,707830.436389402,4637.2794,0.0,712467.715789402
2025-01-01 02:00:00,706628.6869218479,4336.1574,0.0,710964.8443218479
2025-01-01 02:05:00,705426.9374542937,4155.4842,0.0,709582.4216542937
2025-01-01 02:10:00,704225.1879867396,3974.8109,0.0,708199.9988867396
2025-01-01 02:15:00,703023.4385191854,3794.1377,0.0,706817.5762191854
2025-01-01 02:20:00,701821.6890516311,3613.4645,0.0,705435.1535516311
2025-01-01 02:25:00,700619.9395840771,3432.7913,0.0,704052.7308840771
