Import Power [kW],Export Power [kW],Load Power [kW],PV Power [kW],Battery Charging Power [kW],Battery Discharging Power [kW],PV/Import Power (%),Battery Utilization Rate (%),Profit surplus energy - [USD]
0.0,0.0,473.3736,0.0,0.0,473.3736,0.0,100.0,0.0
0.0,0.0,470.08628,0.0,0.0,470.08628,0.0,100.0,0.0
0.0,0.0,466.79897,0.0,0.0,466.79897,0.0,100.0,0.0
0.0,0.0,463.51165,0.0,0.0,463.51165,0.0,100.0,0.0
0.0,0.0,460.22433,0.0,0.0,460.22433,0.0,100.0,0.0
0.0,0.0,456.93702,0.0,0.0,456.93702,0.0,100.0,0.0
0.0,0.0,453.6497,0.0,0.0,453.6497,0.0,100.0,0.0
0.0,0.0,450.36238,0.0,0.0,450.36238,0.0,100.0,0.0
0.0,0.0,447.07507,0.0,0.0,447.07507,0.0,100.0,0.0
0.0,0.0,443.78775,0.0,0.0,443.78775,0.0,100.0,0.0
0.0,0.0,440.50043,0.0,0.0,440.50043,0.0,100.0,0.0
0.0,0.0,437.21312,0.0,0.0,437.21312,0.0,100.0,0.0
0.0,0.0,433.9258,0.0,0.0,433.9258,0.0,100.0,0.0
0.0,0.0,417.48922,0.0,0.0,417.48922,0.0,100.0,0.0
0.0,0.0,401.05263,0.0,0.0,401.05263,0.0,100.0,0.0
0.0,0.0,384.61605,0.0,0.0,384.61605,0.0,100.0,0.0
0.0,0.0,368.17947,0.0,0.0,368.17947,0.0,100.0,0.0
0.0,0.0,351.74288,0.0,0.0,351.74288,0.0,100.0,0.0
0.0,0.0,335.3063,0.0,0.0,335.3063,0.0,100.0,0.0
0.0,0.0,318.86972,0.0,0.0,318.86972,0.0,100.0,0.0
0.0,0.0,302.43313,0.0,0.0,302.43313,0.0,100.0,0.0
0.0,0.0,285.99655,0.0,0.0,285.99655,0.0,100.0,0.0
0.0,0.0,269.55997,0.0,0.0,269.55997,0.0,100.0,0.0
0.0,0.0,253.12338,0.0,0.0,253.12338,0.0,100.0,0.0
0.0,0.0,236.6868,0.0,0.0,236.6868,0.0,100.0,0.0
0.0,0.0,226.82485,0.0,0.0,226.82485,0.0,100.0,0.0
0.0,0.0,216.9629,0.0,0.0,216.9629,0.0,100.0,0.0
0.0,0.0,207.10095,0.0,0.0,207.10095,0.0,100.0,0.0
0.0,0.0,197.239,0.0,0.0,197.239,0.0,100.0,0.0
0.0,0.0,187.37705,0.0,0.0,187.37705,0.0,100.0,0.0
0.0,0.0,177.5151,0.0,0.0,177.5151,0.0,100.0,0.0
0.0,0.0,167.65315,0.0,0.0,167.65315,0.0,100.0,0.0
0.0,0.0,157.7912,0.0,0.0,157.7912,0.0,100.0,0.0
0.0,0.0,147.92925,0.0,0.0,147.92925,0.0,100.0,0.0
0.0,0.0,138.0673,0.0,0.0,138.0673,0.0,100.0,0.0
0.0,0.0,128.20535,0.0,0.0,128.20535,0.0,100.0,0.0
0.0,0.0,118.3434,0.0,0.0,118.3434,0.0,100.0,0.0
0.0,0.0,108.48145,0.0,0.0,108.48145,0.0,100.0,0.0
0.0,0.0,98.6195,0.0,0.0,98.6195,0.0,100.0,0.0
0.0,0.0,88.75755,0.0,0.0,88.75755,0.0,100.0,0.0
0.0,0.0,78.8956,0.0,0.0,78.8956,0.0,100.0,0.0
0.0,0.0,69.03365,0.0,0.0,69.03365,0.0,100.0,0.0
0.0,0.0,59.1717,0.0,0.0,59.1717,0.0,100.0,0.0
0.0,0.0,49.30975,0.0,0.0,49.30975,0.0,100.0,0.0
0.0,0.0,39.4478,0.0,0.0,39.4478,0.0,100.0,0.0
0.0,0.0,29.58585,0.0,0.0,29.58585,0.0,100.0,0.0
0.0,0.0,19.7239,0.0,0.0,19.7239,0.0,100.0,0.0
0.0,0.0,9.86195,0.0,0.0,9.86195,0.0,100.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,,,0.0
0.0,0.0,55.884383,0.0,0.0,55.884383,0.0,100.0,0.0
0.0,0.0,111.76877,0.0,0.0,111.76877,0.0,100.0,0.0
0.0,0.0,167.65315,0.0,0.0,167.65315,0.0,100.0,0.0
0.0,0.0,223.53753,0.0,0.0,223.53753,0.0,100.0,0.0
0.0,0.0,279.42192,0.0,0.0,279.42192,0.0,100.0,0.0
0.0,0.0,335.3063,0.0,0.0,335.3063,0.0,100.0,0.0
0.0,0.0,391.19068,0.0,0.0,391.19068,0.0,100.0,0.0
0.0,0.0,447.07507,0.0,0.0,447.07507,0.0,100.0,0.0
0.0,0.0,502.95945,0.0,0.0,502.95945,0.0,100.0,0.0
0.0,0.0,558.84383,0.0,0.0,558.84383,0.0,100.0,0.0
0.0,0.0,614.72822,0.0,0.0,614.72822,0.0,100.0,0.0
0.0,0.0,670.6126,0.0,0.0,670.6126,0.0,100.0,0.0
0.0,0.0,647.60138,0.0,0.0,647.60138,0.0,100.0,0.0
0.0,0.0,624.59017,0.0,0.0,624.59017,0.0,100.0,0.0
0.0,0.0,601.57895,0.0,0.0,601.57895,0.0,100.0,0.0
0.0,0.0,578.56773,0.0,0.0,578.56773,0.0,100.0,0.0
0.0,0.0,555.55652,0.0,0.0,555.55652,0.0,100.0,0.0
0.0,0.0,532.5453,0.0,0.0,532.5453,0.0,100.0,0.0
0.0,0.0,509.53408,0.0,0.0,509.53408,0.0,100.0,0.0
0.0,0.0,486.52287,0.0,0.0,486.52287,0.0,100.0,0.0
0.0,0.0,463.51165,3.3808909,0.0,460.13076,0.7294079649206936,99.2705920350793,0.0
0.0,0.0,440.50043,54.504081,0.0,385.99635,12.373218540619318,87.62678145938068,0.0
0.0,0.0,417.48922,103.06987,0.0,314.41935,24.688031465818447,75.31196853418156,0.0
0.0,0.0,394.478,327.51586,0.0,66.962142,83.02512645559385,16.97487354440616,0.0
0.0,1128.806,506.24677,1635.0527,0.0,0.0,100.0,0.0,135.45672
0.0,810.45139,618.01553,1428.4669,0.0,0.0,100.0,0.0,97.2541668
0.0,1652.5389,729.7843,2382.3232,0.0,0.0,100.0,0.0,198.304668
0.0,1089.0902,841.55307,1930.6433,0.0,0.0,100.0,0.0,130.69082400000002
0.0,1209.6259,953.32183,2162.9477,0.0,0.0,100.0,0.0,145.15510799999998
0.0,1060.6731,1065.0906,2125.7637,0.0,0.0,100.0,0.0,127.280772
0.0,482.27413,1176.8594,1659.1335,0.0,0.0,100.0,0.0,57.8728956
0.0,1238.3888,1288.6281,2527.0169,0.0,0.0,100.0,0.0,148.606656
0.0,8053.4823,1400.3969,9453.8792,0.0,0.0,100.0,0.0,966.417876
0.0,7891.8792,1512.1657,9404.0449,0.0,0.0,100.0,0.0,947.025504
0.0,7674.169,1623.9344,9298.1034,0.0,0.0,100.0,0.0,920.90028
0.0,13512.545,1735.7032,15248.248,0.0,0.0,100.0,0.0,1621.5054
0.0,14003.782,1814.5988,15818.381,0.0,0.0,100.0,0.0,1680.45384
0.0,13137.644,1893.4944,15031.138,0.0,0.0,100.0,0.0,1576.51728
0.0,14086.45,1972.39,16058.84,0.0,0.0,100.0,0.0,1690.374
0.0,3415.5016,2051.2856,5466.7872,0.0,0.0,100.0,0.0,409.860192
0.0,7221.5899,2130.1812,9351.7711,0.0,0.0,100.0,0.0,866.590788
0.0,16665.923,2209.0768,18875.0,0.0,0.0,100.0,0.0,1999.9107599999998
0.0,18820.859,2287.9724,21108.831,0.0,0.0,100.0,0.0,2258.50308
0.0,8101.8186,2366.868,10468.687,0.0,0.0,100.0,0.0,972.218232
0.0,8309.3831,2445.7636,10755.147,0.0,0.0,100.0,0.0,997.1259719999998
0.0,3607.7469,2524.6592,6132.4061,0.0,0.0,100.0,0.0,432.929628
0.0,10857.629,2603.5548,13461.184,0.0,0.0,100.0,0.0,1302.9154800000001
0.0,4118.014,2682.4504,6800.4644,0.0,0.0,100.0,0.0,494.16168
0.0,5476.8078,2735.0475,8211.8552,0.0,0.0,100.0,0.0,657.2169359999999
0.0,7625.2834,2787.6445,10412.928,0.0,0.0,100.0,0.0,915.034008
0.0,7042.9792,2840.2416,9883.2208,0.0,0.0,100.0,0.0,845.1575039999999
0.0,8394.4546,2892.8387,11287.293,0.0,0.0,100.0,0.0,1007.3345519999998
0.0,6456.1697,2945.4357,9401.6054,0.0,0.0,100.0,0.0,774.740364
0.0,6153.7042,2998.0328,9151.737,0.0,0.0,100.0,0.0,738.4445039999999
0.0,9403.0647,3050.6299,12453.695,0.0,0.0,100.0,0.0,1128.367764
0.0,13148.677,3103.2269,16251.904,0.0,0.0,100.0,0.0,1577.84124
0.0,10377.846,3155.824,13533.67,0.0,0.0,100.0,0.0,1245.34152
0.0,10598.118,3208.4211,13806.539,0.0,0.0,100.0,0.0,1271.77416
0.0,10557.718,3261.0181,13818.736,0.0,0.0,100.0,0.0,1266.92616
0.0,7223.0273,3313.6152,10536.642,0.0,0.0,100.0,0.0,866.7632759999999
0.0,16453.908,3343.201,19797.109,0.0,0.0,100.0,0.0,1974.46896
0.0,11352.724,3372.7869,14725.511,0.0,0.0,100.0,0.0,1362.32688
0.0,14221.891,3402.3727,17624.264,0.0,0.0,100.0,0.0,1706.62692
0.0,14663.814,3431.9586,18095.773,0.0,0.0,100.0,0.0,1759.65768
0.0,29055.506,3461.5444,32517.051,0.0,0.0,100.0,0.0,3486.66072
0.0,18808.148,3491.1303,22299.278,0.0,0.0,100.0,0.0,2256.97776
0.0,13721.253,3520.7161,17241.969,0.0,0.0,100.0,0.0,1646.55036
0.0,8730.1923,3550.302,12280.494,0.0,0.0,100.0,0.0,1047.623076
0.0,9412.5747,3579.8879,12992.463,0.0,0.0,100.0,0.0,1129.5089639999999
0.0,8337.1656,3609.4737,11946.639,0.0,0.0,100.0,0.0,1000.459872
0.0,5492.8134,3639.0595,9131.873,0.0,0.0,100.0,0.0,659.137608
0.0,4694.1067,3668.6454,8362.7521,0.0,0.0,100.0,0.0,563.292804
0.0,5131.8013,3691.6566,8823.4579,0.0,0.0,100.0,0.0,615.816156
0.0,4171.6963,3714.6678,7886.3641,0.0,0.0,100.0,0.0,500.6035559999999
0.0,4380.432,3737.6791,8118.111,0.0,0.0,100.0,0.0,525.65184
0.0,3576.4511,3760.6903,7337.1414,0.0,0.0,100.0,0.0,429.174132
0.0,7816.1887,3783.7015,11599.89,0.0,0.0,100.0,0.0,937.942644
0.0,7977.5296,3806.7127,11784.242,0.0,0.0,100.0,0.0,957.303552
0.0,11750.985,3829.7239,15580.709,0.0,0.0,100.0,0.0,1410.1182000000001
0.0,8321.8177,3852.7351,12174.553,0.0,0.0,100.0,0.0,998.618124
0.0,7942.6481,3875.7464,11818.394,0.0,0.0,100.0,0.0,953.1177720000001
0.0,6773.4481,3898.7576,10672.206,0.0,0.0,100.0,0.0,812.813772
0.0,11787.534,3921.7688,15709.303,0.0,0.0,100.0,0.0,1414.50408
0.0,10921.173,3944.78,14865.953,0.0,0.0,100.0,0.0,1310.54076
0.0,30963.548,3885.6083,34849.156,0.0,0.0,100.0,0.0,3715.62576
0.0,19001.155,3826.4366,22827.591,0.0,0.0,100.0,0.0,2280.1385999999998
0.0,9950.7571,3767.2649,13718.022,0.0,0.0,100.0,0.0,1194.090852
0.0,10961.659,3708.0932,14669.752,0.0,0.0,100.0,0.0,1315.39908
0.0,10146.117,3648.9215,13795.039,0.0,0.0,100.0,0.0,1217.53404
0.0,10490.355,3589.7498,14080.105,0.0,0.0,100.0,0.0,1258.8426
0.0,11785.975,3530.5781,15316.553,0.0,0.0,100.0,0.0,1414.317
0.0,12241.73,3471.4064,15713.136,0.0,0.0,100.0,0.0,1469.0076
0.0,10777.993,3412.2347,14190.228,0.0,0.0,100.0,0.0,1293.35916
0.0,10803.361,3353.063,14156.424,0.0,0.0,100.0,0.0,1296.4033200000001
0.0,14356.161,3293.8913,17650.052,0.0,0.0,100.0,0.0,1722.73932
0.0,23372.263,3234.7196,26606.982,0.0,0.0,100.0,0.0,2804.6715599999998
0.0,16867.736,3195.2718,20063.008,0.0,0.0,100.0,0.0,2024.12832
0.0,12947.971,3155.824,16103.795,0.0,0.0,100.0,0.0,1553.75652
