Import Power [kW],Export Power [kW],Load Power [kW],PV Power [kW],Battery Charging Power [kW],Battery Discharging Power [kW],PV/Import Power (%),Battery Utilization Rate (%),Profit surplus energy - [USD]
0.0,0.0,55.95,0.0,0.0,55.95,0.0,100.0,0.0
0.0,0.0,55.561458,0.0,0.0,55.561458,0.0,100.0,0.0
0.0,0.0,55.172917,0.0,0.0,55.172917,0.0,100.0,0.0
0.0,0.0,54.784375,0.0,0.0,54.784375,0.0,100.0,0.0
0.0,0.0,54.395833,0.0,0.0,54.395833,0.0,100.0,0.0
0.0,0.0,54.007292,0.0,0.0,54.007292,0.0,100.0,0.0
0.0,0.0,53.61875,0.0,0.0,53.61875,0.0,100.0,0.0
0.0,0.0,53.230208,0.0,0.0,53.230208,0.0,100.0,0.0
0.0,0.0,52.841667,0.0,0.0,52.841667,0.0,100.0,0.0
0.0,0.0,52.453125,0.0,0.0,52.453125,0.0,100.0,0.0
0.0,0.0,52.064583,0.0,0.0,52.064583,0.0,100.0,0.0
0.0,0.0,51.676042,0.0,0.0,51.676042,0.0,100.0,0.0
0.0,0.0,51.2875,0.0,0.0,51.2875,0.0,100.0,0.0
0.0,0.0,49.344792,0.0,0.0,49.344792,0.0,100.0,0.0
0.0,0.0,47.402083,0.0,0.0,47.402083,0.0,100.0,0.0
0.0,0.0,45.459375,0.0,0.0,45.459375,0.0,100.0,0.0
0.0,0.0,43.516667,0.0,0.0,43.516667,0.0,100.0,0.0
0.0,0.0,41.573958,0.0,0.0,41.573958,0.0,100.0,0.0
0.0,0.0,39.63125,0.0,0.0,39.63125,0.0,100.0,0.0
0.0,0.0,37.688542,0.0,0.0,37.688542,0.0,100.0,0.0
0.0,0.0,35.745833,0.0,0.0,35.745833,0.0,100.0,0.0
0.0,0.0,33.803125,0.0,0.0,33.803125,0.0,100.0,0.0
0.0,0.0,31.860417,0.0,0.0,31.860417,0.0,100.0,0.0
0.0,0.0,29.917708,0.0,0.0,29.917708,0.0,100.0,0.0
0.0,0.0,27.975,0.0,0.0,27.975,0.0,100.0,0.0
0.0,0.0,26.809375,0.0,0.0,26.809375,0.0,100.0,0.0
0.0,0.0,25.64375,0.0,0.0,25.64375,0.0,100.0,0.0
0.0,0.0,24.478125,0.0,0.0,24.478125,0.0,100.0,0.0
0.0,0.0,23.3125,0.0,0.0,23.3125,0.0,100.0,0.0
0.0,0.0,22.146875,0.0,0.0,22.146875,0.0,100.0,0.0
0.0,0.0,20.98125,0.0,0.0,20.98125,0.0,100.0,0.0
0.0,0.0,19.815625,0.0,0.0,19.815625,0.0,100.0,0.0
0.0,0.0,18.65,0.0,0.0,18.65,0.0,100.0,0.0
0.0,0.0,17.484375,0.0,0.0,17.484375,0.0,100.0,0.0
0.0,0.0,16.31875,0.0,0.0,16.31875,0.0,100.0,0.0
0.0,0.0,15.153125,0.0,0.0,15.153125,0.0,100.0,0.0
0.0,0.0,13.9875,0.0,0.0,13.9875,0.0,100.0,0.0
0.0,0.0,12.821875,0.0,0.0,12.821875,0.0,100.0,0.0
0.0,0.0,11.65625,0.0,0.0,11.65625,0.0,100.0,0.0
0.0,0.0,10.490625,0.0,0.0,10.490625,0.0,100.0,0.0
0.0,0.0,9.325,0.0,0.0,9.325,0.0,100.0,0.0
0.0,0.0,8.159375,0.0,0.0,8.159375,0.0,100.0,0.0
0.0,0.0,6.99375,0.0,0.0,6.99375,0.0,100.0,0.0
0.0,0.0,5.828125,0.0,0.0,5.828125,0.0,100.0,0.0
0.0,0.0,4.6625,0.0,0.0,4.6625,0.0,100.0,0.0
0.0,0.0,3.496875,0.0,0.0,3.496875,0.0,100.0,0.0
0.0,0.0,2.33125,0.0,0.0,2.33125,0.0,100.0,0.0
0.0,0.0,1.165625,0.0,0.0,1.165625,0.0,100.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,,,0.0
0.0,0.0,6.6052083,0.0,0.0,6.6052083,0.0,100.0,0.0
0.0,0.0,13.210417,0.0,0.0,13.210417,0.0,100.0,0.0
0.0,0.0,19.815625,0.0,0.0,19.815625,0.0,100.0,0.0
0.0,0.0,26.420833,0.0,0.0,26.420833,0.0,100.0,0.0
0.0,0.0,33.026042,0.0,0.0,33.026042,0.0,100.0,0.0
0.0,0.0,39.63125,0.0,0.0,39.63125,0.0,100.0,0.0
0.0,0.0,46.236458,0.0,0.0,46.236458,0.0,100.0,0.0
0.0,0.0,52.841667,0.0,0.0,52.841667,0.0,100.0,0.0
0.0,0.0,59.446875,0.0,0.0,59.446875,0.0,100.0,0.0
0.0,0.0,66.052083,0.0,0.0,66.052083,0.0,100.0,0.0
0.0,0.0,72.657292,0.0,0.0,72.657292,0.0,100.0,0.0
0.0,0.0,79.2625,0.0,0.0,79.2625,0.0,100.0,0.0
0.0,0.0,76.542708,0.0,0.0,76.542708,0.0,100.0,0.0
0.0,0.0,73.822917,0.0,0.0,73.822917,0.0,100.0,0.0
0.0,0.0,71.103125,0.0,0.0,71.103125,0.0,100.0,0.0
0.0,0.0,68.383333,0.0,0.0,68.383333,0.0,100.0,0.0
0.0,0.0,65.663542,0.0,0.0,65.663542,0.0,100.0,0.0
0.0,0.0,62.94375,0.0,0.0,62.94375,0.0,100.0,0.0
0.0,0.0,60.223958,0.0,0.0,60.223958,0.0,100.0,0.0
0.0,0.0,57.504167,0.0,0.0,57.504167,0.0,100.0,0.0
0.0,0.0,54.784375,1.1322535,0.0,53.652121,2.0667453271735354,97.93325467282646,0.0
0.0,0.0,52.064583,18.253306,0.0,33.811277,35.058968973207755,64.94103102679225,0.0
0.0,0.0,49.344792,34.517889,0.0,14.826902,69.95244746299562,30.047552537004364,0.0
0.0,63.059398,46.625,109.6844,0.0,0.0,100.0,0.0,7.56712776
0.0,487.74043,59.835417,547.57585,0.0,0.0,100.0,0.0,58.528851599999996
0.0,405.34485,73.045833,478.39068,0.0,0.0,100.0,0.0,48.641382
0.0,711.57897,86.25625,797.83522,0.0,0.0,100.0,0.0,85.3894764
0.0,547.10186,99.466667,646.56852,0.0,0.0,100.0,0.0,65.6522232
0.0,611.68974,112.67708,724.36682,0.0,0.0,100.0,0.0,73.4027688
0.0,586.02646,125.8875,711.91396,0.0,0.0,100.0,0.0,70.32317520000001
0.0,416.54253,139.09792,555.64045,0.0,0.0,100.0,0.0,49.985103599999995
0.0,693.98451,152.30833,846.29284,0.0,0.0,100.0,0.0,83.2781412
0.0,3000.5663,165.51875,3166.085,0.0,0.0,100.0,0.0,360.067956
0.0,2970.6664,178.72917,3149.3956,0.0,0.0,100.0,0.0,356.479968
0.0,2921.9764,191.93958,3113.916,0.0,0.0,100.0,0.0,350.637168
0.0,4901.4575,205.15,5106.6075,0.0,0.0,100.0,0.0,588.1749
0.0,5083.0687,214.475,5297.5437,0.0,0.0,100.0,0.0,609.9682439999999
0.0,4810.0978,223.8,5033.8978,0.0,0.0,100.0,0.0,577.211736
0.0,5144.948,233.125,5378.073,0.0,0.0,100.0,0.0,617.39376
0.0,1588.366,242.45,1830.816,0.0,0.0,100.0,0.0,190.60392
0.0,2880.1142,251.775,3131.8892,0.0,0.0,100.0,0.0,345.613704
0.0,6060.0994,261.1,6321.1994,0.0,0.0,100.0,0.0,727.211928
0.0,6798.8798,270.425,7069.3048,0.0,0.0,100.0,0.0,815.8655759999999
0.0,3226.192,279.75,3505.942,0.0,0.0,100.0,0.0,387.14304
0.0,3312.8019,289.075,3601.8769,0.0,0.0,100.0,0.0,397.536228
0.0,1755.3304,298.4,2053.7304,0.0,0.0,100.0,0.0,210.639648
0.0,4200.3982,307.725,4508.1232,0.0,0.0,100.0,0.0,504.0477839999999
0.0,1960.4118,317.05,2277.4618,0.0,0.0,100.0,0.0,235.249416
0.0,2426.867,323.26667,2750.1337,0.0,0.0,100.0,0.0,291.22404
0.0,3157.7852,329.48333,3487.2685,0.0,0.0,100.0,0.0,378.934224
0.0,2974.1706,335.7,3309.8706,0.0,0.0,100.0,0.0,356.900472
0.0,3438.175,341.91667,3780.0917,0.0,0.0,100.0,0.0,412.581
0.0,2800.4453,348.13333,3148.5786,0.0,0.0,100.0,0.0,336.053436
0.0,2710.5482,354.35,3064.8982,0.0,0.0,100.0,0.0,325.265784
0.0,3810.1504,360.56667,4170.7171,0.0,0.0,100.0,0.0,457.218048
0.0,5075.9465,366.78333,5442.7298,0.0,0.0,100.0,0.0,609.11358
0.0,4159.3987,373.0,4532.3987,0.0,0.0,100.0,0.0,499.1278439999999
0.0,4244.5652,379.21667,4623.7819,0.0,0.0,100.0,0.0,509.347824
