Import Power [kW],Export Power [kW],Load Power [kW],PV Power [kW],Battery Charging Power [kW],Battery Discharging Power [kW],PV/Import Power (%),Battery Utilization Rate (%),Profit surplus energy - [USD]
389.3724,0.0,1205.3724,0.0,0.0,816.0,0.0,67.69692088519697,0.0
381.00176,0.0,1197.0018,0.0,0.0,816.0,0.0,68.17032583143403,0.0
372.63112,0.0,1188.6311,0.0,0.0,816.0,0.0,68.65039845162391,0.0
364.26047,0.0,1180.2605,0.0,0.0,816.0,0.0,69.13728119692088,0.0
355.88983,0.0,1171.8898,0.0,0.0,816.0,0.0,69.63111882283337,0.0
347.51919,0.0,1163.5192,0.0,0.0,816.0,0.0,70.13206202469252,0.0
339.14855,0.0,1155.1485,0.0,0.0,816.0,0.0,70.64026527150989,0.0
330.77791,0.0,1146.7779,0.0,0.0,816.0,0.0,71.15588754234025,0.0
322.40727,0.0,1138.4073,0.0,0.0,816.0,0.0,71.67909249209204,0.0
314.03662,0.0,1130.0366,0.0,0.0,816.0,0.0,72.21004926371324,0.0
305.66598,0.0,1121.666,0.0,0.0,816.0,0.0,72.74893012267341,0.0
297.29534,0.0,1113.2953,0.0,0.0,816.0,0.0,73.29591445159555,0.0
288.9247,0.0,1104.9247,0.0,0.0,816.0,0.0,73.85118642021487,0.0
247.07149,0.0,1063.0715,0.0,0.0,816.0,0.0,76.75871356497387,0.0
205.21828,0.0,1021.2183,0.0,0.0,816.0,0.0,79.90456261711257,0.0
163.36507,0.0,979.36507,0.0,0.0,816.0,0.0,83.31928766869335,0.0
121.51187,0.0,937.51187,0.0,0.0,816.0,0.0,87.03889797149982,0.0
79.658658,0.0,895.65866,0.0,0.0,816.0,0.0,91.10613655230249,0.0
37.80545,0.0,853.80545,0.0,0.0,816.0,0.0,95.57212360263104,0.0
0.0,0.0,811.95224,0.0,0.0,811.95224,0.0,100.0,0.0
0.0,0.0,770.09903,0.0,0.0,770.09903,0.0,100.0,0.0
0.0,0.0,728.24583,0.0,0.0,728.24582,0.0,100.0,0.0
0.0,0.0,686.39262,0.0,0.0,686.39262,0.0,100.0,0.0
0.0,0.0,644.53941,0.0,0.0,644.53941,0.0,100.0,0.0
0.0,0.0,602.6862,0.0,0.0,602.6862,0.0,100.0,0.0
0.0,0.0,577.57427,0.0,0.0,577.57427,0.0,100.0,0.0
0.0,0.0,552.46235,0.0,0.0,552.46235,0.0,100.0,0.0
0.0,0.0,527.35042,0.0,0.0,527.35042,0.0,100.0,0.0
0.0,0.0,502.2385,0.0,0.0,502.2385,0.0,100.0,0.0
0.0,0.0,477.12657,0.0,0.0,477.12658,0.0,100.0,0.0
0.0,0.0,452.01465,0.0,0.0,452.01465,0.0,100.0,0.0
0.0,0.0,426.90272,0.0,0.0,426.90273,0.0,100.0,0.0
0.0,0.0,401.7908,0.0,0.0,401.7908,0.0,100.0,0.0
0.0,0.0,376.67887,0.0,0.0,376.67888,0.0,100.0,0.0
0.0,0.0,351.56695,0.0,0.0,351.56695,0.0,100.0,0.0
0.0,0.0,326.45502,0.0,0.0,326.45502,0.0,100.0,0.0
0.0,0.0,301.3431,0.0,0.0,301.3431,0.0,100.0,0.0
0.0,0.0,276.23118,0.0,0.0,276.23118,0.0,100.0,0.0
0.0,0.0,251.11925,0.0,0.0,251.11925,0.0,100.0,0.0
0.0,0.0,226.00733,0.0,0.0,226.00733,0.0,100.0,0.0
0.0,0.0,200.8954,0.0,0.0,200.8954,0.0,100.0,0.0
0.0,0.0,175.78347,0.0,0.0,175.78348,0.0,100.0,0.0
0.0,0.0,150.67155,0.0,0.0,150.67155,0.0,100.0,0.0
0.0,0.0,125.55962,0.0,0.0,125.55962,0.0,100.0,0.0
0.0,0.0,100.4477,0.0,0.0,100.4477,0.0,100.0,0.0
0.0,0.0,75.335775,0.0,0.0,75.335775,0.0,100.0,0.0
0.0,0.0,50.22385,0.0,0.0,50.22385,0.0,100.0,0.0
0.0,0.0,25.111925,0.0,0.0,25.111925,0.0,100.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,,,0.0
0.0,0.0,142.30091,0.0,0.0,142.30091,0.0,100.0,0.0
0.0,0.0,284.60182,0.0,0.0,284.60182,0.0,100.0,0.0
0.0,0.0,426.90272,0.0,0.0,426.90272,0.0,100.0,0.0
0.0,0.0,569.20363,0.0,0.0,569.20363,0.0,100.0,0.0
0.0,0.0,711.50454,0.0,0.0,711.50454,0.0,100.0,0.0
37.80545,0.0,853.80545,0.0,0.0,816.0,0.0,95.57212360263104,0.0
180.10636,0.0,996.10636,0.0,0.0,816.0,0.0,81.91896295090416,0.0
322.40727,0.0,1138.4073,0.0,0.0,816.0,0.0,71.67909249209204,0.0
464.70817,0.0,1280.7082,0.0,0.0,816.0,0.0,63.71474931716881,0.0
607.00908,0.0,1423.0091,0.0,0.0,816.0,0.0,57.34327429590259,0.0
749.30999,0.0,1565.31,0.0,0.0,816.0,0.0,52.13024929330452,0.0
891.6109,0.0,1707.6109,0.0,0.0,816.0,0.0,47.786061801315505,0.0
833.01641,0.0,1649.0164,0.0,0.0,816.0,0.0,49.484043642719115,0.0
774.42192,0.0,1590.4219,0.0,0.0,816.0,0.0,51.30713993177357,0.0
715.82743,0.0,1531.8274,0.0,0.0,816.0,0.0,53.269708063655706,0.0
657.23293,0.0,1473.2329,0.0,0.0,816.0,0.0,55.388389940482796,0.0
598.63844,0.0,1414.6384,0.0,0.0,816.0,0.0,57.68258354410333,0.0
540.04395,0.0,1356.0439,0.0,0.0,816.0,0.0,60.17504078684175,0.0
481.44946,0.0,1297.4495,0.0,0.0,816.0,0.0,62.89262319319937,0.0
422.85497,0.0,1238.855,0.0,0.0,816.0,0.0,65.86727419756004,0.0
357.24986,0.0,1180.2605,7.0106154,0.0,816.0,0.5939888309505615,69.13728088059976,0.0
192.64632,0.0,1121.666,113.01966,0.0,816.0,10.076053122338614,72.74893012267341,0.0
33.345819,0.0,1063.0715,213.72567,0.0,816.0,20.10454350544623,76.75871363717854,0.0
0.0,0.0,1004.477,679.13688,0.0,325.34012,67.61099358173456,32.389006418265424,0.0
0.0,2101.3665,1289.0788,3390.4453,0.0,0.0,100.0,0.0,252.16398
0.0,1388.3884,1573.6806,2962.069,0.0,0.0,100.0,0.0,166.606608
0.0,3081.7029,1858.2824,4939.9854,0.0,0.0,100.0,0.0,369.804348
0.0,1860.4976,2142.8843,4003.3819,0.0,0.0,100.0,0.0,223.25971199999998
0.0,2057.6024,2427.4861,4485.0884,0.0,0.0,100.0,0.0,246.91228800000002
0.0,1695.8957,2712.0879,4407.9836,0.0,0.0,100.0,0.0,203.507484
0.0,443.68949,2996.6897,3440.3792,0.0,0.0,100.0,0.0,53.2427388
0.0,1958.7307,3281.2915,5240.0222,0.0,0.0,100.0,0.0,235.047684
0.0,16037.671,3565.8933,19603.564,0.0,0.0,100.0,0.0,1924.52052
0.0,15649.732,3850.4952,19500.227,0.0,0.0,100.0,0.0,1877.96784
0.0,15145.45,4135.097,19280.547,0.0,0.0,100.0,0.0,1817.454
0.0,27199.069,4419.6988,31618.768,0.0,0.0,100.0,0.0,3263.8882799999997
0.0,28180.4,4620.5942,32800.994,0.0,0.0,100.0,0.0,3381.648
0.0,26347.079,4821.4896,31168.568,0.0,0.0,100.0,0.0,3161.64948
0.0,28277.225,5022.385,33299.61,0.0,0.0,100.0,0.0,3393.267
0.0,6112.6495,5223.2804,11335.93,0.0,0.0,100.0,0.0,733.5179400000001
0.0,13967.657,5424.1758,19391.833,0.0,0.0,100.0,0.0,1676.1188399999999
0.0,33514.129,5625.0712,39139.2,0.0,0.0,100.0,0.0,4021.69548
0.0,37945.306,5825.9666,43771.272,0.0,0.0,100.0,0.0,4553.43672
0.0,15681.007,6026.862,21707.869,0.0,0.0,100.0,0.0,1881.72084
0.0,16074.115,6227.7574,22301.872,0.0,0.0,100.0,0.0,1928.8937999999998
0.0,6287.5044,6428.6528,12716.157,0.0,0.0,100.0,0.0,754.5005279999999
0.0,21283.562,6629.5482,27913.11,0.0,0.0,100.0,0.0,2554.0274400000003
0.0,7270.9994,6830.4436,14101.443,0.0,0.0,100.0,0.0,872.5199279999999
0.0,10063.729,6964.3739,17028.103,0.0,0.0,100.0,0.0,1207.6474799999999
0.0,14493.943,7098.3041,21592.247,0.0,0.0,100.0,0.0,1739.27316
0.0,13261.612,7232.2344,20493.847,0.0,0.0,100.0,0.0,1591.3934399999998
0.0,16039.167,7366.1647,23405.331,0.0,0.0,100.0,0.0,1924.70004
0.0,11995.074,7500.0949,19495.169,0.0,0.0,100.0,0.0,1439.40888
0.0,11343.017,7634.0252,18977.042,0.0,0.0,100.0,0.0,1361.16204
0.0,18056.026,7767.9555,25823.981,0.0,0.0,100.0,0.0,2166.72312
0.0,25798.063,7901.8857,33699.948,0.0,0.0,100.0,0.0,3095.76756
0.0,20027.602,8035.816,28063.418,0.0,0.0,100.0,0.0,2403.3122399999997
0.0,20459.493,8169.7463,28629.239,0.0,0.0,100.0,0.0,2455.1391599999997
0.0,20350.854,8303.6765,28654.531,0.0,0.0,100.0,0.0,2442.10248
0.0,13411.175,8437.6068,21848.782,0.0,0.0,100.0,0.0,1609.341
0.0,32538.342,8512.9426,41051.285,0.0,0.0,100.0,0.0,3904.60104
0.0,21946.541,8588.2784,30534.82,0.0,0.0,100.0,0.0,2633.5849200000002
0.0,27882.06,8663.6141,36545.674,0.0,0.0,100.0,0.0,3345.8472
0.0,28784.445,8738.9499,37523.395,0.0,0.0,100.0,0.0,3454.1333999999997
0.0,58613.071,8814.2857,67427.357,0.0,0.0,100.0,0.0,7033.56852
0.0,37350.162,8889.6215,46239.783,0.0,0.0,100.0,0.0,4482.019439999999
0.0,26787.989,8964.9572,35752.946,0.0,0.0,100.0,0.0,3214.55868
0.0,16424.54,9040.293,25464.833,0.0,0.0,100.0,0.0,1970.9448
0.0,17825.542,9115.6288,26941.17,0.0,0.0,100.0,0.0,2139.06504
0.0,15581.587,9190.9646,24772.551,0.0,0.0,100.0,0.0,1869.7904399999998
0.0,9669.5515,9266.3003,18935.852,0.0,0.0,100.0,0.0,1160.34618
0.0,7999.3666,9341.6361,17341.003,0.0,0.0,100.0,0.0,959.923992
0.0,8896.0918,9400.2306,18296.322,0.0,0.0,100.0,0.0,1067.531016
0.0,6894.3395,9458.8251,16353.165,0.0,0.0,100.0,0.0,827.32074
0.0,7316.2954,9517.4196,16833.715,0.0,0.0,100.0,0.0,877.9554479999999
0.0,5638.2824,9576.0141,15214.296,0.0,0.0,100.0,0.0,676.593888
0.0,14418.924,9634.6086,24053.532,0.0,0.0,100.0,0.0,1730.27088
0.0,14742.602,9693.2031,24435.805,0.0,0.0,100.0,0.0,1769.11224
0.0,22556.361,9751.7975,32308.159,0.0,0.0,100.0,0.0,2706.76332
0.0,15434.761,9810.392,25245.153,0.0,0.0,100.0,0.0,1852.17132
0.0,14637.636,9868.9865,24506.623,0.0,0.0,100.0,0.0,1756.51632
0.0,12202.305,9927.581,22129.886,0.0,0.0,100.0,0.0,1464.2766
0.0,22588.635,9986.1755,32574.81,0.0,0.0,100.0,0.0,2710.6362
0.0,20781.271,10044.77,30826.041,0.0,0.0,100.0,0.0,2493.75252
