Hora,P_base [kW],P_VE [kW],P_DER [kW],P_carga [kW]
2025-01-01 00:00:00,283050.33595960494,2639.652,0.0,285689.98795960494
2025-01-01 00:05:00,280523.10081710847,2621.3211,4.3543457e-19,283144.42191710847
2025-01-01 00:10:00,277995.865674612,2602.9902,0.0,280598.855874612
2025-01-01 00:15:00,275468.6305321155,2584.6592,0.0,278053.2897321155
2025-01-01 00:20:00,272941.39538961905,2566.3283,0.0,275507.72368961904
2025-01-01 00:25:00,270414.1602471226,2547.9974,0.0,272962.15764712257
2025-01-01 00:30:00,267886.9251046261,2529.6665,0.0,270416.5916046261
2025-01-01 00:35:00,265359.68996212963,2511.3356,0.0,267871.0255621296
2025-01-01 00:40:00,262832.45481963316,2493.0047,0.0,265325.45951963315
2025-01-01 00:45:00,260305.21967713666,2474.6737,2.9030969e-19,262779.8933771367
2025-01-01 00:50:00,257777.98453464019,2456.3428,0.0,260234.3273346402
2025-01-01 00:55:00,255250.7493921437,2438.0119,0.0,257688.76129214372
2025-01-01 01:00:00,252723.51424964724,2419.681,0.0,255143.19524964725
2025-01-01 01:05:00,252302.30839256448,2328.0264,5.8066434e-19,254630.33479256448
2025-01-01 01:10:00,251881.10253548177,2236.3718,0.0,254117.47433548176
2025-01-01 01:15:00,251459.896678399,2144.7172,5.8070929e-19,253604.61387839902
2025-01-01 01:20:00,251038.69082131624,2053.0627,0.0,253091.75352131625
2025-01-01 01:25:00,250617.48496423353,1961.4081,7.258491499999999e-19,252578.89306423353
2025-01-01 01:30:00,250196.27910715077,1869.7535,1.3064835e-18,252066.03260715076
2025-01-01 01:35:00,249775.073250068,1778.0989,0.0,251553.172150068
2025-01-01 01:40:00,249353.8673929853,1686.4443,0.0,251040.3116929853
2025-01-01 01:45:00,248932.66153590253,1594.7897,2.9032468e-19,250527.45123590252
2025-01-01 01:50:00,248511.45567881977,1503.1352,0.0,250014.59087881976
2025-01-01 01:55:00,248090.24982173706,1411.4806,0.0,249501.73042173707
2025-01-01 02:00:00,247669.0439646543,1319.826,0.0,248988.8699646543
2025-01-01 02:05:00,247247.83810757153,1264.8332,0.0,248512.67130757152
2025-01-01 02:10:00,246826.6322504888,1209.8405,0.0,248036.47275048879
2025-01-01 02:15:00,246405.42639340606,1154.8477,0.0,247560.27409340607
2025-01-01 02:20:00,245984.2205363233,1099.855,0.0,247084.0755363233
2025-01-01 02:25:00,245563.01467924056,1044.8622,0.0,246607.87687924056
2025-01-01 02:30:00,245141.80882215782,989.8695,0.0,246131.67832215782
2025-01-01 02:35:00,244720.60296507506,934.87675,0.0,245655.47971507505
2025-01-01 02:40:00,244299.39710799232,879.884,0.0,245179.2811079923
2025-01-01 02:45:00,243878.1912509096,824.89125,0.0,244703.08250090957
2025-01-01 02:50:00,243456.98539382682,769.8985,7.257892099999999e-19,244226.88389382683
2025-01-01 02:55:00,243035.77953674408,714.90575,0.0,243750.6852867441
2025-01-01 03:00:00,242614.57367966135,659.913,0.0,243274.48667966135
2025-01-01 03:05:00,244720.60296507506,604.92025,0.0,245325.52321507505
2025-01-01 03:10:00,246826.6322504888,549.9275,0.0,247376.55975048878
2025-01-01 03:15:00,248932.66153590253,494.93475,0.0,249427.59628590252
2025-01-01 03:20:00,251038.69082131624,439.942,0.0,251478.63282131625
2025-01-01 03:25:00,253144.72010673,384.94925,0.0,253529.66935673
2025-01-01 03:30:00,255250.7493921437,329.9565,5.808890999999999e-19,255580.7058921437
2025-01-01 03:35:00,257356.77867755742,274.96375,0.0,257631.74242755742
2025-01-01 03:40:00,259462.80796297116,219.971,0.0,259682.77896297115
2025-01-01 03:45:00,261568.83724838492,164.97825,2.9045954e-19,261733.8154983849
2025-01-01 03:50:00,263674.86653379863,109.9855,0.0,263784.85203379864
2025-01-01 03:55:00,265780.89581921237,54.99275,0.0,265835.88856921234
2025-01-01 04:00:00,267886.9251046261,0.0,0.0,267886.9251046261
2025-01-01 04:05:00,273783.8071037845,311.62558,0.0,274095.4326837845
2025-01-01 04:10:00,279680.68910294294,623.25117,0.0,280303.94027294294
2025-01-01 04:15:00,285577.5711021014,934.87675,0.0,286512.4478521014
2025-01-01 04:20:00,291474.45310125983,1246.5023,0.0,292720.9554012598
2025-01-01 04:25:00,297371.33510041825,1558.1279,0.0,298929.46300041827
2025-01-01 04:30:00,303268.2170995767,1869.7535,2.1785964e-19,305137.9705995767
2025-01-01 04:35:00,309165.09909873514,2181.3791,0.0,311346.47819873516
2025-01-01 04:40:00,315061.9810978936,2493.0047,0.0,317554.9857978936
2025-01-01 04:45:00,320958.863097052,2804.6302,0.0,323763.493297052
2025-01-01 04:50:00,326855.74509621045,3116.2558,0.0,329972.00089621043
2025-01-01 04:55:00,332752.62709536887,3427.8814,0.0,336180.5084953689
2025-01-01 05:00:00,338649.50909452734,3739.507,0.0,342389.0160945273
2025-01-01 05:05:00,340334.3325228583,3611.1906,0.0,343945.52312285826
2025-01-01 05:10:00,342019.1559511893,3482.8742,0.0,345502.0301511893
2025-01-01 05:15:00,343703.9793795203,3354.5577,2.1784465e-19,347058.5370795203
2025-01-01 05:20:00,345388.8028078512,3226.2413,0.0,348615.0441078512
2025-01-01 05:25:00,347073.6262361822,3097.9249,5.0825924e-19,350171.55113618216
2025-01-01 05:30:00,348758.4496645132,2969.6085,6.5345903e-19,351728.05816451315
2025-01-01 05:35:00,350443.2730928442,2841.2921,0.0,353284.5651928442
2025-01-01 05:40:00,352128.0965211752,2712.9757,0.0,354841.0722211752
2025-01-01 05:45:00,353812.9199495061,2584.6592,14.537212,356383.0419375061
2025-01-01 05:50:00,355497.7433778371,2456.3428,234.35757,357719.7286078371
2025-01-01 05:55:00,357182.5668061681,2328.0264,443.18155,359067.4116561681
2025-01-01 06:00:00,358867.39023449906,2199.71,1408.2582,359658.8420344991
2025-01-01 06:05:00,358867.39023449906,2822.9612,7030.4274,354659.9240344991
2025-01-01 06:10:00,358867.39023449906,3446.2123,6142.1463,356171.45623449906
2025-01-01 06:15:00,358867.39023449906,4069.4635,10243.554,352693.2997344991
2025-01-01 06:20:00,358867.39023449906,4692.7147,8301.4127,355258.6922344991
2025-01-01 06:25:00,358867.39023449906,5315.9658,9300.2794,354883.07663449907
2025-01-01 06:30:00,358867.39023449906,5939.217,9140.3948,355666.21243449906
2025-01-01 06:35:00,358867.39023449906,6562.4682,7133.9703,358295.8881344991
2025-01-01 06:40:00,358867.39023449906,7185.7193,10865.71,355187.39953449904
2025-01-01 06:45:00,358867.39023449906,7808.9705,40649.95,326026.41073449905
2025-01-01 06:50:00,358867.39023449906,8432.2217,40435.672,326863.93993449904
2025-01-01 06:55:00,358867.39023449906,9055.4728,39980.143,327942.72003449907
2025-01-01 07:00:00,358867.39023449906,9678.724,65564.677,302981.437234499
2025-01-01 07:05:00,360973.4195199128,10118.666,68016.141,303075.9445199128
2025-01-01 07:10:00,363079.4488053265,10558.608,64631.143,309006.9138053265
2025-01-01 07:15:00,365185.4780907402,10998.55,69050.072,307133.9560907402
2025-01-01 07:20:00,367291.507376154,11438.492,23506.184,355223.81537615403
2025-01-01 07:25:00,369397.5366615677,11878.434,40210.904,341065.0666615677
2025-01-01 07:30:00,371503.5659469814,12318.376,81159.046,302662.8959469814
2025-01-01 07:35:00,373609.59523239516,12758.318,90764.11,295603.8032323952
2025-01-01 07:40:00,375715.6245178089,13198.26,45013.436,343900.4485178089
2025-01-01 07:45:00,377821.65380322264,13638.202,46245.162,345214.6938032226
2025-01-01 07:50:00,379927.6830886364,14078.144,26368.224,367637.60308863636
2025-01-01 07:55:00,382033.7123740501,14518.086,57880.626,338671.17237405013
2025-01-01 08:00:00,384139.7416594638,14958.028,29240.752,369857.0176594638
2025-01-01 08:05:00,385824.5650877948,15251.323,35309.474,365766.4140877948
2025-01-01 08:10:00,387509.3885161258,15544.617,44773.684,358280.3215161258
2025-01-01 08:15:00,389194.21194445674,15837.912,42496.04,362536.08394445677
2025-01-01 08:20:00,390879.03537278774,16131.207,48533.295,358476.94737278775
2025-01-01 08:25:00,392563.85880111874,16424.501,40425.183,368563.1768011187
2025-01-01 08:30:00,394248.6822294497,16717.796,39350.794,371615.68422944966
2025-01-01 08:35:00,395933.5056577807,17011.091,53548.607,359395.9896577807
2025-01-01 08:40:00,397618.3290861117,17304.385,69880.213,345042.5010861117
2025-01-01 08:45:00,399303.1525144427,17597.68,58192.303,358708.52951444266
2025-01-01 08:50:00,400987.9759427736,17890.975,59365.59,359513.36094277364
2025-01-01 08:55:00,402672.79937110463,18184.269,59418.036,361439.03237110464
2025-01-01 09:00:00,404357.62279943563,18477.564,45305.634,377529.5527994356
2025-01-01 09:05:00,405200.0345136011,18642.542,85123.944,338718.6325136011
2025-01-01 09:10:00,406042.4462277666,18807.52,63317.002,361532.9642277666
2025-01-01 09:15:00,406884.8579419321,18972.499,75781.109,350076.2479419321
2025-01-01 09:20:00,407727.2696560975,19137.477,77808.512,349056.23465609754
2025-01-01 09:25:00,408569.68137026305,19302.455,139817.37,288054.76637026307
2025-01-01 09:30:00,409412.0930844286,19467.433,95882.815,332996.7110844286
2025-01-01 09:35:00,410254.504798594,19632.412,74137.309,355749.607798594
2025-01-01 09:40:00,411096.9165127595,19797.39,52803.877,378090.42951275955
2025-01-01 09:45:00,411939.328226925,19962.368,55865.211,376036.485226925
2025-01-01 09:50:00,412781.73994109046,20127.347,51368.362,381540.72494109045
2025-01-01 09:55:00,413624.15165525593,20292.325,39265.382,394651.09465525596
2025-01-01 10:00:00,414466.56336942146,20457.303,35958.303,398965.56336942146
2025-01-01 10:05:00,415308.97508358693,20585.619,37939.254,397955.3400835869
2025-01-01 10:10:00,416151.3867977524,20713.936,33909.922,402955.4007977524
2025-01-01 10:15:00,416993.79851191794,20842.252,34906.391,402929.6595119179
2025-01-01 10:20:00,417836.2102260834,20970.569,31548.365,407258.41422608343
2025-01-01 10:25:00,418678.6219402489,21098.885,49877.405,389900.10194024886
2025-01-01 10:30:00,419521.0336544144,21227.201,50670.085,390078.1496544144
2025-01-01 10:35:00,420363.4453685799,21355.518,66994.198,374724.7653685799
2025-01-01 10:40:00,421205.85708274535,21483.834,52348.349,390341.34208274534
2025-01-01 10:45:00,422048.2687969109,21612.151,50816.933,392843.4867969109
2025-01-01 10:50:00,422890.6805110764,21740.467,45888.531,398742.6165110764
2025-01-01 10:55:00,423733.0922252418,21868.784,67547.126,378054.7502252418
2025-01-01 11:00:00,424575.50393940735,21997.1,63920.878,382651.72593940736
2025-01-01 11:05:00,422890.6805110764,21667.143,149844.99,294712.8335110764
2025-01-01 11:10:00,421205.85708274535,21337.187,98154.465,344388.57908274536
2025-01-01 11:15:00,419521.0336544144,21007.23,58984.983,381543.2806544144
2025-01-01 11:20:00,417836.2102260834,20677.274,63077.25,375436.2342260834
2025-01-01 11:25:00,416151.38679775246,20347.317,59316.141,377182.56279775244
2025-01-01 11:30:00,414466.5633694215,20017.361,60541.873,373942.0513694215
2025-01-01 11:35:00,412781.73994109046,19687.404,65858.373,366610.7709410904
2025-01-01 11:40:00,411096.9165127595,19357.448,67563.609,362890.7555127595
2025-01-01 11:45:00,409412.0930844286,19027.491,61015.383,367424.2010844286
2025-01-01 11:50:00,407727.2696560975,18697.535,60870.034,365554.7706560975
2025-01-01 11:55:00,406042.4462277666,18367.578,75891.994,348518.03022776655
2025-01-01 12:00:00,404357.62279943563,18037.622,114405.15,307990.0947994356
2025-01-01 12:05:00,403936.41694235284,17817.651,86267.262,335486.80594235286
2025-01-01 12:10:00,403515.2110852701,17597.68,69243.372,351869.5190852701
2025-01-01 12:15:00,403094.0052281874,17377.709,61779.593,358692.1212281874
2025-01-01 12:20:00,402672.79937110463,17157.738,66985.208,352845.32937110466
2025-01-01 12:25:00,402251.5935140219,16937.767,64620.654,354568.7065140219
2025-01-01 12:30:00,401830.38765693916,16717.796,65026.734,353521.44965693913
2025-01-01 12:35:00,401409.18179985636,16497.825,49842.94,368064.0667998564
2025-01-01 12:40:00,400987.9759427736,16277.854,47135.241,370130.58894277364
2025-01-01 12:45:00,400566.7700856909,16057.883,51817.897,364806.75608569087
2025-01-01 12:50:00,400145.56422860816,15837.912,45379.058,370604.41822860815
2025-01-01 12:55:00,399724.3583715254,15617.941,43431.073,371911.22637152544
2025-01-01 13:00:00,399303.1525144427,15397.97,47602.758,367098.3645144426
2025-01-01 13:05:00,399724.3583715254,15287.984,43194.318,371818.0243715254
2025-01-01 13:10:00,400145.56422860816,15177.999,40885.207,374438.3562286082
2025-01-01 13:15:00,400566.7700856909,15068.013,39999.623,375635.16008569085
