Hora,P_carga [kW],FC red
2025-01-01 00:00:00,132518.44429600012,1.0193726484307701
2025-01-01 00:05:00,131336.1831305001,1.010278331773078
2025-01-01 00:10:00,130153.9219750001,1.0011840151923086
2025-01-01 00:15:00,128971.66080950011,0.9920896985346163
2025-01-01 00:20:00,127789.3996440001,0.9829953818769239
2025-01-01 00:25:00,126607.1384885001,0.9739010652961547
2025-01-01 00:30:00,125424.8773230001,0.9648067486384624
2025-01-01 00:35:00,124242.6161575001,0.95571243198077
2025-01-01 00:40:00,123060.3550020001,0.9466181154000008
2025-01-01 00:45:00,121878.0938365001,0.9375237987423086
2025-01-01 00:50:00,120695.8326710001,0.9284294820846162
2025-01-01 00:55:00,119513.5715155001,0.9193351655038469
2025-01-01 01:00:00,118331.31035000009,0.9102408488461545
2025-01-01 01:05:00,118118.37812908342,0.9086029086852572
2025-01-01 01:10:00,117905.44589816676,0.9069649684474367
2025-01-01 01:15:00,117692.51367725008,0.9053270282865392
2025-01-01 01:20:00,117479.5814563334,0.9036890881256415
2025-01-01 01:25:00,117266.64922541675,0.9020511478878213
2025-01-01 01:30:00,117053.71700450008,0.9004132077269237
2025-01-01 01:35:00,116840.78478358344,0.8987752675660264
2025-01-01 01:40:00,116627.85255266677,0.897137327328206
2025-01-01 01:45:00,116414.92033175008,0.8954993871673084
2025-01-01 01:50:00,116201.98811083342,0.893861447006411
2025-01-01 01:55:00,115989.05587991676,0.8922235067685906
2025-01-01 02:00:00,115776.12365900008,0.890585566607693
2025-01-01 02:05:00,115569.76606808342,0.8889982005237187
2025-01-01 02:10:00,115363.40847716675,0.8874108344397443
2025-01-01 02:15:00,115157.05088625009,0.88582346835577
2025-01-01 02:20:00,114950.69329533342,0.8842361022717955
2025-01-01 02:25:00,114744.33570441676,0.8826487361878214
2025-01-01 02:30:00,114537.97811350008,0.8810613701038468
2025-01-01 02:35:00,114331.6205225834,0.8794740040198723
2025-01-01 02:40:00,114125.26293166676,0.8778866379358982
2025-01-01 02:45:00,113918.90534075008,0.8762992718519237
2025-01-01 02:50:00,113712.5477498334,0.8747119057679492
2025-01-01 02:55:00,113506.19015891675,0.8731245396839751
2025-01-01 03:00:00,113299.83256800009,0.8715371736000007
