Hora,P_carga [kW],FC red
2025-01-01 00:00:00,613525.1432297501,4.719424178690385
2025-01-01 00:05:00,608060.6957580559,4.6773899673696615
2025-01-01 00:10:00,602596.2482863617,4.635355756048936
2025-01-01 00:15:00,597131.8007146675,4.593321543958981
2025-01-01 00:20:00,591667.3532429733,4.551287332638257
2025-01-01 00:25:00,586202.9057712791,4.509253121317532
2025-01-01 00:30:00,580738.4582995849,4.467218909996808
2025-01-01 00:35:00,575274.0108278907,4.425184698676083
2025-01-01 00:40:00,569809.5633561965,4.3831504873553575
2025-01-01 00:45:00,564345.1157845024,4.341116275265403
2025-01-01 00:50:00,558880.6683128081,4.299082063944678
2025-01-01 00:55:00,553416.220841114,4.257047852623954
2025-01-01 01:00:00,547951.7733694197,4.215013641303229
2025-01-01 01:05:00,546813.4086074707,4.206256989288236
2025-01-01 01:10:00,545675.0438455216,4.197500337273244
2025-01-01 01:15:00,544536.6791835726,4.1887436860274825
2025-01-01 01:20:00,543398.3144216235,4.1799870340124885
2025-01-01 01:25:00,542259.9496596745,4.171230381997497
2025-01-01 01:30:00,541121.5848977255,4.162473729982504
2025-01-01 01:35:00,539983.2201357764,4.153717077967512
2025-01-01 01:40:00,538844.8553738275,4.14496042595252
2025-01-01 01:45:00,537706.4906118785,4.136203773937527
2025-01-01 01:50:00,536568.1259499294,4.127447122691764
2025-01-01 01:55:00,535429.7611879804,4.118690470676773
2025-01-01 02:00:00,534291.3964260312,4.109933818661779
2025-01-01 02:05:00,533247.2206640822,4.101901697416017
2025-01-01 02:10:00,532203.0450021332,4.093869576939487
2025-01-01 02:15:00,531158.8692401842,4.085837455693725
2025-01-01 02:20:00,530114.6935782351,4.077805335217193
2025-01-01 02:25:00,529070.5178162862,4.069773213971432
2025-01-01 02:30:00,528026.3421543371,4.061741093494901
2025-01-01 02:35:00,526982.166392388,4.053708972249139
2025-01-01 02:40:00,525937.9907304391,4.045676851772608
2025-01-01 02:45:00,524893.81496849,4.037644730526846
2025-01-01 02:50:00,523849.63930654095,4.029612610050315
2025-01-01 02:55:00,522805.463544592,4.021580488804554
2025-01-01 03:00:00,521761.2878826429,4.013548368328022
2025-01-01 03:05:00,526134.465192388,4.0471881937876
2025-01-01 03:10:00,530507.6424021333,4.080828018477949
2025-01-01 03:15:00,534880.8196118784,4.1144678431682955
2025-01-01 03:20:00,539253.9969216235,4.148107668627873
2025-01-01 03:25:00,543627.1741813688,4.181747493702837
2025-01-01 03:30:00,548000.3514411139,4.2153873187777995
2025-01-01 03:35:00,552373.528700859,4.2490271438527625
2025-01-01 03:40:00,556746.7059606041,4.282666968927725
2025-01-01 03:45:00,561119.8832203496,4.316306794002689
2025-01-01 03:50:00,565493.0604800946,4.3499466190776515
2025-01-01 03:55:00,569866.2377398398,4.3835864441526144
2025-01-01 04:00:00,574239.4149995849,4.4172262692275766
2025-01-01 04:05:00,587680.5120468715,4.520619323437473
2025-01-01 04:10:00,601121.6091341579,4.624012377955061
2025-01-01 04:15:00,614562.7061014443,4.727405431549572
2025-01-01 04:20:00,628003.8031687307,4.830798485913314
2025-01-01 04:25:00,641444.9002360173,4.934191540277056
2025-01-01 04:30:00,654885.9973033037,5.037584594640798
2025-01-01 04:35:00,668327.0943705902,5.14097764900454
2025-01-01 04:40:00,681768.1914378767,5.244370703368282
2025-01-01 04:45:00,695209.2884051631,5.347763756962793
2025-01-01 04:50:00,708650.3854724495,5.451156811326535
2025-01-01 04:55:00,722091.482539736,5.554549865690277
2025-01-01 05:00:00,735532.5796070225,5.657942920054019
2025-01-01 05:05:00,738814.4866548185,5.68318835888322
2025-01-01 05:10:00,742096.3937026147,5.708433797712421
2025-01-01 05:15:00,745378.3006504109,5.733679235772392
2025-01-01 05:20:00,748660.2076982069,5.758924674601592
2025-01-01 05:25:00,751942.114746003,5.7841701134307915
2025-01-01 05:30:00,755224.0217937991,5.809415552259994
2025-01-01 05:35:00,758505.9288415953,5.834660991089194
2025-01-01 05:40:00,761787.8358893914,5.859906429918396
2025-01-01 05:45:00,765069.7428371876,5.885151867978367
2025-01-01 05:50:00,768351.6498849838,5.9103973068075675
2025-01-01 05:55:00,771633.5569327798,5.935642745636769
2025-01-01 06:00:00,774915.4639805759,5.9608881844659685
2025-01-01 06:05:00,776516.6775805759,5.973205212158276
2025-01-01 06:10:00,778117.891080576,5.985522239081354
2025-01-01 06:15:00,779719.104980576,5.997839269081354
2025-01-01 06:20:00,781320.317980576,6.0101562921582765
2025-01-01 06:25:00,782921.531980576,6.022473322927508
2025-01-01 06:30:00,784522.744980576,6.0347903460044305
2025-01-01 06:35:00,786123.9589805759,6.047107376773662
2025-01-01 06:40:00,787725.1729805759,6.059424407542893
2025-01-01 06:45:00,789326.3859805759,6.071741430619816
2025-01-01 06:50:00,790927.599980576,6.084058461389047
2025-01-01 06:55:00,792528.812980576,6.09637548446597
2025-01-01 07:00:00,794130.026980576,6.108692515235201
2025-01-01 07:05:00,799774.755790321,6.152113506079393
2025-01-01 07:10:00,805419.4856000663,6.195534504615894
2025-01-01 07:15:00,811064.2144098113,6.238955495460088
2025-01-01 07:20:00,816708.9432195567,6.282376486304283
2025-01-01 07:25:00,822353.6730293018,6.325797484840783
2025-01-01 07:30:00,827998.401839047,6.369218475684977
2025-01-01 07:35:00,833643.1316487921,6.4126394742214785
2025-01-01 07:40:00,839287.8604585372,6.456060465065672
2025-01-01 07:45:00,844932.5892682825,6.499481455909867
2025-01-01 07:50:00,850577.3190780277,6.542902454446367
2025-01-01 07:55:00,856222.0478877728,6.58632344529056
2025-01-01 08:00:00,861866.777697518,6.629744443827063
2025-01-01 08:05:00,866231.858345314,6.663321987271647
2025-01-01 08:10:00,870596.9389931103,6.696899530716234
