Hora,P_carga [kW],FC red
2025-01-01 00:00:00,557872.3722452273,4.291325940347903
2025-01-01 00:05:00,552903.8438073235,4.253106490825566
2025-01-01 00:10:00,547935.3153694198,4.214887041303229
2025-01-01 00:15:00,542966.7869315158,4.176667591780891
2025-01-01 00:20:00,537998.258493612,4.138448142258555
2025-01-01 00:25:00,533029.7300557082,4.100228692736217
2025-01-01 00:30:00,528061.2016178045,4.062009243213881
2025-01-01 00:35:00,523092.6731799006,4.023789793691543
2025-01-01 00:40:00,518124.1447419968,3.985570344169206
2025-01-01 00:45:00,513155.6163040929,3.947350894646869
2025-01-01 00:50:00,508187.08786618913,3.9091314451245323
2025-01-01 00:55:00,503218.5594282853,3.8709119956021945
2025-01-01 01:00:00,498250.0309903815,3.8326925460798575
2025-01-01 01:05:00,497210.9094340642,3.8246993033389556
2025-01-01 01:10:00,496171.7878777469,3.8167060605980536
2025-01-01 01:15:00,495132.6663214296,3.808712817857151
2025-01-01 01:20:00,494093.5447651122,3.800719575116248
2025-01-01 01:25:00,493054.423208795,3.7927263323753464
2025-01-01 01:30:00,492015.3016524777,3.784733089634444
2025-01-01 01:35:00,490976.18009616033,3.7767398468935416
2025-01-01 01:40:00,489937.0585398431,3.7687466041526396
2025-01-01 01:45:00,488897.93698352575,3.7607533614117368
2025-01-01 01:50:00,487858.8154272085,3.752760118670835
2025-01-01 01:55:00,486819.6938708912,3.7447668759299324
2025-01-01 02:00:00,485780.5723145738,3.736773633189029
2025-01-01 02:05:00,484828.7749582565,3.729452115063512
2025-01-01 02:10:00,483876.9776019393,3.7221305969379945
2025-01-01 02:15:00,482925.18024562194,3.714809078812477
2025-01-01 02:20:00,481973.3828893047,3.70748756068696
2025-01-01 02:25:00,481021.5855329873,3.7001660425614413
2025-01-01 02:30:00,480069.78817667,3.6928445244359227
2025-01-01 02:35:00,479117.9908203527,3.6855230063104054
2025-01-01 02:40:00,478166.19346403546,3.678201488184888
2025-01-01 02:45:00,477214.3961077181,3.6708799700593704
2025-01-01 02:50:00,476262.5987514008,3.663558451933852
2025-01-01 02:55:00,475310.8013950835,3.656236933808335
2025-01-01 03:00:00,474359.0040387662,3.648915415682817
2025-01-01 03:05:00,478332.0730203527,3.679477484771944
2025-01-01 03:10:00,482305.1420019393,3.7100395538610718
2025-01-01 03:15:00,486278.2109835258,3.7406016229501984
2025-01-01 03:20:00,490251.2799651122,3.771163692039325
2025-01-01 03:25:00,494224.3489466988,3.801725761128453
2025-01-01 03:30:00,498197.4179282853,3.8322878302175796
