,Year,L1,L2,L3,Utilization L1,Utilization L2,Utilization L3,Emission L1,Emission L2,Emission L3,EV/CP L1,EV/CP L2,EV/CP L3,Area L1,Area L2,Area L3,Jobs,DAC L1 case1,DAC L2 case1,DAC L3 case1,DAC L1 case2,DAC L2 case2,DAC L3 case2,DAC L1 case3,DAC L2 case3,DAC L3 case3
0,2025,1,1,1,0,0,0,0,0,0,0,0,0,0,0.1,28.25,5,800,6500,75000,800.0,6500.0,75000.0,800.0,6500.0,75000.0
1,2026,1,1,1,17,2,1,18,5,4,2,2,2,0,0.1,28.25,5,800,6500,75000,1085.0,6785.0,75285.0,907.0,6607.0,75107.0
2,2027,2,1,1,69,13,3,27,8,5,8,15,15,0,0.1,28.25,5,834,6500,75000,2903.0,8569.0,77069.0,1614.0,7281.0,75781.0
3,2028,4,1,1,97,34,9,50,13,10,8,31,31,0,0.1,28.25,5,895,6500,75000,6320.0,11925.0,80425.0,2944.0,8550.0,77050.0
4,2029,9,1,1,100,73,21,77,19,17,7,63,63,0,0.1,28.25,5,1035,6500,75000,12736.0,18202.0,86702.0,5460.0,10927.0,79427.0
5,2030,17,2,1,98,64,41,107,25,25,6,48,95,0,0.2,28.25,5,1239,6707,75000,21644.0,27113.0,95407.0,8963.0,14433.0,82727.0
6,2031,27,3,1,100,68,66,173,39,41,5,43,127,0,0.30000000000000004,28.25,5,1515,6931,75000,34644.0,40062.0,108132.0,14069.0,19487.0,87557.0
7,2032,43,4,2,99,81,53,273,62,65,5,49,97,0,0.4,28.5,10,1930,7142,77430,53366.0,58580.0,128868.0,21445.0,26659.0,96947.0
8,2033,61,5,2,100,92,76,391,88,93,4,46,114,0,0.5,28.5,10,2369,7340,77430,74113.0,79086.0,149176.0,29608.0,34582.0,104672.0
9,2034,82,7,3,100,88,68,527,118,126,4,38,88,0,0.7000000000000001,28.75,15,2850,7712,79576,96749.0,101613.0,173477.0,38518.0,43384.0,115247.0
10,2035,109,9,3,100,91,91,699,155,168,4,37,111,0,0.9,28.75,15,3722,9810,79576,123895.0,129985.0,199752.0,49389.0,55481.0,125246.0
11,2036,141,11,4,100,96,88,905,201,217,3,37,100,0,1.1,29.0,20,4369,10139,81472,154394.0,160166.0,231500.0,61404.0,67178.0,138509.0
12,2037,181,14,5,100,97,91,1167,259,280,3,37,101,0,1.4000000000000001,29.25,25,5130,10603,83254,193064.0,198539.0,271191.0,76614.0,82091.0,154741.0
13,2038,231,18,6,100,96,97,1484,329,357,3,34,102,0,1.8,29.5,30,6023,11184,84929,238863.0,244025.0,317771.0,94635.0,99800.0,173544.0
14,2039,286,22,8,100,97,90,1839,407,442,3,32,86,0,2.2,30.0,40,6947,11730,88076,288018.0,292802.0,369149.0,113961.0,118748.0,195094.0
15,2040,355,27,9,100,98,100,2287,505,550,3,32,96,0,2.7,30.25,45,8036,12371,89555,348895.0,353231.0,430416.0,137914.0,142254.0,219438.0
16,2041,439,33,12,100,100,93,2830,625,682,3,32,88,0,3.3000000000000003,31.0,60,9282,13094,93725,420204.0,424017.0,504649.0,165995.0,169813.0,250443.0
17,2042,539,41,14,100,98,97,3469,766,835,3,31,89,0,4.1000000000000005,31.5,70,10676,14000,96338,500896.0,504221.0,586560.0,197806.0,201136.0,283473.0
18,2043,653,49,17,100,100,97,4206,929,1012,3,30,84,0,4.9,32.25,85,12169,14852,100022,589820.0,592504.0,677675.0,232877.0,235565.0,320734.0
19,2044,783,59,20,100,100,99,5043,1117,1210,3,28,81,0,5.9,33.0,100,13769,15852,103484,686225.0,688309.0,775941.0,270898.0,272986.0,360617.0
20,2045,928,70,24,100,100,97,5982,1327,1433,2,26,76,0,7.0,34.0,120,16285,22055,129511,790326.0,796097.0,903553.0,312425.0,318200.0,425654.0
21,2046,1093,82,28,100,100,98,7042,1564,1685,2,25,74,0,8.200000000000001,35.0,140,18079,23115,133588,901859.0,906896.0,1017369.0,356326.0,361367.0,471838.0
22,2047,1277,96,32,100,100,100,8227,1829,1966,2,24,72,0,9.600000000000001,36.0,160,19960,24278,137420,1020861.0,1025180.0,1138322.0,403069.0,407392.0,520533.0
23,2048,1480,112,37,100,100,100,12717,2830,3036,2,23,69,0,11.200000000000001,37.25,185,21910,25527,141922,1146637.0,1150255.0,1266650.0,452343.0,455965.0,572359.0
24,2049,1706,129,43,100,100,99,14663,3266,3497,2,22,66,0,12.9,38.75,215,23950,26774,146999,1281088.0,1283913.0,1404138.0,504797.0,507626.0,627850.0
25,2050,1950,147,49,100,100,100,16758,3735,3993,2,21,62,0,14.700000000000001,40.25,245,26020,28015,151771,1419250.0,1421245.0,1545001.0,558520.0,560520.0,684275.0
26,2051,2211,167,56,100,100,99,19004,4238,4526,2,20,59,0,16.7,42.0,280,30289,30673,162503,1709764.0,1710148.0,1841978.0,671043.0,671432.0,803262.0
27,2052,2492,188,63,100,100,99,21419,4779,5098,2,19,56,0,18.8,43.75,315,34729,33369,172873,2017423.0,2016063.0,2155566.0,789710.0,788355.0,927858.0
28,2053,2802,211,70,100,100,100,24081,5372,5732,2,19,56,0,21.1,45.5,350,39462,36222,182892,2355382.0,2352143.0,2498811.0,941494.0,938259.0,1084928.0
29,2054,3132,236,79,100,100,99,26916,6000,6412,2,18,52,0,23.6,47.75,395,44330,39219,195338,2710211.0,2705101.0,2861218.0,1130128.0,1125021.0,1281139.0
30,2055,3488,263,87,100,100,100,37467,8346,8932,2,17,51,0,26.3,49.75,435,51941,57978,259469,3093673.0,3099711.0,3301200.0,1370036.0,1376077.0,1577567.0
