,Year,L1,L2,L3,Utilization L1,Utilization L2,Utilization L3,Emission L1,Emission L2,Emission L3,EV/CP L1,EV/CP L2,EV/CP L3,Area L1,Area L2,Area L3,Jobs,DAC L1 case1,DAC L2 case1,DAC L3 case1,DAC L1 case2,DAC L2 case2,DAC L3 case2,DAC L1 case3,DAC L2 case3,DAC L3 case3
0,2025,1,1,1,0,0,0,0,0,0,0,0,0,0,0.1,28.25,5,800,6500,75000,800.0,6500.0,75000.0,800.0,6500.0,75000.0
1,2026,1,1,1,3,5,1,3,15,10,2,2,2,0,0.1,28.25,5,800,6500,75000,1085.0,6785.0,75285.0,907.0,6607.0,75107.0
2,2027,1,1,1,20,38,9,4,22,15,15,15,15,0,0.1,28.25,5,800,6500,75000,2869.0,8569.0,77069.0,1581.0,7281.0,75781.0
3,2028,1,2,1,56,51,25,8,39,30,31,16,31,0,0.2,28.25,5,800,6748,75000,6225.0,12173.0,80425.0,2850.0,8797.0,77050.0
4,2029,2,3,1,64,73,62,11,56,51,32,21,63,0,0.30000000000000004,28.25,5,828,6975,75000,12529.0,18676.0,86702.0,5255.0,11400.0,79427.0
5,2030,3,4,2,79,96,61,16,73,75,32,24,48,0,0.4,28.5,10,854,7182,77383,21259.0,27587.0,97789.0,8580.0,14906.0,85109.0
6,2031,4,7,2,96,88,99,25,117,122,32,19,64,0,0.7000000000000001,28.5,10,882,7854,77383,34011.0,40984.0,110514.0,13438.0,20408.0,89939.0
7,2032,7,10,4,87,97,79,39,184,194,28,20,49,0,1.0,29.0,20,960,8486,82242,52396.0,59923.0,133679.0,20477.0,28001.0,101758.0
8,2033,9,14,5,97,99,91,56,263,278,26,17,46,0,1.4000000000000001,29.25,25,1009,9278,84525,72753.0,81023.0,156270.0,28251.0,36517.0,111766.0
9,2034,12,19,7,98,98,88,76,353,377,22,14,38,0,1.9000000000000001,29.75,35,1078,10208,88817,94977.0,104108.0,182716.0,36749.0,45876.0,124487.0
10,2035,16,25,9,97,98,91,100,465,502,21,14,37,0,2.5,30.25,45,1208,16500,113016,121381.0,136674.0,233190.0,46878.0,62167.0,158685.0
11,2036,21,32,11,96,99,96,130,602,651,19,13,37,0,3.2,30.75,55,1310,17650,116807,151335.0,167676.0,266833.0,58347.0,74685.0,173844.0
12,2037,26,41,14,100,99,98,167,775,840,20,13,37,0,4.1000000000000005,31.5,70,1406,19040,122151,189340.0,206975.0,310087.0,72892.0,90525.0,193638.0
13,2038,33,52,18,100,100,97,212,985,1069,19,12,34,0,5.2,32.5,90,1532,20637,128848,234371.0,253477.0,361690.0,90145.0,109249.0,217463.0
14,2039,41,64,22,100,100,98,263,1220,1325,17,11,32,0,6.4,33.5,110,1667,22274,135142,282737.0,303345.0,416215.0,108682.0,129288.0,242160.0
15,2040,51,80,27,100,100,100,327,1515,1650,17,11,32,0,8.0,34.75,135,1825,24325,142536,342683.0,365184.0,483398.0,131705.0,154204.0,272419.0
16,2041,63,99,34,100,100,98,405,1873,2044,17,11,31,0,9.9,36.5,170,2003,26614,152265,412925.0,437536.0,563191.0,158719.0,183329.0,308984.0
17,2042,77,121,41,100,100,100,496,2296,2505,17,11,31,0,12.100000000000001,38.25,205,2199,29105,161409,492419.0,519325.0,651633.0,189332.0,216237.0,348546.0
18,2043,94,146,50,100,100,99,601,2787,3035,16,10,29,0,14.600000000000001,40.5,250,2422,31765,172459,580073.0,609417.0,750114.0,223133.0,252475.0,393173.0
19,2044,112,176,59,100,100,100,721,3350,3629,15,10,28,0,17.6,42.75,295,2644,34765,182844,675099.0,707222.0,855303.0,259776.0,291896.0,439979.0
20,2045,133,209,70,100,100,100,855,3980,4297,14,9,26,0,20.900000000000002,45.5,350,3009,53374,254416,777049.0,827416.0,1028460.0,299151.0,349516.0,550562.0
21,2046,157,246,82,100,100,100,1006,4690,5054,14,9,25,0,24.6,48.5,410,3270,56643,266647,887049.0,940424.0,1150430.0,341519.0,394891.0,604899.0
22,2047,183,288,96,100,100,100,1176,5485,5897,13,8,24,0,28.8,52.0,480,3536,60130,280058,1004436.0,1061033.0,1280962.0,386648.0,443241.0,663173.0
23,2048,212,334,111,100,100,100,1817,8488,9106,12,8,23,0,33.4,55.75,555,3815,63720,293563,1128541.0,1188449.0,1418293.0,434252.0,494155.0,724002.0
24,2049,244,385,128,100,100,100,2095,9796,10490,12,8,22,0,38.5,60.0,640,4104,67460,307948,1261241.0,1324600.0,1565088.0,484955.0,548309.0,788801.0
25,2050,279,441,146,100,100,100,2394,11204,11978,11,7,21,0,44.1,64.5,730,4401,71320,322263,1397630.0,1464551.0,1715494.0,536905.0,603822.0,854768.0
26,2051,316,500,166,100,100,100,2715,12712,13577,11,7,20,0,50.0,69.5,830,5007,79160,352926,1684480.0,1758636.0,2032402.0,645765.0,719916.0,993686.0
27,2052,356,564,187,100,100,100,3060,14336,15293,10,7,19,0,56.400000000000006,74.75,935,5640,87377,384034,1988331.0,2070071.0,2366728.0,760624.0,842359.0,1139020.0
28,2053,401,633,210,100,100,100,3441,16116,17196,10,7,19,0,63.300000000000004,80.5,1050,6327,95936,416952,2322245.0,2411856.0,2732872.0,908362.0,997969.0,1318989.0
29,2054,448,707,235,100,100,100,3846,18000,19234,10,6,18,0,70.7,86.75,1175,7021,104805,451523,2672900.0,2770686.0,3117404.0,1092821.0,1190604.0,1537325.0
30,2055,499,787,261,100,100,100,5353,25037,26795,9,6,17,0,78.7,93.25,1305,8112,160385,659946,3049842.0,3202118.0,3701679.0,1326209.0,1478481.0,1978046.0
