,Year,L1,L2,L3,Utilization L1,Utilization L2,Utilization L3,Emission L1,Emission L2,Emission L3,EV/CP L1,EV/CP L2,EV/CP L3,Area L1,Area L2,Area L3,Jobs,DAC L1 case1,DAC L2 case1,DAC L3 case1,DAC L1 case2,DAC L2 case2,DAC L3 case2,DAC L1 case3,DAC L2 case3,DAC L3 case3
0,2025,1,1,1,0,0,0,0,0,0,0,0,0,0,0.1,28.25,5,800,6500,75000,800.0,6500.0,75000.0,800.0,6500.0,75000.0
1,2026,1,1,1,10,4,1,11,10,7,2,2,2,0,0.1,28.25,5,800,6500,75000,1085.0,6785.0,75285.0,907.0,6607.0,75107.0
2,2027,1,1,1,79,25,6,16,15,10,15,15,15,0,0.1,28.25,5,800,6500,75000,2869.0,8569.0,77069.0,1581.0,7281.0,75781.0
3,2028,3,1,1,74,68,17,29,26,20,11,31,31,0,0.1,28.25,5,861,6500,75000,6286.0,11925.0,80425.0,2911.0,8550.0,77050.0
4,2029,6,2,1,86,73,42,44,37,34,11,32,63,0,0.2,28.25,5,945,6727,75000,12646.0,18428.0,86702.0,5372.0,11153.0,79427.0
5,2030,10,3,1,95,85,81,62,49,50,10,32,95,0,0.30000000000000004,28.25,5,1047,6934,75000,21453.0,27339.0,95407.0,8774.0,14659.0,82727.0
6,2031,16,5,2,96,82,66,99,78,82,8,26,64,0,0.5,28.5,10,1213,7382,77585,34343.0,40512.0,110716.0,13770.0,19937.0,90142.0
7,2032,25,7,3,97,92,70,156,123,129,8,28,65,0,0.7000000000000001,28.75,15,1447,7804,80015,52883.0,59240.0,131452.0,20964.0,27319.0,99532.0
8,2033,35,10,4,99,92,76,224,175,186,7,23,57,0,1.0,29.0,20,1691,8398,82298,73435.0,80142.0,154043.0,28932.0,35637.0,109540.0
9,2034,47,13,5,100,95,82,302,235,252,6,21,53,0,1.3,29.25,25,1966,8956,84444,95865.0,102855.0,178344.0,37636.0,44625.0,120115.0
10,2035,62,17,6,100,96,91,400,310,335,6,20,56,0,1.7000000000000002,29.5,30,2450,13151,96544,122624.0,133324.0,216718.0,48119.0,58819.0,142214.0
11,2036,81,22,8,100,96,88,518,402,434,5,19,50,0,2.2,30.0,40,2835,13973,100335,152861.0,163998.0,250361.0,59871.0,71008.0,157373.0
12,2037,104,28,10,100,97,91,667,517,560,5,19,51,0,2.8000000000000003,30.5,50,3273,14900,103898,191208.0,202834.0,291833.0,74758.0,86384.0,175386.0
13,2038,132,35,12,100,99,97,848,657,713,5,18,51,0,3.5,31.0,60,3774,15916,107247,236614.0,248756.0,340087.0,92386.0,104528.0,195863.0
14,2039,163,43,15,100,100,96,1051,813,884,5,16,46,0,4.3,31.75,75,4295,17007,111968,285366.0,298078.0,393039.0,111309.0,124022.0,218986.0
15,2040,203,53,18,100,100,100,1307,1010,1100,5,17,48,0,5.300000000000001,32.5,90,4926,18289,116405,345786.0,359148.0,457264.0,134805.0,148169.0,246287.0
16,2041,251,66,23,100,100,97,1617,1249,1363,5,16,46,0,6.6000000000000005,33.75,115,5638,19855,123355,416561.0,430778.0,534277.0,162353.0,176571.0,280072.0
17,2042,308,81,28,100,99,97,1983,1531,1670,5,16,45,0,8.1,35.0,140,6433,21554,129887,496654.0,511775.0,620107.0,193565.0,208687.0,317021.0
18,2043,373,98,33,100,100,100,2404,1858,2023,4,15,44,0,9.8,36.25,165,7285,23363,136026,584937.0,601015.0,713677.0,227994.0,244074.0,356737.0
19,2044,447,117,40,100,100,99,2882,2233,2419,4,14,41,0,11.700000000000001,38.0,200,8196,25263,144103,680652.0,697720.0,816558.0,265326.0,282395.0,401235.0
20,2045,531,139,47,100,100,99,3418,2653,2865,4,14,39,0,13.9,39.75,235,9654,37669,189649,783695.0,811711.0,963689.0,305795.0,333812.0,485792.0
21,2046,625,164,55,100,100,100,4024,3127,3369,4,13,38,0,16.400000000000002,41.75,275,10676,39878,197803,894456.0,923659.0,1081582.0,348924.0,378127.0,536052.0
22,2047,730,192,64,100,100,100,4701,3657,3931,4,12,36,0,19.200000000000003,44.0,320,11749,42203,206425,1012651.0,1043105.0,1207325.0,394860.0,425315.0,589536.0
23,2048,846,223,74,100,100,100,7267,5659,6071,3,12,35,0,22.3,46.5,370,12863,44622,215428,1137592.0,1169350.0,1340154.0,443299.0,475059.0,645864.0
24,2049,975,257,86,100,100,99,8379,6531,6993,3,11,33,0,25.700000000000003,49.5,430,14028,47116,225582,1271168.0,1304255.0,1482719.0,494878.0,527967.0,706432.0
25,2050,1115,294,98,100,100,100,9576,7470,7986,3,11,31,0,29.400000000000002,52.5,490,15216,49667,235125,1408447.0,1442897.0,1628354.0,547719.0,582170.0,767628.0
26,2051,1264,333,111,100,100,100,10860,8475,9052,3,10,30,0,33.300000000000004,55.75,555,17653,54850,255056,1697129.0,1734324.0,1934530.0,658411.0,695607.0,895814.0
27,2052,1424,376,125,100,100,100,12240,9557,10196,3,10,28,0,37.6,59.25,625,20182,60371,275795,2002876.0,2043063.0,2258487.0,775166.0,815354.0,1030779.0
28,2053,1601,422,140,100,100,100,13761,10744,11464,3,10,28,0,42.2,63.0,700,22885,66077,297264,2338805.0,2381995.0,2613182.0,924919.0,968111.0,1199298.0
29,2054,1790,472,157,100,100,100,15381,12000,12823,3,9,27,0,47.2,67.25,785,25673,72070,320772,2691554.0,2737949.0,2986651.0,1111473.0,1157869.0,1406572.0
30,2055,1993,525,174,100,100,100,21410,16692,17863,3,9,26,0,52.5,71.5,870,30013,108892,457049,3071746.0,3150623.0,3498780.0,1348110.0,1426988.0,1775146.0
