,Year,L1,L2,L3,Utilization L1,Utilization L2,Utilization L3,Emission L1,Emission L2,Emission L3,EV/CP L1,EV/CP L2,EV/CP L3,Area L1,Area L2,Area L3,Jobs,DAC L1 case1,DAC L2 case1,DAC L3 case1,DAC L1 case2,DAC L2 case2,DAC L3 case2,DAC L1 case3,DAC L2 case3,DAC L3 case3
0,2025,1,1,1,0,0,0,0,0,0,0,0,0,0,0.1,28.25,5,800,6500,75000,800.0,6500.0,75000.0,800.0,6500.0,75000.0
1,2026,1,1,1,7,4,1,8,12,8,2,2,2,0,0.1,28.25,5,800,6500,75000,1085.0,6785.0,75285.0,907.0,6607.0,75107.0
2,2027,1,1,1,59,30,7,12,17,12,15,15,15,0,0.1,28.25,5,800,6500,75000,2869.0,8569.0,77069.0,1581.0,7281.0,75781.0
3,2028,2,1,1,83,79,19,22,31,24,16,31,31,0,0.1,28.25,5,831,6500,75000,6256.0,11925.0,80425.0,2880.0,8550.0,77050.0
4,2029,4,2,1,96,85,48,33,43,40,16,32,63,0,0.2,28.25,5,887,6727,75000,12588.0,18428.0,86702.0,5313.0,11153.0,79427.0
5,2030,8,3,1,89,100,95,46,57,59,12,32,95,0,0.30000000000000004,28.25,5,989,6934,75000,21395.0,27339.0,95407.0,8715.0,14659.0,82727.0
6,2031,12,5,2,96,96,77,74,91,95,11,26,64,0,0.5,28.5,10,1100,7382,77585,34230.0,40512.0,110716.0,13656.0,19937.0,90142.0
7,2032,19,8,3,96,94,82,117,143,151,11,25,65,0,0.8,28.75,15,1282,8014,80015,52719.0,59451.0,131452.0,20799.0,27530.0,99532.0
8,2033,26,11,4,100,98,88,168,205,216,9,21,57,0,1.1,29.0,20,1453,8608,82298,73198.0,80353.0,154043.0,28694.0,35848.0,109540.0
9,2034,36,15,5,98,96,96,226,274,293,8,18,53,0,1.5,29.25,25,1682,9352,84444,95582.0,103252.0,178344.0,37353.0,45022.0,120115.0
10,2035,47,19,7,99,100,91,300,362,391,8,18,48,0,1.9000000000000001,29.75,35,2037,13547,108643,122212.0,133721.0,228818.0,47707.0,59216.0,154313.0
11,2036,61,25,9,99,99,92,388,468,506,7,16,45,0,2.5,30.25,45,2321,14533,112434,152347.0,164559.0,262461.0,59358.0,71570.0,169472.0
12,2037,78,32,11,100,99,97,500,603,653,7,16,46,0,3.2,30.75,55,2645,15614,115997,190580.0,203550.0,303933.0,74131.0,87101.0,187485.0
13,2038,99,41,14,100,98,97,636,766,831,7,15,44,0,4.1000000000000005,31.5,70,3021,16920,121020,235861.0,249762.0,353862.0,91634.0,105535.0,209636.0
14,2039,123,50,17,100,100,99,788,949,1031,6,14,41,0,5.0,32.25,85,3424,18148,125741,284495.0,299221.0,406814.0,110440.0,125165.0,232759.0
15,2040,153,62,21,100,100,100,980,1178,1284,6,14,42,0,6.2,33.25,105,3898,19686,131657,344757.0,360548.0,472518.0,133778.0,149568.0,261539.0
16,2041,189,77,26,100,100,100,1213,1457,1590,6,14,41,0,7.7,34.5,130,4432,21493,138607,415354.0,432418.0,549531.0,161148.0,178211.0,295324.0
17,2042,231,94,32,100,100,99,1487,1786,1949,6,14,39,0,9.4,36.0,160,5018,23418,146445,495238.0,513641.0,636667.0,192151.0,210553.0,333579.0
18,2043,280,114,39,100,100,99,1803,2168,2360,6,13,37,0,11.4,37.75,195,5660,25546,155039,583311.0,603201.0,732692.0,226371.0,246259.0,375751.0
19,2044,336,137,46,100,100,100,2162,2606,2822,5,12,36,0,13.700000000000001,39.5,230,6350,27846,163116,678805.0,700306.0,835573.0,263482.0,284980.0,420249.0
20,2045,398,163,55,100,100,99,2564,3095,3342,5,12,33,0,16.3,41.75,275,7426,42508,221675,781466.0,816553.0,995717.0,303569.0,338652.0,517819.0
21,2046,469,191,64,100,100,100,3018,3648,3931,5,11,32,0,19.1,44.0,320,8198,44982,230848,891977.0,928766.0,1114629.0,346448.0,383232.0,569099.0
22,2047,547,224,75,100,100,100,3526,4267,4586,5,11,31,0,22.400000000000002,46.75,375,8995,47722,241385,1009896.0,1048627.0,1242288.0,392108.0,430835.0,624499.0
23,2048,635,260,87,100,100,100,5451,6602,7083,4,10,30,0,26.0,49.75,435,9841,50531,252189,1134568.0,1175262.0,1376918.0,440278.0,480969.0,682627.0
24,2049,732,300,100,100,100,100,6285,7619,8159,4,10,29,0,30.0,53.0,500,10717,53465,263189,1267855.0,1310607.0,1520329.0,491568.0,534317.0,744041.0
25,2050,836,343,114,100,100,100,7182,8715,9317,4,9,27,0,34.300000000000004,56.5,570,11600,56429,274323,1404829.0,1449662.0,1667554.0,544103.0,588934.0,806827.0
26,2051,948,389,129,100,100,100,8145,9887,10560,4,9,26,0,38.900000000000006,60.25,645,13432,62542,297321,1692906.0,1742019.0,1976796.0,654190.0,703301.0,938079.0
27,2052,1068,438,145,100,100,100,9180,11150,11895,4,8,25,0,43.800000000000004,64.25,725,15329,68833,321022,1998021.0,2051528.0,2303715.0,770313.0,823819.0,1076007.0
28,2053,1201,493,163,100,100,100,10321,12535,13374,4,8,24,0,49.300000000000004,68.75,815,17360,75656,346784,2333278.0,2391577.0,2662703.0,919395.0,977692.0,1248820.0
29,2054,1342,550,183,100,100,100,11536,14000,14960,4,8,23,0,55.0,73.75,915,19440,82488,374441,2685319.0,2748370.0,3040321.0,1105241.0,1168289.0,1460242.0
30,2055,1495,612,203,100,100,100,16058,19474,20840,3,8,22,0,61.2,78.75,1015,22711,125563,534767,3064442.0,3167296.0,3576498.0,1340810.0,1443661.0,1852865.0
