,Year,L1,L2,L3,Utilization L1,Utilization L2,Utilization L3,Emission L1,Emission L2,Emission L3,EV/CP L1,EV/CP L2,EV/CP L3,Area L1,Area L2,Area L3,Jobs,DAC L1 case1,DAC L2 case1,DAC L3 case1,DAC L1 case2,DAC L2 case2,DAC L3 case2,DAC L1 case3,DAC L2 case3,DAC L3 case3
0,2025,1,1,1,0,0,0,0,0,0,0,0,0,0,0.1,28.25,5,800,6500,75000,800.0,6500.0,75000.0,800.0,6500.0,75000.0
1,2026,1,1,1,21,1,1,23,2,2,2,2,2,0,0.1,28.25,5,800,6500,75000,1085.0,6785.0,75285.0,907.0,6607.0,75107.0
2,2027,2,1,1,88,5,1,34,3,2,8,15,15,0,0.1,28.25,5,834,6500,75000,2903.0,8569.0,77069.0,1614.0,7281.0,75781.0
3,2028,5,1,1,100,12,3,64,5,4,7,31,31,0,0.1,28.25,5,926,6500,75000,6351.0,11925.0,80425.0,2974.0,8550.0,77050.0
4,2029,12,1,1,96,25,7,99,7,6,6,63,63,0,0.1,28.25,5,1121,6500,75000,12822.0,18202.0,86702.0,5546.0,10927.0,79427.0
5,2030,22,1,1,97,43,14,138,9,9,5,95,95,0,0.1,28.25,5,1376,6500,75000,21781.0,26907.0,95407.0,9100.0,14227.0,82727.0
6,2031,35,1,1,99,68,22,222,13,14,4,127,127,0,0.1,28.25,5,1735,6500,75000,34864.0,39632.0,108132.0,14289.0,19057.0,87557.0
7,2032,55,2,1,99,54,35,351,21,22,4,97,193,0,0.2,28.25,5,2254,6711,75000,53689.0,58150.0,126439.0,21768.0,26229.0,94518.0
8,2033,78,2,1,100,77,51,502,30,31,3,114,227,0,0.2,28.25,5,2815,6711,75000,74558.0,78458.0,146747.0,30053.0,33954.0,102243.0
9,2034,106,3,1,100,69,68,678,40,42,3,88,263,0,0.30000000000000004,28.25,5,3456,6897,75000,97354.0,100799.0,168902.0,39124.0,42570.0,110673.0
10,2035,140,3,1,100,91,91,898,52,56,3,111,331,0,0.30000000000000004,28.25,5,4554,6897,75000,124726.0,127074.0,195177.0,50221.0,52569.0,120672.0
11,2036,181,4,2,100,88,59,1164,67,73,3,100,199,0,0.4,28.5,10,5383,7062,76896,155407.0,157091.0,226925.0,62418.0,64101.0,133935.0
12,2037,233,5,2,100,91,76,1500,87,94,3,101,253,0,0.5,28.5,10,6372,7217,76896,194305.0,195155.0,264835.0,77856.0,78706.0,148385.0
13,2038,296,6,2,100,96,97,1908,110,119,3,102,306,0,0.6000000000000001,28.5,10,7498,7363,76896,240336.0,240206.0,309741.0,96109.0,95980.0,165513.0
14,2039,367,8,3,100,89,80,2364,136,148,2,86,229,0,0.8,28.75,15,8690,7636,78470,289759.0,288710.0,359546.0,115704.0,114656.0,185489.0
15,2040,457,9,3,100,98,100,2940,169,184,2,96,288,0,0.9,28.75,15,10110,7765,78470,350967.0,348627.0,419335.0,139989.0,137649.0,208354.0
16,2041,565,11,4,100,100,93,3638,209,228,2,96,262,0,1.1,29.0,20,11712,8006,79860,422632.0,418932.0,490789.0,168426.0,164726.0,236580.0
17,2042,692,14,5,100,96,91,4460,256,279,2,89,247,0,1.4000000000000001,29.25,25,13482,8346,81167,503700.0,498570.0,571394.0,200613.0,195483.0,268304.0
18,2043,839,17,6,100,96,92,5408,310,338,2,84,237,0,1.7000000000000002,29.5,30,15407,8666,82395,593057.0,586321.0,660053.0,236116.0,229380.0,303110.0
19,2044,1006,20,7,100,98,94,6484,373,404,2,81,231,0,2.0,29.75,35,17463,8966,83549,689917.0,681426.0,756012.0,274593.0,266101.0,340685.0
20,2045,1193,24,8,100,97,97,7691,443,478,2,76,227,0,2.4000000000000004,30.0,40,20708,11222,90056,794747.0,785267.0,864104.0,316849.0,307368.0,386203.0
21,2046,1405,28,10,100,98,92,9054,522,562,2,74,205,0,2.8000000000000003,30.5,50,23013,11576,92095,906791.0,895360.0,975882.0,361261.0,349828.0,430348.0
22,2047,1641,32,11,100,100,97,10577,610,656,2,72,208,0,3.2,30.75,55,25425,11909,93053,1026324.0,1012814.0,1093962.0,408536.0,395023.0,476169.0
23,2048,1903,38,13,100,98,95,16351,944,1012,2,67,195,0,3.8000000000000003,31.25,65,27941,12378,94854,1152667.0,1137109.0,1219589.0,458377.0,442816.0,525295.0
24,2049,2194,43,15,100,100,95,18853,1089,1166,2,66,188,0,4.3,31.75,75,30568,12745,96547,1287705.0,1269887.0,1353693.0,511418.0,493597.0,577402.0
25,2050,2507,49,17,100,100,96,21546,1245,1331,2,62,179,0,4.9,32.25,85,33223,13159,98138,1426452.0,1406392.0,1491375.0,565726.0,545664.0,630646.0
26,2051,2843,56,19,100,100,97,24434,1413,1509,2,59,171,0,5.6000000000000005,32.75,95,38718,14090,101205,1718192.0,1693567.0,1780687.0,679476.0,654849.0,741967.0
27,2052,3204,63,21,100,100,99,27539,1593,1700,2,56,167,0,6.300000000000001,33.25,105,44422,14989,104168,2027115.0,1997684.0,2086868.0,799407.0,769975.0,859157.0
28,2053,3602,71,24,100,100,97,30961,1791,1911,2,55,161,0,7.1000000000000005,34.0,120,50498,15982,108462,2366418.0,2331903.0,2424388.0,952534.0,918018.0,1010502.0
29,2054,4026,79,27,100,100,97,34606,2000,2138,2,52,152,0,7.9,34.75,135,56752,16941,112611,2722634.0,2682823.0,2778498.0,1142554.0,1102743.0,1198417.0
30,2055,4484,88,29,100,100,100,48172,2782,2978,1,51,153,0,8.8,35.25,145,66543,23194,128644,3108277.0,3064928.0,3170383.0,1384642.0,1341294.0,1446747.0
