,Year,L1,L2,L3,Utilization L1,Utilization L2,Utilization L3,Emission L1,Emission L2,Emission L3,EV/CP L1,EV/CP L2,EV/CP L3,Area L1,Area L2,Area L3,Jobs,DAC L1 case1,DAC L2 case1,DAC L3 case1,DAC L1 case2,DAC L2 case2,DAC L3 case2,DAC L1 case3,DAC L2 case3,DAC L3 case3
0,2025,1,1,1,0,0,0,0,0,0,0,0,0,0,0.1,28.25,5,800,6500,75000,800.0,6500.0,75000.0,800.0,6500.0,75000.0
1,2026,1,1,1,12,3,1,13,9,6,2,2,2,0,0.1,28.25,5,800,6500,75000,1085.0,6785.0,75285.0,907.0,6607.0,75107.0
2,2027,1,1,1,98,21,5,19,12,9,15,15,15,0,0.1,28.25,5,800,6500,75000,2869.0,8569.0,77069.0,1581.0,7281.0,75781.0
3,2028,3,1,1,92,57,14,36,22,17,11,31,31,0,0.1,28.25,5,861,6500,75000,6286.0,11925.0,80425.0,2911.0,8550.0,77050.0
4,2029,7,2,1,92,61,35,55,31,29,9,32,63,0,0.2,28.25,5,973,6727,75000,12674.0,18428.0,86702.0,5400.0,11153.0,79427.0
5,2030,12,3,1,99,71,68,77,41,42,8,32,95,0,0.30000000000000004,28.25,5,1101,6934,75000,21506.0,27339.0,95407.0,8827.0,14659.0,82727.0
6,2031,20,4,2,96,85,55,124,65,68,7,32,64,0,0.4,28.5,10,1322,7158,77585,34451.0,40288.0,110716.0,13878.0,19713.0,90142.0
7,2032,31,6,2,98,90,88,195,103,108,7,33,97,0,0.6000000000000001,28.5,10,1608,7580,77585,53043.0,59016.0,129023.0,21124.0,27095.0,97103.0
8,2033,44,8,3,99,96,84,279,146,155,6,29,76,0,0.8,28.75,15,1925,7976,79868,73668.0,79720.0,151614.0,29165.0,35216.0,107111.0
9,2034,59,11,4,99,94,85,377,196,210,5,24,66,0,1.1,29.0,20,2269,8534,82014,96166.0,102433.0,175915.0,37938.0,44204.0,117686.0
10,2035,78,14,5,100,97,91,499,259,279,5,24,67,0,1.4000000000000001,29.25,25,2883,11680,94114,123054.0,131853.0,214289.0,48551.0,57349.0,139785.0
11,2036,101,18,6,100,98,98,647,335,362,4,23,67,0,1.8,29.5,30,3348,12338,96010,153371.0,162362.0,246037.0,60384.0,69374.0,153048.0
12,2037,130,23,8,100,99,95,834,431,467,4,22,64,0,2.3000000000000003,30.0,40,3900,13110,99573,191832.0,201044.0,287509.0,75385.0,84596.0,171061.0
13,2038,165,29,10,100,99,97,1060,547,594,4,22,62,0,2.9000000000000004,30.5,50,4526,13981,102922,237363.0,246821.0,335763.0,93138.0,102595.0,191538.0
14,2039,204,36,12,100,99,100,1314,678,736,4,20,58,0,3.6,31.0,60,5181,14936,106069,286249.0,296007.0,387141.0,112196.0,121953.0,213088.0
15,2040,254,45,15,100,98,100,1634,842,917,4,20,58,0,4.5,31.75,75,5970,16090,110506,346826.0,356949.0,451366.0,135850.0,145971.0,240389.0
16,2041,314,55,19,100,100,97,2021,1041,1136,4,20,56,0,5.5,32.75,95,6860,17295,116066,417779.0,428217.0,526989.0,163575.0,174011.0,272784.0
17,2042,385,67,23,100,100,99,2478,1276,1392,4,19,54,0,6.7,33.75,115,7850,18654,121291,498067.0,508874.0,611512.0,194982.0,205787.0,308427.0
18,2043,467,82,28,100,99,98,3005,1548,1686,4,18,51,0,8.200000000000001,35.0,140,8924,20250,127430,586572.0,597902.0,705082.0,229634.0,240961.0,348143.0
19,2044,559,98,33,100,100,100,3603,1861,2016,3,17,49,0,9.8,36.25,165,10057,21850,133200,682509.0,694307.0,805656.0,267188.0,278982.0,390334.0
20,2045,663,116,39,100,100,100,4273,2211,2387,3,16,47,0,11.600000000000001,37.75,195,11862,32001,172240,785899.0,806043.0,946281.0,308004.0,328143.0,468384.0
21,2046,781,137,46,100,100,100,5030,2606,2808,3,15,45,0,13.700000000000001,39.5,230,13145,33856,179375,896921.0,917637.0,1063155.0,351394.0,372105.0,517625.0
22,2047,912,160,54,100,100,99,5876,3048,3276,3,15,43,0,16.0,41.5,270,14484,35766,187039,1015381.0,1036668.0,1187940.0,397596.0,418878.0,570151.0
23,2048,1057,186,62,100,100,100,9084,4716,5059,3,14,41,0,18.6,43.5,310,15877,37795,194242,1140600.0,1162523.0,1318969.0,446313.0,468232.0,624678.0
24,2049,1219,214,71,100,100,100,10474,5442,5828,3,14,40,0,21.400000000000002,45.75,355,17340,39849,201858,1274473.0,1296988.0,1458995.0,498190.0,520700.0,682708.0
25,2050,1393,245,81,100,100,100,11970,6225,6655,3,13,38,0,24.5,48.25,405,18816,41986,209811,1412041.0,1435216.0,1603039.0,551319.0,574490.0,742314.0
26,2051,1580,278,92,100,100,100,13575,7063,7543,3,12,36,0,27.8,51.0,460,21875,46371,226676,1701344.0,1725846.0,1906149.0,662632.0,687130.0,867434.0
27,2052,1780,313,104,100,100,100,15299,7965,8496,2,12,34,0,31.3,54.0,520,25036,50865,244452,2007723.0,2033558.0,2227143.0,780019.0,805850.0,999437.0
28,2053,2002,352,117,100,100,100,17201,8954,9553,2,11,33,0,35.2,57.25,585,28426,55703,263058,2344339.0,2371622.0,2578975.0,930459.0,957739.0,1165094.0
29,2054,2237,393,131,100,100,100,19226,10000,10686,2,11,32,0,39.300000000000004,60.75,655,31893,60617,282418,2697767.0,2726497.0,2948296.0,1117691.0,1146419.0,1368219.0
30,2055,2491,438,145,100,100,100,26763,13910,14886,2,11,31,0,43.800000000000004,64.25,725,37323,91881,394646,3079049.0,3133613.0,3436376.0,1355419.0,1409980.0,1712745.0
