,Year,L1,L2,L3,Utilization L1,Utilization L2,Utilization L3,Emission L1,Emission L2,Emission L3,EV/CP L1,EV/CP L2,EV/CP L3,Area L1,Area L2,Area L3,Jobs,DAC L1 case1,DAC L2 case1,DAC L3 case1,DAC L1 case2,DAC L2 case2,DAC L3 case2,DAC L1 case3,DAC L2 case3,DAC L3 case3
0,2025,1,1,1,0,0,0,0,0,0,0,0,0,0,0.1,28.25,5,800,6500,75000,800.0,6500.0,75000.0,800.0,6500.0,75000.0
1,2026,1,1,1,5,5,1,6,14,9,2,2,2,0,0.1,28.25,5,800,6500,75000,1085.0,6785.0,75285.0,907.0,6607.0,75107.0
2,2027,1,1,1,40,34,8,8,19,14,15,15,15,0,0.1,28.25,5,800,6500,75000,2869.0,8569.0,77069.0,1581.0,7281.0,75781.0
3,2028,2,1,1,56,91,22,15,35,27,16,31,31,0,0.1,28.25,5,831,6500,75000,6256.0,11925.0,80425.0,2880.0,8550.0,77050.0
4,2029,3,2,1,86,97,55,22,50,46,21,32,63,0,0.2,28.25,5,859,6727,75000,12560.0,18428.0,86702.0,5285.0,11153.0,79427.0
5,2030,5,4,2,95,85,54,31,65,67,19,24,48,0,0.4,28.5,10,910,7140,77383,21316.0,27546.0,97789.0,8636.0,14866.0,85109.0
6,2031,8,6,2,96,91,88,50,104,109,16,22,64,0,0.6000000000000001,28.5,10,993,7588,77383,34123.0,40719.0,110514.0,13549.0,20144.0,89939.0
7,2032,13,9,3,93,96,93,78,164,172,15,22,65,0,0.9,28.75,15,1123,8220,79813,52560.0,59658.0,131250.0,20640.0,27737.0,99329.0
8,2033,18,13,5,97,94,81,112,234,247,13,18,46,0,1.3,29.25,25,1245,9012,84379,72990.0,80758.0,156124.0,28487.0,36253.0,111620.0
9,2034,24,17,6,98,97,91,151,313,335,11,16,44,0,1.7000000000000002,29.5,30,1383,9756,86525,95282.0,103657.0,180425.0,37054.0,45427.0,122195.0
10,2035,31,22,8,100,99,91,200,414,446,11,16,42,0,2.2,30.0,40,1609,15000,110724,121782.0,135175.0,230899.0,47279.0,60670.0,156393.0
11,2036,41,29,10,98,97,94,259,535,578,10,14,40,0,2.9000000000000004,30.5,50,1812,16150,114515,151837.0,166177.0,264542.0,58849.0,73188.0,171552.0
12,2037,52,37,13,100,98,94,334,689,747,10,14,39,0,3.7,31.25,65,2022,17386,119859,189956.0,205322.0,307796.0,73508.0,88873.0,191346.0
13,2038,66,46,16,100,100,97,424,875,950,10,14,39,0,4.6000000000000005,32.0,80,2273,18692,124882,235112.0,251534.0,357725.0,90886.0,107307.0,213497.0
14,2039,82,57,20,100,100,96,526,1084,1178,9,13,35,0,5.7,33.0,100,2542,20193,131176,283612.0,301265.0,412250.0,109557.0,127210.0,238194.0
15,2040,102,71,24,100,100,100,654,1346,1467,9,13,36,0,7.1000000000000005,34.0,120,2858,21988,137092,343716.0,362848.0,477954.0,132737.0,151869.0,266974.0
16,2041,126,88,30,100,100,99,809,1665,1817,9,12,35,0,8.8,35.5,150,3214,24036,145432,414135.0,434959.0,556357.0,159929.0,180753.0,302149.0
17,2042,154,107,37,100,100,98,992,2041,2227,9,12,34,0,10.700000000000001,37.25,185,3605,26187,154576,493824.0,516408.0,644799.0,190737.0,213322.0,341711.0
18,2043,187,130,44,100,100,100,1202,2477,2698,8,11,33,0,13.0,39.0,220,4038,28635,163170,581688.0,606287.0,740824.0,224747.0,249347.0,383883.0
19,2044,224,156,53,100,100,99,1441,2978,3226,8,11,31,0,15.600000000000001,41.25,265,4494,31235,173555,676948.0,703692.0,846013.0,261624.0,288368.0,430689.0
20,2045,266,186,62,100,100,100,1709,3538,3820,7,10,30,0,18.6,43.5,310,5223,48152,232114,779262.0,822194.0,1006157.0,301364.0,344296.0,528259.0
21,2046,313,219,73,100,100,100,2012,4169,4492,7,10,29,0,21.900000000000002,46.25,365,5734,51067,243326,889512.0,934848.0,1127108.0,343982.0,389318.0,581577.0
22,2047,365,256,86,100,100,99,2351,4876,5242,7,9,27,0,25.6,49.5,430,6266,54139,255779,1007165.0,1055041.0,1256682.0,389377.0,437253.0,638893.0
23,2048,423,297,99,100,100,100,3634,7545,8095,6,9,26,0,29.700000000000003,52.75,495,6823,57338,267483,1131549.0,1182067.0,1392212.0,437259.0,487777.0,697922.0
24,2049,488,342,114,100,100,100,4190,8707,9324,6,9,25,0,34.2,56.5,570,7410,60638,280175,1264547.0,1317778.0,1537315.0,488260.0,541491.0,761028.0
25,2050,558,392,130,100,100,100,4788,9959,10647,6,8,24,0,39.2,60.5,650,8004,64084,292899,1401233.0,1457316.0,1686130.0,540507.0,596590.0,825405.0
26,2051,632,444,147,100,100,100,5430,11300,12069,6,8,23,0,44.400000000000006,64.75,735,9215,70994,318963,1688688.0,1750471.0,1998439.0,649972.0,711754.0,959723.0
27,2052,712,501,166,100,100,100,6120,12743,13594,5,7,22,0,50.1,69.5,830,10480,78312,347108,1993171.0,2061007.0,2329802.0,765463.0,833299.0,1102095.0
28,2053,801,563,186,100,100,100,6881,14326,15285,5,7,21,0,56.300000000000004,74.5,930,11839,86003,375733,2327756.0,2401924.0,2691653.0,913873.0,988040.0,1277770.0
29,2054,895,629,209,100,100,100,7691,16000,17097,5,7,20,0,62.900000000000006,80.25,1045,13226,93913,407538,2679104.0,2759795.0,3073419.0,1099026.0,1179716.0,1493341.0
30,2055,997,700,232,100,100,100,10705,22255,23817,5,7,20,0,70.0,86.0,1160,15407,143240,591913,3057137.0,3184974.0,3633645.0,1333504.0,1461341.0,1910013.0
