Hora,P_base [kW],P_VE [kW],P_DER [kW],P_carga [kW]
2025-01-01 00:00:00,74536.00000000003,55.95,0.0,74591.95000000003
2025-01-01 00:05:00,73870.50000000003,55.561458,0.0,73926.06145800003
2025-01-01 00:10:00,73205.00000000003,55.172917,0.0,73260.17291700003
2025-01-01 00:15:00,72539.50000000001,54.784375,0.0,72594.28437500002
2025-01-01 00:20:00,71874.00000000001,54.395833,0.0,71928.39583300002
2025-01-01 00:25:00,71208.50000000001,54.007292,0.0,71262.50729200001
2025-01-01 00:30:00,70543.00000000001,53.61875,0.0,70596.61875000001
2025-01-01 00:35:00,69877.50000000001,53.230208,0.0,69930.73020800001
2025-01-01 00:40:00,69212.00000000001,52.841667,0.0,69264.84166700002
2025-01-01 00:45:00,68546.50000000001,52.453125,0.0,68598.95312500001
2025-01-01 00:50:00,67881.00000000001,52.064583,0.0,67933.06458300001
2025-01-01 00:55:00,67215.50000000001,51.676042,0.0,67267.17604200002
2025-01-01 01:00:00,66550.00000000001,51.2875,0.0,66601.28750000002
2025-01-01 01:05:00,66439.08333333334,49.344792,0.0,66488.42812533335
2025-01-01 01:10:00,66328.16666666669,47.402083,0.0,66375.56874966668
2025-01-01 01:15:00,66217.25000000001,45.459375,0.0,66262.70937500002
2025-01-01 01:20:00,66106.33333333334,43.516667,0.0,66149.85000033335
2025-01-01 01:25:00,65995.41666666669,41.573958,0.0,66036.99062466668
2025-01-01 01:30:00,65884.50000000001,39.63125,0.0,65924.13125000002
2025-01-01 01:35:00,65773.58333333334,37.688542,0.0,65811.27187533335
2025-01-01 01:40:00,65662.66666666669,35.745833,0.0,65698.41249966668
2025-01-01 01:45:00,65551.75000000001,33.803125,0.0,65585.55312500002
2025-01-01 01:50:00,65440.83333333334,31.860417,0.0,65472.69375033335
2025-01-01 01:55:00,65329.91666666668,29.917708,0.0,65359.83437466668
2025-01-01 02:00:00,65219.000000000015,27.975,0.0,65246.97500000001
2025-01-01 02:05:00,65108.08333333334,26.809375,0.0,65134.89270833334
2025-01-01 02:10:00,64997.16666666668,25.64375,0.0,65022.81041666668
2025-01-01 02:15:00,64886.250000000015,24.478125,0.0,64910.728125000016
2025-01-01 02:20:00,64775.33333333334,23.3125,0.0,64798.64583333334
2025-01-01 02:25:00,64664.41666666668,22.146875,0.0,64686.56354166668
2025-01-01 02:30:00,64553.500000000015,20.98125,0.0,64574.48125000001
2025-01-01 02:35:00,64442.58333333334,19.815625,0.0,64462.398958333346
2025-01-01 02:40:00,64331.66666666668,18.65,0.0,64350.31666666668
2025-01-01 02:45:00,64220.750000000015,17.484375,0.0,64238.234375000015
2025-01-01 02:50:00,64109.83333333334,16.31875,0.0,64126.15208333334
2025-01-01 02:55:00,63998.91666666668,15.153125,0.0,64014.069791666676
2025-01-01 03:00:00,63888.000000000015,13.9875,0.0,63901.98750000002
2025-01-01 03:05:00,64442.58333333334,12.821875,0.0,64455.405208333344
2025-01-01 03:10:00,64997.16666666668,11.65625,0.0,65008.82291666668
2025-01-01 03:15:00,65551.75000000001,10.490625,0.0,65562.24062500002
2025-01-01 03:20:00,66106.33333333334,9.325,0.0,66115.65833333334
2025-01-01 03:25:00,66660.91666666669,8.159375,0.0,66669.07604166669
2025-01-01 03:30:00,67215.50000000001,6.99375,0.0,67222.49375000001
2025-01-01 03:35:00,67770.08333333334,5.828125,0.0,67775.91145833334
2025-01-01 03:40:00,68324.66666666667,4.6625,0.0,68329.32916666668
2025-01-01 03:45:00,68879.25000000003,3.496875,0.0,68882.74687500003
2025-01-01 03:50:00,69433.83333333336,2.33125,0.0,69436.16458333336
2025-01-01 03:55:00,69988.41666666669,1.165625,0.0,69989.58229166668
2025-01-01 04:00:00,70543.00000000001,0.0,0.0,70543.00000000001
2025-01-01 04:05:00,72095.83333333336,6.6052083,0.0,72102.43854163335
2025-01-01 04:10:00,73648.66666666669,13.210417,0.0,73661.87708366668
2025-01-01 04:15:00,75201.50000000003,19.815625,0.0,75221.31562500003
2025-01-01 04:20:00,76754.33333333334,26.420833,0.0,76780.75416633334
2025-01-01 04:25:00,78307.16666666669,33.026042,0.0,78340.19270866668
2025-01-01 04:30:00,79860.00000000003,39.63125,0.0,79899.63125000003
2025-01-01 04:35:00,81412.83333333336,46.236458,0.0,81459.06979133336
2025-01-01 04:40:00,82965.6666666667,52.841667,0.0,83018.5083336667
2025-01-01 04:45:00,84518.50000000001,59.446875,0.0,84577.94687500001
2025-01-01 04:50:00,86071.33333333336,66.052083,0.0,86137.38541633336
2025-01-01 04:55:00,87624.16666666669,72.657292,0.0,87696.82395866669
2025-01-01 05:00:00,89177.00000000003,79.2625,0.0,89256.26250000003
2025-01-01 05:05:00,89620.66666666669,76.542708,0.0,89697.20937466668
2025-01-01 05:10:00,90064.33333333336,73.822917,0.0,90138.15625033336
2025-01-01 05:15:00,90508.00000000003,71.103125,0.0,90579.10312500002
2025-01-01 05:20:00,90951.66666666669,68.383333,0.0,91020.04999966669
2025-01-01 05:25:00,91395.33333333336,65.663542,0.0,91460.99687533335
2025-01-01 05:30:00,91839.00000000001,62.94375,0.0,91901.94375000002
2025-01-01 05:35:00,92282.66666666669,60.223958,0.0,92342.89062466669
2025-01-01 05:40:00,92726.33333333336,57.504167,0.0,92783.83750033336
2025-01-01 05:45:00,93170.00000000001,54.784375,0.0,93224.78437500002
2025-01-01 05:50:00,93613.66666666669,52.064583,0.0,93665.73124966669
2025-01-01 05:55:00,94057.33333333336,49.344792,0.0,94106.67812533336
2025-01-01 06:00:00,94501.00000000001,46.625,0.0,94547.62500000001
2025-01-01 06:05:00,94501.00000000001,59.835417,0.0,94560.83541700001
2025-01-01 06:10:00,94501.00000000001,73.045833,0.0,94574.04583300001
2025-01-01 06:15:00,94501.00000000001,86.25625,0.0,94587.25625000002
2025-01-01 06:20:00,94501.00000000001,99.466667,0.0,94600.46666700002
2025-01-01 06:25:00,94501.00000000001,112.67708,0.0,94613.67708000001
2025-01-01 06:30:00,94501.00000000001,125.8875,0.0,94626.88750000001
2025-01-01 06:35:00,94501.00000000001,139.09792,0.0,94640.09792000001
2025-01-01 06:40:00,94501.00000000001,152.30833,0.0,94653.30833000001
2025-01-01 06:45:00,94501.00000000001,165.51875,0.0,94666.51875000002
2025-01-01 06:50:00,94501.00000000001,178.72917,0.0,94679.72917000002
2025-01-01 06:55:00,94501.00000000001,191.93958,0.0,94692.93958000002
2025-01-01 07:00:00,94501.00000000001,205.15,0.0,94706.15000000001
2025-01-01 07:05:00,95055.58333333334,214.475,0.0,95270.05833333335
2025-01-01 07:10:00,95610.16666666669,223.8,0.0,95833.96666666669
2025-01-01 07:15:00,96164.75000000001,233.125,0.0,96397.87500000001
2025-01-01 07:20:00,96719.33333333336,242.45,0.0,96961.78333333335
2025-01-01 07:25:00,97273.91666666669,251.775,0.0,97525.69166666668
2025-01-01 07:30:00,97828.50000000001,261.1,0.0,98089.60000000002
2025-01-01 07:35:00,98383.08333333336,270.425,0.0,98653.50833333336
2025-01-01 07:40:00,98937.66666666669,279.75,0.0,99217.41666666669
2025-01-01 07:45:00,99492.25000000003,289.075,0.0,99781.32500000003
2025-01-01 07:50:00,100046.83333333336,298.4,0.0,100345.23333333335
2025-01-01 07:55:00,100601.41666666669,307.725,0.0,100909.14166666669
2025-01-01 08:00:00,101156.00000000003,317.05,0.0,101473.05000000003
2025-01-01 08:05:00,101599.66666666669,323.26667,0.0,101922.93333666668
2025-01-01 08:10:00,102043.33333333336,329.48333,0.0,102372.81666333336
2025-01-01 08:15:00,102487.00000000003,335.7,0.0,102822.70000000003
2025-01-01 08:20:00,102930.66666666669,341.91667,0.0,103272.58333666669
2025-01-01 08:25:00,103374.33333333336,348.13333,0.0,103722.46666333335
2025-01-01 08:30:00,103818.00000000003,354.35,0.0,104172.35000000003
2025-01-01 08:35:00,104261.66666666669,360.56667,0.0,104622.23333666669
2025-01-01 08:40:00,104705.33333333337,366.78333,0.0,105072.11666333338
2025-01-01 08:45:00,105149.00000000003,373.0,0.0,105522.00000000003
2025-01-01 08:50:00,105592.66666666669,379.21667,0.0,105971.88333666668
2025-01-01 08:55:00,106036.33333333337,385.43333,0.0,106421.76666333337
2025-01-01 09:00:00,106480.00000000003,391.65,0.0,106871.65000000002
2025-01-01 09:05:00,106701.83333333337,395.14688,0.0,107096.98021333337
2025-01-01 09:10:00,106923.66666666669,398.64375,0.0,107322.31041666669
2025-01-01 09:15:00,107145.50000000003,402.14062,0.0,107547.64062000003
2025-01-01 09:20:00,107367.33333333336,405.6375,0.0,107772.97083333335
2025-01-01 09:25:00,107589.16666666669,409.13437,0.0,107998.30103666669
2025-01-01 09:30:00,107811.00000000003,412.63125,0.0,108223.63125000003
2025-01-01 09:35:00,108032.83333333336,416.12813,0.0,108448.96146333335
2025-01-01 09:40:00,108254.66666666669,419.625,0.0,108674.29166666669
2025-01-01 09:45:00,108476.50000000001,423.12188,0.0,108899.62188000002
2025-01-01 09:50:00,108698.33333333336,426.61875,0.0,109124.95208333335
2025-01-01 09:55:00,108920.16666666669,430.11562,0.0,109350.28228666668
2025-01-01 10:00:00,109142.00000000001,433.6125,0.0,109575.61250000002
2025-01-01 10:05:00,109363.83333333336,436.33229,0.0,109800.16562333336
2025-01-01 10:10:00,109585.66666666669,439.05208,0.0,110024.71874666668
2025-01-01 10:15:00,109807.50000000001,441.77188,0.0,110249.27188000001
2025-01-01 10:20:00,110029.33333333336,444.49167,0.0,110473.82500333336
2025-01-01 10:25:00,110251.16666666669,447.21146,0.0,110698.37812666669
2025-01-01 10:30:00,110473.00000000001,449.93125,0.0,110922.93125000001
2025-01-01 10:35:00,110694.83333333336,452.65104,0.0,111147.48437333335
2025-01-01 10:40:00,110916.66666666669,455.37083,0.0,111372.03749666669
2025-01-01 10:45:00,111138.50000000001,458.09062,0.0,111596.59062000002
2025-01-01 10:50:00,111360.33333333336,460.81042,0.0,111821.14375333335
2025-01-01 10:55:00,111582.16666666669,463.53021,0.0,112045.69687666668
2025-01-01 11:00:00,111804.00000000001,466.25,0.0,112270.25000000001
2025-01-01 11:05:00,111360.33333333336,459.25625,0.0,111819.58958333336
2025-01-01 11:10:00,110916.66666666669,452.2625,0.0,111368.92916666668
2025-01-01 11:15:00,110473.00000000001,445.26875,0.0,110918.26875000002
2025-01-01 11:20:00,110029.33333333336,438.275,0.0,110467.60833333335
2025-01-01 11:25:00,109585.6666666667,431.28125,0.0,110016.9479166667
2025-01-01 11:30:00,109142.00000000003,424.2875,0.0,109566.28750000003
2025-01-01 11:35:00,108698.33333333336,417.29375,0.0,109115.62708333335
2025-01-01 11:40:00,108254.66666666669,410.3,0.0,108664.96666666669
2025-01-01 11:45:00,107811.00000000003,403.30625,0.0,108214.30625000002
2025-01-01 11:50:00,107367.33333333336,396.3125,0.0,107763.64583333336
2025-01-01 11:55:00,106923.66666666669,389.31875,0.0,107312.98541666669
2025-01-01 12:00:00,106480.00000000003,382.325,0.0,106862.32500000003
2025-01-01 12:05:00,106369.08333333336,377.6625,0.0,106746.74583333336
2025-01-01 12:10:00,106258.16666666669,373.0,0.0,106631.16666666669
2025-01-01 12:15:00,106147.25000000003,368.3375,0.0,106515.58750000002
2025-01-01 12:20:00,106036.33333333337,363.675,0.0,106400.00833333338
2025-01-01 12:25:00,105925.4166666667,359.0125,0.0,106284.4291666667
2025-01-01 12:30:00,105814.50000000003,354.35,0.0,106168.85000000003
2025-01-01 12:35:00,105703.58333333336,349.6875,0.0,106053.27083333336
2025-01-01 12:40:00,105592.66666666669,345.025,0.0,105937.69166666668
2025-01-01 12:45:00,105481.75000000001,340.3625,0.0,105822.11250000002
2025-01-01 12:50:00,105370.83333333337,335.7,0.0,105706.53333333337
2025-01-01 12:55:00,105259.9166666667,331.0375,0.0,105590.9541666667
2025-01-01 13:00:00,105149.00000000003,326.375,0.0,105475.37500000003
2025-01-01 13:05:00,105259.9166666667,324.04375,0.0,105583.9604166667
2025-01-01 13:10:00,105370.83333333337,321.7125,0.0,105692.54583333337
2025-01-01 13:15:00,105481.75000000001,319.38125,0.0,105801.13125000002
2025-01-01 13:20:00,105592.66666666669,317.05,0.0,105909.71666666669
2025-01-01 13:25:00,105703.58333333336,314.71875,0.0,106018.30208333336
2025-01-01 13:30:00,105814.50000000003,312.3875,0.0,106126.88750000003
2025-01-01 13:35:00,105925.4166666667,310.05625,0.0,106235.4729166667
2025-01-01 13:40:00,106036.33333333337,307.725,0.0,106344.05833333338
2025-01-01 13:45:00,106147.25000000003,305.39375,0.0,106452.64375000003
2025-01-01 13:50:00,106258.16666666669,303.0625,0.0,106561.22916666669
2025-01-01 13:55:00,106369.08333333336,300.73125,0.0,106669.81458333335
2025-01-01 14:00:00,106480.00000000003,298.4,0.0,106778.40000000002
2025-01-01 14:05:00,106369.08333333336,297.23438,0.0,106666.31771333335
2025-01-01 14:10:00,106258.16666666669,296.06875,0.0,106554.23541666669
2025-01-01 14:15:00,106147.25000000003,294.90312,0.0,106442.15312000003
2025-01-01 14:20:00,106036.33333333337,293.7375,0.0,106330.07083333338
2025-01-01 14:25:00,105925.4166666667,292.57188,0.0,106217.9885466667
2025-01-01 14:30:00,105814.50000000003,291.40625,0.0,106105.90625000003
2025-01-01 14:35:00,105703.58333333336,290.24063,0.0,105993.82396333336
2025-01-01 14:40:00,105592.66666666669,289.075,0.0,105881.74166666668
2025-01-01 14:45:00,105481.75000000001,287.90938,0.0,105769.65938000001
2025-01-01 14:50:00,105370.83333333337,286.74375,0.0,105657.57708333337
2025-01-01 14:55:00,105259.9166666667,285.57812,0.0,105545.4947866667
2025-01-01 15:00:00,105149.00000000003,284.4125,0.0,105433.41250000003
2025-01-01 15:05:00,105149.00000000003,289.075,0.0,105438.07500000003
2025-01-01 15:10:00,105149.00000000003,293.7375,0.0,105442.73750000003
2025-01-01 15:15:00,105149.00000000003,298.4,0.0,105447.40000000002
2025-01-01 15:20:00,105149.00000000003,303.0625,0.0,105452.06250000003
2025-01-01 15:25:00,105149.00000000003,307.725,0.0,105456.72500000003
2025-01-01 15:30:00,105149.00000000003,312.3875,0.0,105461.38750000003
2025-01-01 15:35:00,105149.00000000003,317.05,0.0,105466.05000000003
2025-01-01 15:40:00,105149.00000000003,321.7125,0.0,105470.71250000002
2025-01-01 15:45:00,105149.00000000003,326.375,0.0,105475.37500000003
2025-01-01 15:50:00,105149.00000000003,331.0375,0.0,105480.03750000003
2025-01-01 15:55:00,105149.00000000003,335.7,0.0,105484.70000000003
2025-01-01 16:00:00,105149.00000000003,340.3625,0.0,105489.36250000003
2025-01-01 16:05:00,107034.58333333336,343.47083,0.0,107378.05416333336
2025-01-01 16:10:00,108920.1666666667,346.57917,0.0,109266.7458366667
2025-01-01 16:15:00,110805.75000000003,349.6875,0.0,111155.43750000003
2025-01-01 16:20:00,112691.33333333336,352.79583,0.0,113044.12916333336
2025-01-01 16:25:00,114576.91666666669,355.90417,0.0,114932.82083666668
2025-01-01 16:30:00,116462.50000000003,359.0125,0.0,116821.51250000003
2025-01-01 16:35:00,118348.08333333336,362.12083,0.0,118710.20416333336
2025-01-01 16:40:00,120233.66666666669,365.22917,0.0,120598.89583666669
2025-01-01 16:45:00,122119.25000000003,368.3375,0.0,122487.58750000002
2025-01-01 16:50:00,124004.83333333336,371.44583,0.0,124376.27916333335
2025-01-01 16:55:00,125890.41666666669,374.55417,0.0,126264.97083666669
2025-01-01 17:00:00,127776.00000000003,377.6625,0.0,128153.66250000003
2025-01-01 17:05:00,128219.66666666669,379.60521,0.0,128599.27187666668
2025-01-01 17:10:00,128663.33333333336,381.54792,0.0,129044.88125333335
2025-01-01 17:15:00,129107.00000000003,383.49062,0.0,129490.49062000003
2025-01-01 17:20:00,129550.66666666669,385.43333,0.0,129936.09999666669
2025-01-01 17:25:00,129994.33333333336,387.37604,0.0,130381.70937333336
2025-01-01 17:30:00,130438.00000000003,389.31875,0.0,130827.31875000003
2025-01-01 17:35:00,130881.66666666669,391.26146,0.0,131272.9281266667
2025-01-01 17:40:00,131325.33333333337,393.20417,0.0,131718.53750333338
2025-01-01 17:45:00,131769.00000000003,395.14688,0.0,132164.14688000001
2025-01-01 17:50:00,132212.6666666667,397.08958,0.0,132609.7562466667
