Hora,P_carga [kW],FC red,S max need
2025-01-01 00:00:00,194532.56040601383,1.496404310815491,172917.8314720123
2025-01-01 00:05:00,192798.0541988173,1.4830619553755178,171376.04817672647
2025-01-01 00:10:00,191063.54789162072,1.4697195991663132,169834.26479255175
2025-01-01 00:15:00,189329.04168442416,1.4563772437263396,168292.48149726592
2025-01-01 00:20:00,187594.5353772276,1.4430348875171355,166750.6981130912
2025-01-01 00:25:00,185860.02917003108,1.4296925320771623,165208.9148178054
2025-01-01 00:30:00,184125.5228628345,1.4163501758679578,163667.13143363068
2025-01-01 00:35:00,182391.01665563797,1.4030078204279843,162125.34813834485
2025-01-01 00:40:00,180656.5104484414,1.3896654649880107,160583.56484305902
2025-01-01 00:45:00,178922.00414124483,1.3763231087788064,159041.7814588843
2025-01-01 00:50:00,177187.4979340483,1.362980753338833,157499.99816359847
2025-01-01 00:55:00,175452.99162685173,1.3496383971296286,155958.21477942375
2025-01-01 01:00:00,173718.4854196552,1.3362960416896552,154416.43148413795
2025-01-01 01:05:00,173388.94295178907,1.3337610996291467,154123.50484603472
2025-01-01 01:10:00,173059.400483923,1.3312261575686386,153830.57820793157
2025-01-01 01:15:00,172729.85798605692,1.328691215277361,153537.65154316172
2025-01-01 01:20:00,172400.3155181908,1.3261562732168524,153244.72490505848
2025-01-01 01:25:00,172070.7730403247,1.323621331079421,152951.7982580664
2025-01-01 01:30:00,171741.23056245866,1.3210863889419897,152658.87161107437
2025-01-01 01:35:00,171411.68808459255,1.3185514468045583,152365.94496408227
2025-01-01 01:40:00,171082.14560672647,1.3160165046671268,152073.0183170902
2025-01-01 01:45:00,170752.60312886036,1.313481562529695,151780.0916700981
2025-01-01 01:50:00,170423.06066099426,1.3109466204691866,151487.1650319949
2025-01-01 01:55:00,170093.51818312818,1.3084116783317552,151194.23838500283
2025-01-01 02:00:00,169763.97570526207,1.3058767361943238,150901.31173801076
2025-01-01 02:05:00,169451.174507396,1.3034705731338156,150623.26622879648
2025-01-01 02:10:00,169138.3733195299,1.30106441015023,150345.220728471
2025-01-01 02:15:00,168825.5721216638,1.2986582470897217,150067.17521925672
2025-01-01 02:20:00,168512.7709337977,1.296252084106136,149789.12971893128
2025-01-01 02:25:00,168199.9697359316,1.293845921045628,149511.084209717
2025-01-01 02:30:00,167887.16854806553,1.2914397580620425,149233.03870939158
2025-01-01 02:35:00,167574.36736019942,1.289033595078457,148954.99320906616
2025-01-01 02:40:00,167261.56616233333,1.2866274320179487,148676.94769985185
2025-01-01 02:45:00,166948.76496446726,1.2842212689574406,148398.90219063757
2025-01-01 02:50:00,166635.96377660116,1.2818151059738552,148120.85669031215
2025-01-01 02:55:00,166323.16257873506,1.2794089429133466,147842.81118109784
2025-01-01 03:00:00,166010.36139086896,1.2770027799297612,147564.7656807724
2025-01-01 03:05:00,167423.69580019944,1.2878745830784573,148821.06293351064
2025-01-01 03:10:00,168837.0302195299,1.2987463863040762,150077.3601951377
2025-01-01 03:15:00,170250.36463886034,1.309618189529695,151333.65745676475
2025-01-01 03:20:00,171663.6990481908,1.320489992678391,152589.95470950296
2025-01-01 03:25:00,173077.0334575213,1.3313617958270867,153846.25196224113
2025-01-01 03:30:00,174490.36787685173,1.3422335990527057,155102.5492238682
2025-01-01 03:35:00,175903.7022861822,1.3531054022014015,156358.84647660638
2025-01-01 03:40:00,177317.03670551264,1.3639772054270205,157615.14373823346
2025-01-01 03:45:00,178730.37111984316,1.374849008614178,158871.44099541614
2025-01-01 03:50:00,180143.7055341736,1.3857208118013353,160127.73825259876
2025-01-01 03:55:00,181557.03994850407,1.3965926149884929,161384.0355097814
2025-01-01 04:00:00,182970.3743628345,1.4074644181756502,162640.332766964
2025-01-01 04:05:00,187140.3250229598,1.4395409617150754,166346.95557596427
2025-01-01 04:10:00,191310.27568308508,1.4716175052545006,170053.57838496452
2025-01-01 04:15:00,195480.2263432104,1.5036940487939263,173760.2011939648
2025-01-01 04:20:00,199650.17699333568,1.5357705922564284,177466.82399407617
2025-01-01 04:25:00,203820.12765346092,1.5678471357958534,181173.4468030764
2025-01-01 04:30:00,207990.07831358627,1.5999236793352791,184880.06961207668
2025-01-01 04:35:00,212160.02897371157,1.6320002228747046,188586.69242107696
2025-01-01 04:40:00,216329.97966383683,1.664076766644899,192293.31525674387
2025-01-01 04:45:00,220499.93031396208,1.696153310107401,195999.9380568552
