,Year,L1,L2,L3,Utilization L1,Utilization L2,Utilization L3,Emission L1,Emission L2,Emission L3,EV/CP L1,EV/CP L2,EV/CP L3,Area L1,Area L2,Area L3,Jobs,DAC L1 case1,DAC L2 case1,DAC L3 case1,DAC L1 case2,DAC L2 case2,DAC L3 case2,DAC L1 case3,DAC L2 case3,DAC L3 case3
0,2025,1,1,1,0,0,0,0,0,0,0,0,0,0,0.1,28.25,5,800,6500,75000,800.03,6500.03,75000.03,800.0,6500.0,75000.0
1,2026,1,1,1,9,6,1,2,2,2,2,2,2,0,0.1,28.25,5,800,6500,75000,806.0,6506.0,75006.0,800.0,6500.0,75000.0
2,2027,1,1,1,77,48,6,11,11,10,15,15,15,0,0.1,28.25,5,800,6500,75000,884.0,6584.0,75084.0,810.0,6510.0,75010.0
3,2028,3,2,1,77,59,18,32,26,29,11,16,31,0,0.2,28.25,5,861,6748,75000,1101.0,6987.0,75240.0,897.0,6784.0,75036.0
4,2029,6,3,1,98,81,40,82,54,64,11,21,63,0,0.30000000000000004,28.25,5,945,6975,75000,1482.0,7511.0,75538.0,1036.0,7066.0,75091.0
5,2030,12,5,1,97,89,68,160,98,108,8,19,95,0,0.5,28.25,5,1098,7388,75000,2083.0,8373.0,75987.0,1308.0,7598.0,75210.0
6,2031,19,7,2,100,99,56,262,152,179,7,19,64,0,0.7000000000000001,28.5,10,1291,7836,77585,2959.0,9504.0,79254.0,1708.0,8253.0,78002.0
7,2032,30,11,2,100,97,90,415,234,288,7,18,97,0,1.1,28.5,10,1577,8679,77585,4270.0,11372.0,80280.0,2342.0,9444.0,78351.0
8,2033,43,16,3,100,96,86,595,335,409,6,15,76,0,1.6,28.75,15,1894,9669,79868,5738.0,13512.0,83714.0,3062.0,10837.0,81037.0
9,2034,59,21,4,99,99,85,807,454,543,5,13,66,0,2.1,29.0,20,2261,10599,82014,7371.0,15709.0,87127.0,3882.0,12220.0,83636.0
10,2035,78,28,5,100,98,90,1075,602,712,5,12,67,0,2.8000000000000003,29.25,25,2875,17940,94114,9513.0,24578.0,100755.0,5059.0,20124.0,96299.0
11,2036,101,36,6,100,98,97,1393,773,929,4,12,67,0,3.6,29.5,30,3340,19255,96010,11733.0,27647.0,104405.0,6182.0,22096.0,98852.0
12,2037,130,45,8,100,100,95,1799,990,1204,4,12,64,0,4.5,30.0,40,3892,20645,99573,14572.0,31324.0,110255.0,7603.0,24356.0,103285.0
13,2038,166,58,10,100,99,96,2289,1257,1529,4,11,62,0,5.800000000000001,30.5,50,4535,22532,102922,17991.0,35986.0,116379.0,9308.0,27304.0,107695.0
14,2039,205,72,12,100,99,99,2838,1565,1885,4,10,58,0,7.2,31.0,60,5190,24442,106069,21659.0,40909.0,122540.0,11118.0,30368.0,111997.0
15,2040,255,89,15,100,100,98,3535,1944,2340,4,10,58,0,8.9,31.75,75,5979,26621,110506,26256.0,46896.0,130785.0,13370.0,34010.0,117896.0
16,2041,316,111,18,100,100,100,4378,2419,2873,4,10,59,0,11.100000000000001,32.5,90,6884,29271,114676,31694.0,54080.0,139488.0,16016.0,38401.0,123807.0
17,2042,388,136,23,100,100,96,5366,2970,3519,4,10,54,0,13.600000000000001,33.75,115,7888,32102,121208,37881.0,62094.0,151203.0,19008.0,43220.0,132327.0
18,2043,469,165,27,100,100,99,6500,3613,4260,4,9,53,0,16.5,34.75,135,8949,35188,126119,44701.0,70939.0,161873.0,22275.0,48512.0,139444.0
19,2044,561,198,33,100,100,98,7773,4340,5126,3,9,49,0,19.8,36.25,165,10082,38488,133042,52099.0,80505.0,175062.0,25805.0,54210.0,148765.0
20,2045,664,235,39,100,100,98,9204,5155,6091,3,8,47,0,23.5,37.75,195,11870,59353,172082,60589.0,108072.0,220804.0,30155.0,77637.0,190367.0
21,2046,781,276,46,100,100,98,10825,6053,7204,3,8,45,0,27.6,39.5,230,13142,62975,179217,69094.0,118926.0,235171.0,34189.0,84020.0,200263.0
22,2047,912,321,53,100,100,100,12631,7051,8461,3,8,44,0,32.1,41.25,265,14481,66711,185923,78125.0,130354.0,249568.0,38462.0,90690.0,209903.0
23,2048,1056,371,62,100,100,100,14630,8145,9864,3,7,41,0,37.1,43.5,310,15864,70613,194026,87578.0,142326.0,265741.0,42922.0,97668.0,221082.0
24,2049,1216,427,72,100,100,100,16853,9381,11409,3,7,40,0,42.7,46.0,360,17309,74720,202488,97545.0,154955.0,282725.0,47613.0,105021.0,232790.0
25,2050,1389,487,82,100,100,100,19244,10700,13085,3,7,37,0,48.7,48.5,410,18777,78856,210441,107635.0,167713.0,299300.0,52368.0,112444.0,244030.0
26,2051,1574,552,94,100,100,99,21813,12115,14877,3,6,35,0,55.2,51.5,470,21803,87493,228839,128465.0,194155.0,335503.0,62188.0,127876.0,269223.0
27,2052,1773,621,106,100,100,100,24569,13643,16801,2,6,33,0,62.1,54.5,530,24948,96352,246615,150094.0,221497.0,371763.0,72392.0,143794.0,294058.0
28,2053,1993,698,119,100,100,100,27626,15321,18907,2,6,33,0,69.8,57.75,595,28307,105903,265221,173248.0,250843.0,410164.0,83309.0,160903.0,320222.0
29,2054,2229,779,133,100,100,100,30901,17104,21126,2,6,31,0,77.9,61.25,665,31788,115611,284581,197029.0,280850.0,449823.0,94548.0,178369.0,347340.0
30,2055,2485,866,148,100,100,100,34438,19027,23516,2,6,30,0,86.60000000000001,65.0,740,37261,176054,404825,223661.0,362452.0,591226.0,108112.0,246903.0,475675.0
