,Year,L1,L2,L3,Utilization L1,Utilization L2,Utilization L3,Emission L1,Emission L2,Emission L3,EV/CP L1,EV/CP L2,EV/CP L3,Area L1,Area L2,Area L3,Jobs,DAC L1 case1,DAC L2 case1,DAC L3 case1,DAC L1 case2,DAC L2 case2,DAC L3 case2,DAC L1 case3,DAC L2 case3,DAC L3 case3
0,2025,1,1,1,0,0,0,0,0,0,0,0,0,0,0.1,28.25,5,800,6500,75000,800.0,6500.0,75000.0,800.0,6500.0,75000.0
1,2026,1,1,1,9,9,3,10,10,8,2,2,2,0,0.1,28.25,5,800,6500,75000,1085.0,6785.0,75285.0,907.0,6607.0,75107.0
2,2027,1,1,1,77,72,18,15,14,11,15,15,15,0,0.1,28.25,5,800,6500,75000,2869.0,8569.0,77069.0,1581.0,7281.0,75781.0
3,2028,3,2,1,77,89,54,30,23,23,11,16,31,0,0.2,28.25,5,861,6748,75000,6286.0,12173.0,80425.0,2911.0,8797.0,77050.0
4,2029,6,4,2,98,92,60,51,31,33,11,16,32,0,0.4,28.5,10,945,7201,77609,12646.0,18902.0,89310.0,5372.0,11626.0,82036.0
5,2030,12,7,3,97,96,68,75,43,42,8,14,32,0,0.7000000000000001,28.75,15,1098,7821,79992,21503.0,28226.0,100397.0,8824.0,15545.0,87718.0
6,2031,19,11,4,100,95,84,122,66,69,7,12,32,0,1.1,29.0,20,1291,8717,82577,34421.0,41847.0,115706.0,13847.0,21271.0,95133.0
7,2032,30,16,6,100,100,90,193,102,111,7,13,33,0,1.6,29.5,30,1577,9770,87436,53013.0,61207.0,138871.0,21093.0,29285.0,106952.0
8,2033,43,23,8,100,100,96,277,146,158,6,10,29,0,2.3000000000000003,30.0,40,1894,11155,92002,73638.0,82900.0,163745.0,29134.0,38395.0,119243.0
9,2034,59,31,11,99,100,93,376,197,210,5,9,24,0,3.1,30.75,55,2261,12643,98439,96159.0,106543.0,192337.0,37930.0,48312.0,134110.0
10,2035,78,42,14,100,98,96,500,262,275,5,8,24,0,4.2,31.5,70,2875,24178,134738,123047.0,144352.0,254910.0,48543.0,69846.0,180408.0
11,2036,101,53,18,100,100,97,648,336,359,4,8,23,0,5.300000000000001,32.5,90,3340,25985,142320,153364.0,176011.0,292344.0,60376.0,83021.0,199357.0
12,2037,130,68,23,100,100,99,837,430,465,4,8,22,0,6.800000000000001,33.75,115,3892,28301,151227,191825.0,216237.0,339160.0,75377.0,99787.0,222714.0
13,2038,166,86,29,100,100,99,1065,546,590,4,8,22,0,8.6,35.25,145,4535,30913,161272,237374.0,263755.0,394111.0,93148.0,119527.0,249887.0
14,2039,205,107,36,100,100,99,1320,680,727,4,7,20,0,10.700000000000001,37.0,180,5190,33777,172287,286260.0,314850.0,453357.0,112206.0,140794.0,279304.0
15,2040,255,133,44,100,100,100,1644,845,903,4,7,20,0,13.3,39.0,220,5979,37110,184118,346837.0,377971.0,524976.0,135860.0,166991.0,313999.0
16,2041,316,166,54,100,100,100,2036,1051,1108,4,7,20,0,16.6,41.5,270,6884,41085,198017,417805.0,452010.0,608938.0,163600.0,197802.0,354733.0
17,2042,388,203,67,100,100,99,2496,1290,1357,4,7,19,0,20.3,44.75,335,7888,45274,214999,498107.0,535497.0,705218.0,195021.0,232409.0,402132.0
18,2043,469,247,80,100,100,100,3023,1570,1643,4,6,18,0,24.700000000000003,48.0,400,8949,49956,230959,586599.0,627610.0,808609.0,229660.0,270669.0,451670.0
19,2044,561,297,97,100,100,100,3615,1886,1977,3,6,17,0,29.700000000000003,52.25,485,10082,54956,250575,682536.0,727415.0,923029.0,267214.0,312090.0,507706.0
20,2045,664,352,115,100,100,100,4280,2240,2348,3,6,16,0,35.2,56.75,575,11870,85971,367693,785909.0,860015.0,1141732.0,308012.0,382116.0,663835.0
21,2046,781,414,136,100,100,100,5034,2630,2778,3,5,16,0,41.400000000000006,62.0,680,13142,91448,389097,896920.0,975231.0,1272875.0,351391.0,429699.0,727345.0
22,2047,912,482,159,100,100,100,5874,3063,3262,3,5,15,0,48.2,67.75,795,14481,97094,411129,1015380.0,1097998.0,1412028.0,397593.0,480207.0,794240.0
23,2048,1056,556,186,100,100,100,9071,4718,5071,3,5,14,0,55.6,74.5,930,15864,102868,435437,1140589.0,1227598.0,1560162.0,446301.0,533306.0,865872.0
24,2049,1216,641,215,100,100,100,10449,5433,5865,3,5,14,0,64.10000000000001,81.75,1075,17309,109102,459975,1274444.0,1366242.0,1717111.0,498160.0,589954.0,940824.0
25,2050,1389,731,246,100,100,100,11932,6198,6727,3,5,13,0,73.10000000000001,89.5,1230,18777,115305,484628,1412003.0,1508537.0,1877855.0,551281.0,647810.0,1017129.0
26,2051,1574,827,280,100,100,100,13524,7017,7648,3,4,12,0,82.7,98.0,1400,21803,128061,536755,1701274.0,1807538.0,2216227.0,662561.0,768821.0,1177511.0
27,2052,1773,932,316,100,100,100,15234,7902,8637,2,4,12,0,93.2,107.0,1580,24948,141541,590082,2007637.0,2124236.0,2572772.0,779932.0,896528.0,1345065.0
28,2053,1993,1046,355,100,100,100,17129,8874,9720,2,4,11,0,104.60000000000001,116.75,1775,28307,155682,645899,2344222.0,2471603.0,2961816.0,930342.0,1057719.0,1547933.0
29,2054,2229,1168,397,100,100,100,19160,9906,10860,2,4,11,0,116.80000000000001,127.25,1985,31788,170303,703977,2697665.0,2836186.0,3369856.0,1117589.0,1256106.0,1789777.0
30,2055,2485,1299,442,100,100,100,26691,13775,15111,2,4,11,0,129.9,138.5,2210,37261,261315,1064709,3078990.0,3303049.0,4106440.0,1355359.0,1579415.0,2382807.0
