Hora,P_base [kW],P_VE [kW],P_DER [kW],P_carga [kW]
2025-01-01 00:00:00,159774.53554216016,716.4432,0.0,160490.97874216016
2025-01-01 00:05:00,158347.97718910515,711.4679,0.0,159059.44508910514
2025-01-01 00:10:00,156921.41883605017,706.4926,0.0,157627.91143605017
2025-01-01 00:15:00,155494.86048299517,701.5173,0.0,156196.37778299517
2025-01-01 00:20:00,154068.30212994016,696.542,0.0,154764.84412994015
2025-01-01 00:25:00,152641.74377688515,691.5667,0.0,153333.31047688515
2025-01-01 00:30:00,151215.18542383015,686.5914,0.0,151901.77682383015
2025-01-01 00:35:00,149788.62707077514,681.6161,0.0,150470.24317077515
2025-01-01 00:40:00,148362.06871772013,676.6408,0.0,149038.70951772013
2025-01-01 00:45:00,146935.51036466516,671.6655,0.0,147607.17586466516
2025-01-01 00:50:00,145508.95201161015,666.6902,0.0,146175.64221161016
2025-01-01 00:55:00,144082.39365855514,661.7149,0.0,144744.10855855513
2025-01-01 01:00:00,142655.83530550014,656.7396,0.0,143312.57490550014
2025-01-01 01:05:00,142418.07557999095,631.8631,0.0,143049.93867999094
2025-01-01 01:10:00,142180.3158544818,606.9866,0.0,142787.3024544818
2025-01-01 01:15:00,141942.55612897265,582.1101,0.0,142524.66622897264
2025-01-01 01:20:00,141704.79640346346,557.2336,0.0,142262.03000346347
2025-01-01 01:25:00,141467.0366779543,532.3571,0.0,141999.3937779543
2025-01-01 01:30:00,141229.27695244513,507.4806,1.6801277e-19,141736.75755244514
2025-01-01 01:35:00,140991.51722693595,482.6041,0.0,141474.12132693594
2025-01-01 01:40:00,140753.7575014268,457.7276,0.0,141211.4851014268
2025-01-01 01:45:00,140515.99777591764,432.8511,0.0,140948.84887591764
2025-01-01 01:50:00,140278.23805040846,407.9746,0.0,140686.21265040844
2025-01-01 01:55:00,140040.4783248993,383.0981,0.0,140423.5764248993
2025-01-01 02:00:00,139802.71859939012,358.2216,0.0,140160.9401993901
2025-01-01 02:05:00,139564.95887388097,343.2957,0.0,139908.25457388096
2025-01-01 02:10:00,139327.1991483718,328.3698,0.0,139655.56894837177
2025-01-01 02:15:00,139089.43942286263,313.4439,0.0,139402.88332286265
2025-01-01 02:20:00,138851.67969735345,298.518,0.0,139150.19769735346
2025-01-01 02:25:00,138613.9199718443,283.5921,0.0,138897.5120718443
2025-01-01 02:30:00,138376.16024633512,268.6662,0.0,138644.82644633512
2025-01-01 02:35:00,138138.40052082596,253.7403,0.0,138392.14082082597
2025-01-01 02:40:00,137900.6407953168,238.8144,0.0,138139.4551953168
2025-01-01 02:45:00,137662.88106980763,223.8885,0.0,137886.76956980763
2025-01-01 02:50:00,137425.12134429844,208.9626,0.0,137634.08394429844
2025-01-01 02:55:00,137187.3616187893,194.0367,0.0,137381.3983187893
2025-01-01 03:00:00,136949.60189328014,179.1108,0.0,137128.71269328013
2025-01-01 03:05:00,138138.40052082596,164.1849,0.0,138302.58542082596
2025-01-01 03:10:00,139327.1991483718,149.259,0.0,139476.45814837178
2025-01-01 03:15:00,140515.99777591764,134.3331,0.0,140650.33087591763
2025-01-01 03:20:00,141704.79640346346,119.4072,0.0,141824.20360346345
2025-01-01 03:25:00,142893.59503100932,104.4813,0.0,142998.07633100933
2025-01-01 03:30:00,144082.39365855514,89.5554,0.0,144171.94905855515
2025-01-01 03:35:00,145271.19228610097,74.6295,0.0,145345.82178610098
2025-01-01 03:40:00,146459.9909136468,59.7036,0.0,146519.6945136468
2025-01-01 03:45:00,147648.78954119267,44.7777,0.0,147693.56724119268
2025-01-01 03:50:00,148837.5881687385,29.8518,0.0,148867.4399687385
2025-01-01 03:55:00,150026.38679628432,14.9259,0.0,150041.31269628432
2025-01-01 04:00:00,151215.18542383015,0.0,0.0,151215.18542383015
2025-01-01 04:05:00,154543.8215809585,84.5801,0.0,154628.4016809585
2025-01-01 04:10:00,157872.4577380868,169.1602,0.0,158041.61793808683
2025-01-01 04:15:00,161201.09389521516,253.7403,0.0,161454.83419521517
2025-01-01 04:20:00,164529.73005234348,338.3204,0.0,164868.05045234348
2025-01-01 04:25:00,167858.36620947183,422.9005,0.0,168281.26670947182
2025-01-01 04:30:00,171187.00236660018,507.4806,0.0,171694.4829666002
2025-01-01 04:35:00,174515.6385237285,592.0607,0.0,175107.6992237285
2025-01-01 04:40:00,177844.27468085685,676.6408,0.0,178520.91548085684
2025-01-01 04:45:00,181172.91083798517,761.2209,0.0,181934.13173798515
2025-01-01 04:50:00,184501.54699511352,845.801,0.0,185347.34799511352
2025-01-01 04:55:00,187830.18315224184,930.3811,0.0,188760.56425224183
2025-01-01 05:00:00,191158.81930937018,1014.9612,0.0,192173.78050937018
2025-01-01 05:05:00,192109.85821140686,980.1341,0.0,193089.99231140685
2025-01-01 05:10:00,193060.89711344353,945.307,0.0,194006.20411344353
2025-01-01 05:15:00,194011.9360154802,910.4799,0.0,194922.4159154802
2025-01-01 05:20:00,194962.97491751687,875.6528,0.0,195838.62771751688
2025-01-01 05:25:00,195914.0138195535,840.8257,0.0,196754.8395195535
