,Year,L1,L2,L3,Utilization L1,Utilization L2,Utilization L3,Emission L1,Emission L2,Emission L3,EV/CP L1,EV/CP L2,EV/CP L3,Area L1,Area L2,Area L3,Jobs,DAC L1 case1,DAC L2 case1,DAC L3 case1,DAC L1 case2,DAC L2 case2,DAC L3 case2,DAC L1 case3,DAC L2 case3,DAC L3 case3
0,2025,1,1,1,0,0,0,0,0,0,0,0,0,0,0.1,28.25,5,800,6500,75000,800.0,6500.0,75000.0,800.0,6500.0,75000.0
1,2026,1,1,1,9,6,2,10,10,8,2,2,2,0,0.1,28.25,5,800,6500,75000,1085.0,6785.0,75285.0,907.0,6607.0,75107.0
2,2027,1,1,1,77,48,10,15,14,11,15,15,15,0,0.1,28.25,5,800,6500,75000,2869.0,8569.0,77069.0,1581.0,7281.0,75781.0
3,2028,3,2,1,77,59,29,30,23,23,11,16,31,0,0.2,28.25,5,861,6748,75000,6286.0,12173.0,80425.0,2911.0,8797.0,77050.0
4,2029,6,3,1,98,81,64,51,31,33,11,21,63,0,0.30000000000000004,28.25,5,945,6975,75000,12652.0,18681.0,86707.0,5372.0,11400.0,79427.0
5,2030,12,5,2,97,89,55,75,43,42,8,19,48,0,0.5,28.5,10,1098,7388,77383,21523.0,27812.0,97807.0,8831.0,15120.0,85116.0
6,2031,19,7,2,100,99,90,122,66,69,7,19,64,0,0.7000000000000001,28.5,10,1291,7836,77383,34459.0,41003.0,110550.0,13865.0,20409.0,89957.0
7,2032,30,11,3,100,97,96,193,102,111,7,18,65,0,1.1,28.75,15,1577,8679,79813,53073.0,60174.0,131308.0,21121.0,28222.0,99357.0
8,2033,43,16,5,100,96,82,277,146,158,6,15,46,0,1.6,29.25,25,1894,9669,84379,73720.0,81494.0,156204.0,29171.0,36945.0,111656.0
9,2034,59,21,6,99,99,91,376,197,210,5,13,44,0,2.1,29.5,30,2261,10599,86525,96268.0,104606.0,180531.0,37977.0,46315.0,122242.0
10,2035,78,28,8,100,98,90,500,262,275,5,12,42,0,2.8000000000000003,30.0,40,2875,17940,110724,123228.0,138294.0,231077.0,48621.0,63686.0,156472.0
11,2036,101,36,10,100,98,93,648,336,359,4,12,40,0,3.6,30.5,50,3340,19255,114515,153641.0,169557.0,264816.0,60497.0,76411.0,171673.0
12,2037,130,45,13,100,100,93,837,430,465,4,12,39,0,4.5,31.25,65,3892,20645,119859,192201.0,208955.0,308169.0,75541.0,92294.0,191510.0
13,2038,166,58,16,100,99,96,1065,546,590,4,11,39,0,5.800000000000001,32.0,80,4535,22532,124882,237866.0,255863.0,358213.0,93363.0,111359.0,213711.0
14,2039,205,72,19,100,99,100,1320,680,727,4,10,37,0,7.2,32.75,95,5190,24442,129603,287124.0,306376.0,411537.0,112586.0,131836.0,237000.0
15,2040,255,89,24,100,100,98,1644,845,903,4,10,36,0,8.9,34.0,120,5979,26621,136997,348097.0,368739.0,479115.0,136418.0,157058.0,267437.0
16,2041,316,111,29,100,100,100,2036,1051,1108,4,10,37,0,11.100000000000001,35.25,145,6884,29271,143947,419629.0,442017.0,556692.0,164412.0,186798.0,301476.0
17,2042,388,136,36,100,100,98,2496,1290,1357,4,10,35,0,13.600000000000001,37.0,180,7888,32102,153091,500637.0,524852.0,645841.0,196143.0,220356.0,341348.0
18,2043,469,165,43,100,100,100,3023,1570,1643,4,9,34,0,16.5,38.75,215,8949,35188,161685,590279.0,616519.0,743016.0,231231.0,257469.0,383969.0
19,2044,561,198,52,100,100,99,3615,1886,1977,3,9,32,0,19.8,41.0,260,10082,38488,172070,687896.0,716304.0,849885.0,269398.0,297804.0,431388.0
20,2045,664,235,61,100,100,100,4280,2240,2348,3,8,30,0,23.5,43.25,305,11870,59353,230629,793293.0,840778.0,1012054.0,310890.0,358373.0,529651.0
21,2046,781,276,73,100,100,99,5034,2630,2778,3,8,29,0,27.6,46.25,365,13142,62975,242860,907088.0,956923.0,1136807.0,355156.0,404989.0,584876.0
22,2047,912,321,85,100,100,100,5874,3063,3262,3,8,27,0,32.1,49.25,425,14481,66711,254355,1029771.0,1082003.0,1269646.0,402648.0,454878.0,642524.0
23,2048,1056,371,99,100,100,100,9071,4718,5071,3,7,26,0,37.1,52.75,495,15864,70613,266959,1161034.0,1215784.0,1412130.0,453149.0,507897.0,704246.0
24,2049,1216,427,115,100,100,100,10449,5433,5865,3,7,25,0,42.7,56.75,575,17309,74720,280497,1303356.0,1360769.0,1566546.0,507469.0,564880.0,770660.0
25,2050,1389,487,131,100,100,100,11932,6198,6727,3,7,24,0,48.7,60.75,655,18777,78856,293221,1451249.0,1511329.0,1725695.0,581143.0,641222.0,855590.0
26,2051,1574,552,149,100,100,100,13524,7017,7648,3,6,22,0,55.2,65.25,745,21803,87493,320818,1766439.0,1832130.0,2065456.0,770037.0,835727.0,1069055.0
27,2052,1773,621,169,100,100,100,15234,7902,8637,2,6,21,0,62.1,70.25,845,24948,96352,350444,2104831.0,2176236.0,2430330.0,1003391.0,1074794.0,1328890.0
28,2053,1993,698,190,100,100,100,17129,8874,9720,2,6,21,0,69.8,75.5,950,28307,105903,380500,2484144.0,2561741.0,2836339.0,1302234.0,1379830.0,1654430.0
29,2054,2229,779,212,100,100,100,19160,9906,10860,2,6,20,0,77.9,81.0,1060,31788,115611,410922,2889197.0,2973021.0,3268333.0,1640984.0,1724807.0,2020121.0
30,2055,2485,866,236,100,100,100,26691,13775,15111,2,6,19,0,86.60000000000001,87.0,1180,37261,176054,603313,3336796.0,3475590.0,3902850.0,2034747.0,2173540.0,2600802.0
