,Year,L1,L2,L3,Utilization L1,Utilization L2,Utilization L3,Emission L1,Emission L2,Emission L3,EV/CP L1,EV/CP L2,EV/CP L3,Area L1,Area L2,Area L3,Jobs,DAC L1 case1,DAC L2 case1,DAC L3 case1,DAC L1 case2,DAC L2 case2,DAC L3 case2,DAC L1 case3,DAC L2 case3,DAC L3 case3
0,2025,1,1,1,0,0,0,0,0,0,0,0,0,0,0.1,28.25,5,800,6500,75000,800.0,6500.0,75000.0,800.0,6500.0,75000.0
1,2026,1,1,1,9,9,3,10,10,8,2,2,2,0,0.1,28.25,5,800,6500,75000,1085.0,6785.0,75285.0,907.0,6607.0,75107.0
2,2027,1,1,1,77,72,18,15,14,11,15,15,15,0,0.1,28.25,5,800,6500,75000,2869.0,8569.0,77069.0,1581.0,7281.0,75781.0
3,2028,3,2,1,77,89,54,30,23,23,11,16,31,0,0.2,28.25,5,861,6748,75000,6286.0,12173.0,80425.0,2911.0,8797.0,77050.0
4,2029,6,4,2,98,92,60,51,31,33,11,16,32,0,0.4,28.5,10,945,7201,77609,12652.0,18907.0,89316.0,5372.0,11626.0,82036.0
5,2030,12,7,3,97,96,68,75,43,42,8,14,32,0,0.7000000000000001,28.75,15,1098,7821,79992,21523.0,28245.0,100416.0,8831.0,15552.0,87725.0
6,2031,19,11,4,100,95,84,122,66,69,7,12,32,0,1.1,29.0,20,1291,8717,82577,34459.0,41884.0,115743.0,13865.0,21289.0,95150.0
7,2032,30,16,6,100,100,90,193,102,111,7,13,33,0,1.6,29.5,30,1577,9770,87436,53073.0,61265.0,138930.0,21121.0,29313.0,106979.0
8,2033,43,23,8,100,100,96,277,146,158,6,10,29,0,2.3000000000000003,30.0,40,1894,11155,92002,73720.0,82980.0,163826.0,29171.0,38431.0,119278.0
9,2034,59,31,11,99,100,93,376,197,210,5,9,24,0,3.1,30.75,55,2261,12643,98439,96268.0,106649.0,192445.0,37977.0,48359.0,134155.0
10,2035,78,42,14,100,98,96,500,262,275,5,8,24,0,4.2,31.5,70,2875,24178,134738,123228.0,144531.0,255091.0,48621.0,69925.0,180484.0
11,2036,101,53,18,100,100,97,648,336,359,4,8,23,0,5.300000000000001,32.5,90,3340,25985,142320,153641.0,176286.0,292621.0,60497.0,83142.0,199476.0
12,2037,130,68,23,100,100,99,837,430,465,4,8,22,0,6.800000000000001,33.75,115,3892,28301,151227,192201.0,216610.0,339536.0,75541.0,99951.0,222876.0
13,2038,166,86,29,100,100,99,1065,546,590,4,8,22,0,8.6,35.25,145,4535,30913,161272,237866.0,264243.0,394603.0,93363.0,119742.0,250100.0
14,2039,205,107,36,100,100,99,1320,680,727,4,7,20,0,10.700000000000001,37.0,180,5190,33777,172287,287124.0,315710.0,454221.0,112586.0,141174.0,279682.0
15,2040,255,133,44,100,100,100,1644,845,903,4,7,20,0,13.3,39.0,220,5979,37110,184118,348097.0,379227.0,526236.0,136418.0,167549.0,314556.0
16,2041,316,166,54,100,100,100,2036,1051,1108,4,7,20,0,16.6,41.5,270,6884,41085,198017,419629.0,453830.0,610762.0,164412.0,198614.0,355545.0
17,2042,388,203,67,100,100,99,2496,1290,1357,4,7,19,0,20.3,44.75,335,7888,45274,214999,500637.0,538024.0,707748.0,196143.0,233531.0,403254.0
18,2043,469,247,80,100,100,100,3023,1570,1643,4,6,18,0,24.700000000000003,48.0,400,8949,49956,230959,590279.0,631287.0,812289.0,231231.0,272240.0,453241.0
19,2044,561,297,97,100,100,100,3615,1886,1977,3,6,17,0,29.700000000000003,52.25,485,10082,54956,250575,687896.0,732772.0,928389.0,269398.0,314275.0,509891.0
20,2045,664,352,115,100,100,100,4280,2240,2348,3,6,16,0,35.2,56.75,575,11870,85971,367693,793293.0,867397.0,1149117.0,310890.0,384994.0,666713.0
21,2046,781,414,136,100,100,100,5034,2630,2778,3,5,16,0,41.400000000000006,62.0,680,13142,91448,389097,907088.0,985397.0,1283043.0,355156.0,433465.0,731111.0
22,2047,912,482,159,100,100,100,5874,3063,3262,3,5,15,0,48.2,67.75,795,14481,97094,411129,1029771.0,1112387.0,1426419.0,402648.0,485264.0,799296.0
23,2048,1056,556,186,100,100,100,9071,4718,5071,3,5,14,0,55.6,74.5,930,15864,102868,435437,1161034.0,1248041.0,1580606.0,453149.0,540156.0,872721.0
24,2049,1216,641,215,100,100,100,10449,5433,5865,3,5,14,0,64.10000000000001,81.75,1075,17309,109102,459975,1303356.0,1395152.0,1746022.0,507469.0,599265.0,950135.0
25,2050,1389,731,246,100,100,100,11932,6198,6727,3,5,13,0,73.10000000000001,89.5,1230,18777,115305,484628,1451249.0,1547780.0,1917099.0,581143.0,677674.0,1046994.0
26,2051,1574,827,280,100,100,100,13524,7017,7648,3,4,12,0,82.7,98.0,1400,21803,128061,536755,1766439.0,1872700.0,2281390.0,770037.0,876298.0,1284990.0
27,2052,1773,932,316,100,100,100,15234,7902,8637,2,4,12,0,93.2,107.0,1580,24948,141541,590082,2104831.0,2221428.0,2669965.0,1003391.0,1119987.0,1568526.0
28,2053,1993,1046,355,100,100,100,17129,8874,9720,2,4,11,0,104.60000000000001,116.75,1775,28307,155682,645899,2484144.0,2611522.0,3101736.0,1302234.0,1429612.0,1919828.0
29,2054,2229,1168,397,100,100,100,19160,9906,10860,2,4,11,0,116.80000000000001,127.25,1985,31788,170303,703977,2889197.0,3027715.0,3561386.0,1640984.0,1779502.0,2313175.0
30,2055,2485,1299,442,100,100,100,26691,13775,15111,2,4,11,0,129.9,138.5,2210,37261,261315,1064709,3336796.0,3560853.0,4364245.0,2034747.0,2258804.0,3062197.0
