Alternative,Availability Factor,Driving Range,Accumulated Cost,Incentives,Emissions,Distance to Positive Ideal,Distance to Negative Ideal,Closeness Coefficient
ICEV,0.027965534306295843,0.026809414264433513,0.0075551291585712645,0.0003531880973599173,0.0027175909096967786,0.0851949384330714,0.017747381549128284,0.17240121994721977
EV-L1,0.010907759910960208,0.0243514742112309,0.027638634734940083,0.03464880719993516,0.03909518674566557,0.05186265923413805,0.05393353110276028,0.5097870814725357
EV-L2,0.02677813472391658,0.0243514742112309,0.027638634734940083,0.03464880719993516,0.03909518674566557,0.04897677329122787,0.05622005490851223,0.5344272814173224
EV-L3,0.027607316932433457,0.0243514742112309,0.026227141498183733,0.03464880719993516,0.03909518674566557,0.05037262907116116,0.05597318849681917,0.52633182739922
NGV,0.025276546418037817,0.021910242443791677,0.07653814496408005,0.017472364250091882,0.005821664841475563,0.03786341686915735,0.07257974898297229,0.6571683129778081
PHEV-L1,0.025526600700691918,0.026075306886027372,0.01146743830309493,0.02607600868424756,0.024725061337276984,0.06723766057809168,0.03731429597690209,0.3568971562696196
PHEV-L2,0.02792678451806492,0.026075306886027372,0.01146743830309493,0.02607600868424756,0.024725061337276984,0.06719178747670748,0.03831831646606572,0.36317200944896133
PHEV-L3,0.028011322489599262,0.026075306886027372,0.01146743830309493,0.02607600868424756,0.024725061337276984,0.06719173429556938,0.03835593866792664,0.36339918816772165
