Alternative,Availability Factor,Driving Range,Accumulated Cost,Incentives,Emissions,Distance to Positive Ideal,Distance to Negative Ideal,Closeness Coefficient
ICEV,0.03638757697915165,0.018009283089668433,0.0025603451354965544,6.149147643547424e-05,0.006832288454621097,0.09458602483005739,0.022437527093910933,0.19173513985021476
EV-L1,0.014192718404125532,0.016358156444418098,0.009366410885919529,0.006032497491785243,0.0982891104325448,0.02779568109303689,0.09191852376635974,0.7678163495661798
EV-L2,0.034842582585852655,0.016358156444418098,0.009366410885919529,0.006032497491785243,0.0982891104325448,0.01673064872725892,0.09420951067758827,0.8491921336961057
EV-L3,0.03592147959928673,0.016358156444418098,0.008888072294127827,0.006032497491785243,0.0982891104325448,0.017137638346049592,0.09441859813859864,0.8463766895864403
NGV,0.032888779040648915,0.014718253626935428,0.025937884452497017,0.003042009293596539,0.014636232900677849,0.08384652557403274,0.031077919222786077,0.2704204425588518
PHEV-L1,0.0332141391556886,0.01751614484108425,0.00388618106450589,0.004539938592281121,0.062161214372521055,0.04247853343209122,0.0587600801170552,0.5804117426848209
PHEV-L2,0.036337157384562994,0.01751614484108425,0.00388618106450589,0.004539938592281121,0.062161214372521055,0.0423554661505708,0.059844036843390416,0.585560938069596
PHEV-L3,0.03644715463736623,0.01751614484108425,0.00388618106450589,0.004539938592281121,0.062161214372521055,0.04235532331875799,0.05988482695987463,0.5857271022848847
